Ente,Candidato,Liste/Gruppi,Voti lista,,
ANZOLA DELL'EMILIA,PIER LUIGI BERSANI ANZOLA DELL'EMILIA,PARTITO DEMOCRATICO,3793,,
ANZOLA DELL'EMILIA,,SINISTRA ECOLOGIA LIBERTA',255,,
ANZOLA DELL'EMILIA,,CENTRO DEMOCRATICO,15,,
ANZOLA DELL'EMILIA,SILVIO BERLUSCONI ANZOLA DELL'EMILIA,IL POPOLO DELLA LIBERTA',869,,
ANZOLA DELL'EMILIA,,LEGA NORD,130,,
ANZOLA DELL'EMILIA,,FRATELLI D'ITALIA,63,,
ANZOLA DELL'EMILIA,,MIR - MODERATI IN RIVOLUZIONE,24,,
ANZOLA DELL'EMILIA,,LA DESTRA,18,,
ANZOLA DELL'EMILIA,,INTESA POPOLARE,2,,
ANZOLA DELL'EMILIA,,GRANDE SUD - MPA,2,,
ANZOLA DELL'EMILIA,GIUSEPPE PIERO GRILLO ANZOLA DELL'EMILIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1649,,
ANZOLA DELL'EMILIA,MARIO MONTI ANZOLA DELL'EMILIA,SCELTA CIVICA CON MONTI PER L'ITALIA,472,,
ANZOLA DELL'EMILIA,,UNIONE DI CENTRO,77,,
ANZOLA DELL'EMILIA,,FUTURO E LIBERTA',23,,
ANZOLA DELL'EMILIA,ANTONIO INGROIA ANZOLA DELL'EMILIA,RIVOLUZIONE CIVILE,139,,
ANZOLA DELL'EMILIA,OSCAR FULVIO GIANNINO ANZOLA DELL'EMILIA,FARE PER FERMARE IL DECLINO,74,,
ANZOLA DELL'EMILIA,MARCO FERRANDO ANZOLA DELL'EMILIA,PARTITO COMUNISTA DEI LAVORATORI,38,,
ANZOLA DELL'EMILIA,ROBERTO FIORE ANZOLA DELL'EMILIA,FORZA NUOVA,10,,
ANZOLA DELL'EMILIA,GIACINTO MARCO PANNELLA ANZOLA DELL'EMILIA,LISTA AMNISTIA GIUSTIZIA LIBERTA',13,,
ANZOLA DELL'EMILIA,SIMONE DI STEFANO ANZOLA DELL'EMILIA,CASAPOUND ITALIA,8,,
ANZOLA DELL'EMILIA,LUCA ROMAGNOLI ANZOLA DELL'EMILIA,FIAMMA TRICOLORE,11,,
ANZOLA DELL'EMILIA,MAGDI CRISTIANO ALLAM ANZOLA DELL'EMILIA,IO AMO L'ITALIA,13,,
ANZOLA DELL'EMILIA,FRANCO TORCHIA ANZOLA DELL'EMILIA,PRI,6,,
ARGELATO,PIER LUIGI BERSANI ARGELATO,PARTITO DEMOCRATICO,2855,,
ARGELATO,,SINISTRA ECOLOGIA LIBERTA',229,,
ARGELATO,,CENTRO DEMOCRATICO,7,,
ARGELATO,SILVIO BERLUSCONI ARGELATO,IL POPOLO DELLA LIBERTA',710,,
ARGELATO,,LEGA NORD,113,,
ARGELATO,,FRATELLI D'ITALIA,51,,
ARGELATO,,LA DESTRA,9,,
ARGELATO,,MIR - MODERATI IN RIVOLUZIONE,8,,
ARGELATO,,INTESA POPOLARE,3,,
ARGELATO,,GRANDE SUD - MPA,1,,
ARGELATO,GIUSEPPE PIERO GRILLO ARGELATO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1593,,
ARGELATO,MARIO MONTI ARGELATO,SCELTA CIVICA CON MONTI PER L'ITALIA,491,,
ARGELATO,,UNIONE DI CENTRO,51,,
ARGELATO,,FUTURO E LIBERTA',20,,
ARGELATO,ANTONIO INGROIA ARGELATO,RIVOLUZIONE CIVILE,122,,
ARGELATO,OSCAR FULVIO GIANNINO ARGELATO,FARE PER FERMARE IL DECLINO,76,,
ARGELATO,MARCO FERRANDO ARGELATO,PARTITO COMUNISTA DEI LAVORATORI,26,,
ARGELATO,ROBERTO FIORE ARGELATO,FORZA NUOVA,13,,
ARGELATO,GIACINTO MARCO PANNELLA ARGELATO,LISTA AMNISTIA GIUSTIZIA LIBERTA',18,,
