Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ANGHIARI ,4571,3654,46,130,
AREZZO ,75312,59628,477,1569,
BADIA TEDALDA ,915,660,9,21,
BIBBIENA ,9032,7210,80,201,
BUCINE ,7808,6514,65,222,
CAPOLONA ,4202,3406,33,107,
CAPRESE MICHELANGELO ,1215,904,18,28,
CASTEL FOCOGNANO ,2546,2014,23,60,
CASTEL SAN NICCOLO' ,2187,1670,23,62,
CASTELFRANCO DI SOPRA ,2499,2095,30,85,
CASTIGLION FIBOCCHI ,1662,1361,26,63,
CASTIGLION FIORENTINO ,10097,8061,107,352,
CAVRIGLIA ,7514,6279,63,191,
CHITIGNANO ,721,544,12,31,
CHIUSI DELLA VERNA ,1666,1300,10,39,
CIVITELLA IN VAL DI CHIANA ,7074,5866,68,242,
CORTONA ,17674,13847,150,441,
FOIANO DELLA CHIANA ,6805,5307,74,197,
LATERINA ,2755,2235,29,94,
LORO CIUFFENNA ,4620,3802,49,145,
LUCIGNANO ,2908,2341,35,105,
MARCIANO DELLA CHIANA ,2574,2053,23,80,
MONTE SAN SAVINO ,6929,5613,76,220,
MONTEMIGNAIO ,482,336,4,21,
MONTERCHI ,1470,1126,19,40,
MONTEVARCHI ,17661,14482,153,457,
ORTIGNANO RAGGIOLO ,734,570,10,18,
PERGINE VALDARNO ,2626,2161,26,75,
PIAN DI SCO ,5144,4131,48,195,
PIEVE SANTO STEFANO ,2481,1984,14,77,
POPPI ,4765,3802,56,126,
PRATOVECCHIO ,2358,1870,21,61,
SAN GIOVANNI VALDARNO ,13002,10711,112,331,
SANSEPOLCRO ,12398,10165,104,298,
SESTINO ,1094,818,14,27,
STIA ,2276,1831,26,60,
SUBBIANO ,4854,3916,40,136,
TALLA ,893,632,8,32,
TERRANUOVA BRACCIOLINI ,9565,7894,88,295,
