Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
BELVEDERE DI SPINELLO ,1860,953,24,49,
CACCURI ,1366,957,19,41,
CARFIZZI ,612,423,9,17,
CASABONA ,2282,1396,44,100,
CASTELSILANO ,916,645,23,50,
CERENZIA ,1038,704,15,33,
CIRO' ,2524,1258,46,104,
CIRO' MARINA ,9821,5913,114,345,
COTRONEI ,4284,2557,41,146,
CROTONE ,47634,28698,295,1080,
CRUCOLI ,2586,1813,36,66,
CUTRO ,7782,4585,75,247,
ISOLA DI CAPO RIZZUTO ,11366,7431,163,378,
MELISSA ,2705,1509,34,67,
MESORACA ,5142,2847,68,171,
PALLAGORIO ,1127,768,35,85,
PETILIA POLICASTRO ,7214,4208,133,293,
ROCCA DI NETO ,4312,2592,45,133,
ROCCABERNARDA ,2750,1749,46,100,
SAN MAURO MARCHESATO ,1723,1050,28,67,
SAN NICOLA DELL'ALTO ,785,446,15,27,
SANTA SEVERINA ,1767,1102,27,77,
SAVELLI ,1156,782,46,67,
SCANDALE ,2526,1615,35,91,
STRONGOLI ,5162,3124,70,175,
UMBRIATICO ,763,447,10,29,
VERZINO ,1605,1071,39,103,
