Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ADRIA ,16611,13316,139,557,
ARIANO NEL POLESINE ,3784,3003,40,130,
ARQUA' POLESINE ,2315,1833,26,66,
BADIA POLESINE ,8307,6422,71,244,
BAGNOLO DI PO ,1041,878,13,32,
BERGANTINO ,2151,1753,34,77,
BOSARO ,1152,944,16,53,
CALTO ,604,481,9,27,
CANARO ,2343,1954,32,85,
CANDA ,747,619,8,37,
CASTELGUGLIELMO ,1333,1065,16,48,
CASTELMASSA ,3299,2667,29,87,
CASTELNOVO BARIANO ,2263,1853,23,57,
CENESELLI ,1332,1059,19,54,
CEREGNANO ,3081,2510,44,127,
CORBOLA ,2066,1613,16,53,
COSTA DI ROVIGO ,2267,1809,23,76,
CRESPINO ,1605,1237,30,61,
FICAROLO ,2130,1494,41,87,
FIESSO UMBERTIANO ,3417,2797,48,94,
FRASSINELLE POLESINE ,1264,1042,23,48,
FRATTA POLESINE ,2226,1787,34,80,
GAIBA ,879,743,7,30,
GAVELLO ,1262,1000,17,46,
GIACCIANO CON BARUCHELLA ,1739,1337,22,66,
GUARDA VENETA ,936,754,19,40,
LENDINARA ,9490,7408,82,294,
LOREO ,2981,2393,32,117,
LUSIA ,2802,2235,39,118,
MELARA ,1511,1161,26,62,
OCCHIOBELLO ,9102,7544,70,230,
PAPOZZE ,1397,1083,16,36,
PETTORAZZA GRIMANI ,1380,1117,20,59,
PINCARA ,1010,839,9,24,
POLESELLA ,3220,2636,38,89,
PONTECCHIO POLESINE ,1707,1431,20,65,
PORTO TOLLE ,8667,6730,123,345,
PORTO VIRO ,12245,9741,96,334,
ROSOLINA ,5335,4287,60,180,
ROVIGO ,41384,32928,281,899,
SALARA ,984,794,17,63,
SAN BELLINO ,965,737,13,44,
SAN MARTINO DI VENEZZE ,3336,2765,37,91,
STIENTA ,2660,2272,30,86,
TAGLIO DI PO ,7090,5659,60,193,
TRECENTA ,2354,1895,30,90,
VILLADOSE ,4298,3423,40,153,
VILLAMARZANA ,1005,836,17,36,
VILLANOVA DEL GHEBBO ,1675,1383,19,67,
VILLANOVA MARCHESANA ,736,571,10,35,
