Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALTIDONA ,2510,1974,35,90,
AMANDOLA ,2991,2330,31,93,
BELMONTE PICENO ,515,405,14,33,
CAMPOFILONE ,1513,1204,17,52,
FALERONE ,2577,1971,49,110,
FERMO ,29192,22835,252,719,
FRANCAVILLA D'ETE ,750,576,10,32,
GROTTAZZOLINA ,2467,1940,45,96,
LAPEDONA ,973,771,13,45,
MAGLIANO DI TENNA ,1083,849,18,36,
MASSA FERMANA ,702,533,9,25,
MONSAMPIETRO MORICO ,544,427,8,21,
MONTAPPONE ,1363,1038,30,65,
MONTE GIBERTO ,632,456,4,12,
MONTE RINALDO ,324,253,13,20,
MONTE SAN PIETRANGELI ,1921,1533,37,76,
MONTE URANO ,6222,5027,79,189,
MONTE VIDON COMBATTE ,348,267,7,13,
MONTE VIDON CORRADO ,594,463,6,15,
MONTEFALCONE APPENNINO ,352,273,4,14,
MONTEFORTINO ,1002,746,15,37,
MONTEGIORGIO ,5354,4117,81,178,
MONTEGRANARO ,10222,8105,120,330,
MONTELEONE DI FERMO ,339,268,8,20,
MONTELPARO ,677,499,9,24,
MONTERUBBIANO ,1892,1462,33,74,
MONTOTTONE ,798,630,11,35,
MORESCO ,488,374,11,14,
ORTEZZANO ,645,531,8,22,
PEDASO ,2007,1613,18,34,
PETRITOLI ,1914,1472,34,90,
PONZANO DI FERMO ,1301,1019,15,34,
PORTO SAN GIORGIO ,13020,10118,97,272,
PORTO SANT'ELPIDIO ,19176,14927,173,481,
RAPAGNANO ,1569,1289,39,73,
SANT'ELPIDIO A MARE ,13147,10324,156,400,
SANTA VITTORIA IN MATENANO ,1115,862,24,47,
SERVIGLIANO ,1855,1458,34,57,
SMERILLO ,311,239,4,9,
TORRE SAN PATRIZIO ,1592,1224,45,82,
