Ente,Candidato,Liste/Gruppi,Voti lista,,
ACCUMOLI,PIER LUIGI BERSANI ACCUMOLI,PARTITO DEMOCRATICO,62,,
ACCUMOLI,,SINISTRA ECOLOGIA LIBERTA',11,,
ACCUMOLI,,CENTRO DEMOCRATICO,1,,
ACCUMOLI,,PARTITO SOCIALISTA ITALIANO,0,,
ACCUMOLI,SILVIO BERLUSCONI ACCUMOLI,IL POPOLO DELLA LIBERTA',93,,
ACCUMOLI,,LA DESTRA,22,,
ACCUMOLI,,FRATELLI D'ITALIA,14,,
ACCUMOLI,,LEGA NORD,0,,
ACCUMOLI,,MIR - MODERATI IN RIVOLUZIONE,0,,
ACCUMOLI,,INTESA POPOLARE,0,,
ACCUMOLI,GIUSEPPE PIERO GRILLO ACCUMOLI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,44,,
ACCUMOLI,MARIO MONTI ACCUMOLI,CON MONTI PER L'ITALIA,13,,
ACCUMOLI,ANTONIO INGROIA ACCUMOLI,RIVOLUZIONE CIVILE,5,,
ACCUMOLI,OSCAR FULVIO GIANNINO ACCUMOLI,FARE PER FERMARE IL DECLINO,0,,
ACCUMOLI,MARCO FERRANDO ACCUMOLI,PARTITO COMUNISTA DEI LAVORATORI,3,,
ACCUMOLI,ROBERTO FIORE ACCUMOLI,FORZA NUOVA,0,,
ACCUMOLI,GIACINTO MARCO PANNELLA ACCUMOLI,LISTA AMNISTIA GIUSTIZIA LIBERTA',1,,
ACCUMOLI,LUCA ROMAGNOLI ACCUMOLI,FIAMMA TRICOLORE,0,,
ACCUMOLI,MAGDI CRISTIANO ALLAM ACCUMOLI,IO AMO L'ITALIA,0,,
ACCUMOLI,SIMONE DI STEFANO ACCUMOLI,CASAPOUND ITALIA,0,,
ACCUMOLI,OTTAVIO PASQUALUCCI ACCUMOLI,DIMEZZIAMO LO STIPENDIO AI POLITICI,1,,
ACCUMOLI,,NO ALLA CHIUSURA DEGLI OSPEDALI,0,,
ACCUMOLI,,VIVA L'ITALIA,0,,
ACCUMOLI,ALFONSO LUIGI MARRA ACCUMOLI,PAS - FLB&LT,1,,
ACCUMOLI,ANTONIO CORSI ACCUMOLI,TUTTI INSIEME PER L'ITALIA,1,,
ACCUMOLI,GIOVANNA SORBELLI ACCUMOLI,MOVIMENTO EUDONNA,0,,
ACCUMOLI,MARINA PETRINI ACCUMOLI,MOVIMENTO PROGETTO ITALIA - MID,0,,
ACCUMOLI,ANDREA BALIA ACCUMOLI,PARTITO DEL SUD,0,,
AMATRICE,PIER LUIGI BERSANI AMATRICE,PARTITO DEMOCRATICO,207,,
AMATRICE,,SINISTRA ECOLOGIA LIBERTA',26,,
AMATRICE,,CENTRO DEMOCRATICO,5,,
AMATRICE,,PARTITO SOCIALISTA ITALIANO,4,,
AMATRICE,SILVIO BERLUSCONI AMATRICE,IL POPOLO DELLA LIBERTA',388,,
AMATRICE,,FRATELLI D'ITALIA,127,,
AMATRICE,,LA DESTRA,83,,
AMATRICE,,MIR - MODERATI IN RIVOLUZIONE,2,,
AMATRICE,,LEGA NORD,1,,
AMATRICE,,INTESA POPOLARE,0,,
AMATRICE,GIUSEPPE PIERO GRILLO AMATRICE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,315,,
AMATRICE,MARIO MONTI AMATRICE,CON MONTI PER L'ITALIA,54,,
AMATRICE,ANTONIO INGROIA AMATRICE,RIVOLUZIONE CIVILE,19,,
AMATRICE,OSCAR FULVIO GIANNINO AMATRICE,FARE PER FERMARE IL DECLINO,5,,
AMATRICE,MARCO FERRANDO AMATRICE,PARTITO COMUNISTA DEI LAVORATORI,4,,
AMATRICE,ROBERTO FIORE AMATRICE,FORZA NUOVA,1,,
AMATRICE,GIACINTO MARCO PANNELLA AMATRICE,LISTA AMNISTIA GIUSTIZIA LIBERTA',4,,
AMATRICE,LUCA ROMAGNOLI AMATRICE,FIAMMA TRICOLORE,5,,
AMATRICE,MAGDI CRISTIANO ALLAM AMATRICE,IO AMO L'ITALIA,1,,
AMATRICE,SIMONE DI STEFANO AMATRICE,CASAPOUND ITALIA,0,,
AMATRICE,OTTAVIO PASQUALUCCI AMATRICE,NO ALLA CHIUSURA DEGLI OSPEDALI,7,,
AMATRICE,,VIVA L'ITALIA,5,,
AMATRICE,,DIMEZZIAMO LO STIPENDIO AI POLITICI,1,,
AMATRICE,ALFONSO LUIGI MARRA AMATRICE,PAS - FLB&LT,2,,
AMATRICE,ANTONIO CORSI AMATRICE,TUTTI INSIEME PER L'ITALIA,0,,
AMATRICE,GIOVANNA SORBELLI AMATRICE,MOVIMENTO EUDONNA,1,,
AMATRICE,MARINA PETRINI AMATRICE,MOVIMENTO PROGETTO ITALIA - MID,0,,
AMATRICE,ANDREA BALIA AMATRICE,PARTITO DEL SUD,0,,
ANTRODOCO,PIER LUIGI BERSANI ANTRODOCO,PARTITO DEMOCRATICO,386,,
