Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUAFORMOSA ,985,697,12,53,
ACQUAPPESA ,1581,998,25,70,
ACRI ,17507,11920,263,721,
AIELLO CALABRO ,1638,1055,15,42,
AIETA ,681,417,42,60,
ALBIDONA ,1244,673,82,117,
ALESSANDRIA DEL CARRETTO ,478,248,30,42,
ALTILIA ,616,429,8,13,
ALTOMONTE ,3715,2429,87,225,
AMANTEA ,11270,7737,151,458,
AMENDOLARA ,2529,1718,73,158,
APRIGLIANO ,2419,1525,18,62,
BELMONTE CALABRO ,1873,1028,69,111,
BELSITO ,798,577,25,41,
BELVEDERE MARITTIMO ,7721,4850,143,382,
BIANCHI ,1182,788,22,43,
BISIGNANO ,8251,5823,197,475,
BOCCHIGLIERO ,1293,752,21,32,
BONIFATI ,2585,1520,45,86,
BUONVICINO ,2024,1313,83,151,
CALOPEZZATI ,1094,635,16,33,
CALOVETO ,1035,596,27,54,
CAMPANA ,1632,672,19,51,
CANNA ,674,397,16,40,
CARIATI ,6570,3525,94,217,
CAROLEI ,2838,1981,40,121,
CARPANZANO ,270,187,2,14,
CASOLE BRUZIO ,2102,1616,11,54,
CASSANO ALL'IONIO ,14363,8015,220,899,
CASTIGLIONE COSENTINO ,2437,1578,34,108,
CASTROLIBERO ,8442,6346,73,284,
CASTROREGIO ,307,166,15,21,
CASTROVILLARI ,18004,11039,243,772,
CELICO ,2249,1645,20,50,
CELLARA ,439,359,15,20,
CERCHIARA DI CALABRIA ,2076,1165,60,125,
CERISANO ,2724,1812,35,98,
CERVICATI ,748,494,16,30,
CERZETO ,1131,729,24,52,
CETRARO ,8475,5109,193,534,
CIVITA ,800,485,24,49,
CLETO ,1077,742,15,37,
COLOSIMI ,1090,743,11,44,
CORIGLIANO CALABRO ,30362,17713,378,961,
COSENZA ,55948,36598,425,1649,
CROPALATI ,894,586,13,27,
CROSIA ,7172,4463,119,247,
DIAMANTE ,4477,3164,100,191,
DIPIGNANO ,3622,2550,48,149,
DOMANICO ,790,576,10,28,
FAGNANO CASTELLO ,3338,2155,59,126,
FALCONARA ALBANESE ,1208,715,22,51,
FIGLINE VEGLIATURO ,970,737,9,30,
FIRMO ,1850,1140,27,78,
FIUMEFREDDO BRUZIO ,2595,1668,64,131,
FRANCAVILLA MARITTIMA ,2317,1412,75,135,
FRASCINETO ,1860,1219,26,100,
FUSCALDO ,6818,4363,122,256,
GRIMALDI ,1463,1031,31,68,
GRISOLIA ,1907,1212,35,148,
GUARDIA PIEMONTESE ,1576,978,21,59,
LAGO ,2345,1528,22,94,
LAINO BORGO ,1821,973,44,107,
LAINO CASTELLO ,705,399,23,41,
LAPPANO ,812,648,5,23,
LATTARICO ,3409,2327,64,141,
LONGOBARDI ,1890,1196,43,103,
LONGOBUCCO ,2930,1890,56,116,
LUNGRO ,2319,1551,37,86,
LUZZI ,7845,5133,129,320,
MAIERA' ,1070,743,30,67,
MALITO ,698,489,12,27,
MALVITO ,1536,998,45,84,
MANDATORICCIO ,2352,1252,32,52,
MANGONE ,1512,1056,25,74,
