Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALBARETO ,1771,1123,7,37,
BARDI ,1841,1216,21,67,
BEDONIA ,2837,1879,23,77,
BERCETO ,1753,1201,22,54,
BORE ,860,421,7,18,
BORGO VAL DI TARO ,5342,3921,55,156,
BUSSETO ,4903,3838,42,136,
CALESTANO ,1406,1028,9,33,
COLLECCHIO ,10118,8367,51,177,
COLORNO ,5767,4475,38,122,
COMPIANO ,857,616,8,33,
CORNIGLIO ,1661,1117,17,41,
FELINO ,6175,5114,26,106,
FIDENZA ,18342,14788,118,406,
FONTANELLATO ,4991,3956,43,133,
FONTEVIVO ,3819,3105,24,80,
FORNOVO DI TARO ,4098,3233,24,77,
LANGHIRANO ,6484,5209,38,140,
LESIGNANO DE' BAGNI ,3487,2878,24,69,
MEDESANO ,7435,5875,54,209,
MEZZANI ,2247,1720,11,49,
MONCHIO DELLE CORTI ,859,508,4,13,
MONTECHIARUGOLO ,7756,6382,39,121,
NEVIANO DEGLI ARDUINI ,2775,2004,20,66,
NOCETO ,8950,7230,66,228,
PALANZANO ,930,625,10,28,
PARMA ,128640,101835,538,1798,
PELLEGRINO PARMENSE ,872,568,9,20,
POLESINE PARMENSE ,1022,808,13,35,
ROCCABIANCA ,2161,1766,25,54,
SALA BAGANZA ,3852,3160,17,58,
SALSOMAGGIORE TERME ,14033,10443,72,229,
SAN SECONDO PARMENSE ,3901,3183,38,99,
SISSA ,2970,2392,28,74,
SOLIGNANO ,1339,1010,10,28,
SORAGNA ,3333,2707,30,80,
SORBOLO ,6815,5534,41,135,
TERENZO ,946,667,7,16,
TIZZANO VAL PARMA ,1541,1169,10,27,
TORNOLO ,894,599,10,21,
TORRILE ,5145,4198,34,103,
TRAVERSETOLO ,6349,5145,31,101,
TRECASALI ,2613,2152,19,47,
VALMOZZOLA ,489,307,5,11,
VARANO DE' MELEGARI ,1926,1562,17,61,
VARSI ,1063,672,7,27,
ZIBELLO ,1337,1069,13,35,
