Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AIELLO DEL SABATO ,2853,2185,57,118,
ALTAVILLA IRPINA ,3152,2199,63,145,
ANDRETTA ,1572,1064,86,114,
AQUILONIA ,1388,999,34,55,
ARIANO IRPINO ,17080,12589,322,823,
ATRIPALDA ,8088,5986,103,297,
AVELLA ,5541,4079,115,287,
AVELLINO ,41456,31016,409,1196,
BAGNOLI IRPINO ,2476,1724,51,124,
BAIANO ,3434,2391,67,154,
BISACCIA ,2958,1928,52,91,
BONITO ,1807,1295,32,76,
CAIRANO ,269,187,16,22,
CALABRITTO ,1987,1193,63,125,
CALITRI ,3808,2739,91,207,
CANDIDA ,840,616,23,38,
CAPOSELE ,2657,1874,63,110,
CAPRIGLIA IRPINA ,1752,1294,39,81,
CARIFE ,1151,767,15,38,
CASALBORE ,1442,1030,43,77,
CASSANO IRPINO ,712,488,22,41,
CASTEL BARONIA ,857,553,15,30,
CASTELFRANCI ,1588,1082,39,60,
CASTELVETERE SUL CALORE ,1281,941,41,69,
CERVINARA ,6971,5250,133,254,
CESINALI ,1760,1413,29,64,
CHIANCHE ,417,292,8,12,
CHIUSANO DI SAN DOMENICO ,1738,1129,59,126,
CONTRADA ,2131,1609,52,120,
CONZA DELLA CAMPANIA ,1101,829,31,50,
DOMICELLA ,1294,943,14,37,
FLUMERI ,2331,1519,51,78,
FONTANAROSA ,2502,1618,26,86,
FORINO ,3808,2776,65,175,
FRIGENTO ,2905,2184,73,155,
GESUALDO ,2688,1900,41,109,
GRECI ,645,428,20,33,
GROTTAMINARDA ,5989,4479,101,260,
GROTTOLELLA ,1400,1007,34,62,
GUARDIA LOMBARDI ,1396,880,36,53,
LACEDONIA ,1829,1329,42,82,
LAPIO ,1210,845,23,56,
LAURO ,2678,2003,48,86,
LIONI ,4708,3428,114,252,
LUOGOSANO ,886,682,15,31,
MANOCALZATI ,2321,1741,56,102,
MARZANO DI NOLA ,1230,908,54,69,
MELITO IRPINO ,1406,997,51,91,
MERCOGLIANO ,8681,6533,80,277,
MIRABELLA ECLANO ,5913,4074,148,365,
MONTAGUTO ,351,219,7,16,
MONTECALVO IRPINO ,2898,2129,61,139,
MONTEFALCIONE ,2557,1985,78,169,
MONTEFORTE IRPINO ,7844,5921,89,242,
MONTEFREDANE ,1696,1260,44,77,
MONTEFUSCO ,1031,752,28,59,
MONTELLA ,5744,4126,122,233,
MONTEMARANO ,2368,1616,71,107,
MONTEMILETTO ,3985,2889,127,217,
MONTEVERDE ,603,400,21,26,
MONTORO INFERIORE ,7153,5383,136,315,
MONTORO SUPERIORE ,5984,4611,130,269,
MORRA DE SANCTIS ,1028,733,53,63,
MOSCHIANO ,1182,849,28,52,
MUGNANO DEL CARDINALE ,3879,2636,44,156,
NUSCO ,3205,2312,95,247,
OSPEDALETTO D'ALPINOLO ,1475,1102,34,48,
PAGO DEL VALLO DI LAURO ,1286,884,22,34,
PAROLISE ,497,362,15,30,
PATERNOPOLI ,1885,1292,70,117,
PETRURO IRPINO ,280,143,2,6,
PIETRADEFUSI ,1788,1209,53,103,
PIETRASTORNINA ,1214,853,21,48,
PRATA DI PRINCIPATO ULTRA ,2181,1505,27,59,
PRATOLA SERRA ,2727,2153,61,97,
QUADRELLE ,1351,946,24,53,
QUINDICI ,1471,1100,41,64,
ROCCA SAN FELICE ,685,492,35,51,
ROCCABASCERANA ,1707,1324,24,59,
ROTONDI ,2488,1925,37,78,
SALZA IRPINA ,592,447,15,25,
SAN MANGO SUL CALORE ,906,579,25,47,
SAN MARTINO VALLE CAUDINA ,3517,2643,44,89,
SAN MICHELE DI SERINO ,1715,1295,46,76,
SAN NICOLA BARONIA ,558,435,18,25,
SAN POTITO ULTRA ,1156,934,24,51,
SAN SOSSIO BARONIA ,1281,876,46,61,
SANT'ANDREA DI CONZA ,1274,910,18,32,
SANT'ANGELO A SCALA ,566,359,18,25,
SANT'ANGELO ALL'ESCA ,628,436,32,53,
SANT'ANGELO DEI LOMBARDI ,3165,2123,65,154,
SANTA LUCIA DI SERINO ,1018,728,31,50,
SANTA PAOLINA ,1053,704,23,41,
SANTO STEFANO DEL SOLE ,1581,1127,33,55,
SAVIGNANO IRPINO ,894,574,18,33,
SCAMPITELLA ,1011,706,14,34,
SENERCHIA ,652,436,34,57,
SERINO ,5122,3564,133,247,
SIRIGNANO ,2144,1611,35,86,
SOLOFRA ,8726,6726,103,272,
SORBO SERPICO ,413,326,7,19,
SPERONE ,2589,1944,50,111,
STURNO ,2366,1635,48,99,
SUMMONTE ,1217,830,16,43,
TAURANO ,1127,807,24,45,
TAURASI ,1984,1302,40,89,
TEORA ,1215,844,50,77,
TORELLA DEI LOMBARDI ,1639,1173,42,75,
TORRE LE NOCELLE ,998,677,26,51,
TORRIONI ,434,230,6,11,
TREVICO ,791,528,32,43,
TUFO ,706,462,9,22,
VALLATA ,2105,1432,45,79,
VALLESACCARDA ,1086,731,34,57,
VENTICANO ,1801,1318,31,86,
VILLAMAINA ,716,560,9,16,
VILLANOVA DEL BATTISTA ,1335,879,34,75,
VOLTURARA IRPINA ,2823,1783,119,191,
ZUNGOLI ,921,620,26,42,
