Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ANTRONA SCHIERANCO ,398,269,1,18,
ANZOLA D'OSSOLA ,355,269,4,22,
ARIZZANO ,1688,1249,5,40,
AROLA ,208,139,2,14,
AURANO ,84,42,1,2,
BACENO ,777,582,8,37,
BANNIO ANZINO ,431,233,5,13,
BAVENO ,3961,2905,23,91,
BEE ,579,421,2,14,
BELGIRATE ,426,309,3,8,
BEURA-CARDEZZA ,1218,884,12,43,
BOGNANCO ,189,109,2,6,
BROVELLO-CARPUGNINO ,606,410,0,9,
CALASCA-CASTIGLIONE ,579,316,4,28,
CAMBIASCA ,1352,1108,7,71,
CANNERO RIVIERA ,774,535,2,19,
CANNOBIO ,4165,2890,26,132,
CAPREZZO ,149,110,3,12,
CASALE CORTE CERRO ,2808,2069,20,93,
CAVAGLIO-SPOCCIA ,217,120,0,14,
CEPPO MORELLI ,295,158,1,14,
CESARA ,495,305,2,11,
COSSOGNO ,528,380,0,11,
CRAVEGGIA ,601,382,2,32,
CREVOLADOSSOLA ,3871,2775,31,133,
CRODO ,1208,893,8,53,
CURSOLO-ORASSO ,85,55,1,2,
DOMODOSSOLA ,15109,10726,97,436,
DRUOGNO ,803,572,4,46,
FALMENTA ,139,64,0,2,
FORMAZZA ,381,297,2,9,
GERMAGNO ,162,124,0,0,
GHIFFA ,2009,1445,8,50,
GIGNESE ,776,579,3,27,
GRAVELLONA TOCE ,6140,4502,49,228,
GURRO ,210,93,1,10,
INTRAGNA ,94,67,0,2,
LOREGLIA ,236,133,2,7,
MACUGNAGA ,503,315,1,21,
MADONNA DEL SASSO ,322,244,0,8,
MALESCO ,1215,839,4,54,
MASERA ,1239,877,6,41,
MASSIOLA ,112,66,0,2,
MERGOZZO ,1763,1304,12,44,
MIAZZINA ,335,229,0,1,
MONTECRESTESE ,1063,742,10,41,
MONTESCHENO ,343,250,3,15,
NONIO ,723,498,3,16,
OGGEBBIO ,701,612,2,22,
OMEGNA ,12495,8795,75,324,
ORNAVASSO ,2743,1911,22,101,
PALLANZENO ,950,665,7,37,
PIEDIMULERA ,1253,892,8,47,
PIEVE VERGONTE ,2210,1542,20,100,
PREMENO ,637,448,5,18,
PREMIA ,492,329,2,8,
PREMOSELLO-CHIOVENDA ,1679,1159,11,64,
QUARNA SOPRA ,240,172,4,11,
QUARNA SOTTO ,349,222,0,8,
RE ,633,396,10,29,
SAN BERNARDINO VERBANO ,1105,818,6,40,
SANTA MARIA MAGGIORE ,1059,696,3,28,
SEPPIANA ,143,92,2,15,
STRESA ,3861,2697,21,101,
TOCENO ,650,434,3,29,
TRAREGO VIGGIONA ,312,200,1,6,
TRASQUERA ,185,122,2,8,
TRONTANO ,1374,985,12,60,
VALSTRONA ,1045,584,2,53,
VANZONE CON SAN CARLO ,366,199,2,15,
VARZO ,1781,1219,9,61,
VERBANIA ,24388,17720,107,564,
VIGANELLA ,130,97,2,7,
VIGNONE ,979,720,6,18,
VILLADOSSOLA ,5624,4013,33,170,
VILLETTE ,218,137,2,12,
VOGOGNA ,1428,1025,6,39,
