Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ABBADIA SAN SALVATORE ,5312,4024,44,136,
ASCIANO ,5496,4431,49,139,
BUONCONVENTO ,2469,2035,19,64,
CASOLE D'ELSA ,2888,2303,15,88,
CASTELLINA IN CHIANTI ,2044,1611,12,39,
CASTELNUOVO BERARDENGA ,6870,5641,44,134,
CASTIGLIONE D'ORCIA ,1973,1463,10,40,
CETONA ,2261,1743,20,71,
CHIANCIANO TERME ,5479,4277,40,130,
CHIUSDINO ,1381,1043,15,40,
CHIUSI ,6616,5394,46,139,
COLLE DI VAL D'ELSA ,16002,13170,80,316,
GAIOLE IN CHIANTI ,1829,1463,25,67,
MONTALCINO ,3870,3004,46,140,
MONTEPULCIANO ,11277,9041,91,250,
MONTERIGGIONI ,7314,6144,36,132,
MONTERONI D'ARBIA ,6369,5314,47,139,
MONTICIANO ,1015,781,9,35,
MURLO ,1793,1467,18,50,
PIANCASTAGNAIO ,3392,2604,31,114,
PIENZA ,1713,1445,10,29,
POGGIBONSI ,22094,18473,147,507,
RADDA IN CHIANTI ,1204,926,5,40,
RADICOFANI ,972,750,15,34,
RADICONDOLI ,708,588,3,7,
RAPOLANO TERME ,3996,3237,36,90,
SAN CASCIANO DEI BAGNI ,1379,1058,10,35,
SAN GIMIGNANO ,6009,5045,43,144,
SAN GIOVANNI D'ASSO ,687,538,9,20,
SAN QUIRICO D'ORCIA ,2008,1642,13,38,
SARTEANO ,3686,2847,22,92,
SIENA ,42640,34466,277,836,
SINALUNGA ,9810,8003,99,300,
SOVICILLE ,7541,6213,46,164,
TORRITA DI SIENA ,5865,4783,45,142,
TREQUANDA ,1030,833,13,30,
