Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ABBATEGGIO ,322,228,5,11,
ALANNO ,2700,2017,34,105,
BOLOGNANO ,847,646,8,24,
BRITTOLI ,258,201,7,11,
BUSSI SUL TIRINO ,2122,1685,17,64,
CAPPELLE SUL TAVO ,2717,2019,25,66,
CARAMANICO TERME ,1497,1048,27,46,
CARPINETO DELLA NORA ,514,377,12,26,
CASTIGLIONE A CASAURIA ,646,443,5,14,
CATIGNANO ,1087,864,9,32,
CEPAGATTI ,7550,5961,81,242,
CITTA' SANT'ANGELO ,10403,8229,115,356,
CIVITAQUANA ,942,676,12,45,
CIVITELLA CASANOVA ,1439,985,21,68,
COLLECORVINO ,4254,3212,54,158,
CORVARA ,213,139,4,5,
CUGNOLI ,1162,863,20,43,
ELICE ,1297,964,21,48,
FARINDOLA ,1239,828,34,57,
LETTOMANOPPELLO ,2232,1663,36,106,
LORETO APRUTINO ,5611,4361,61,184,
MANOPPELLO ,5148,3940,42,155,
MONTEBELLO DI BERTONA ,790,608,21,37,
MONTESILVANO ,36419,26903,219,757,
MOSCUFO ,2367,1848,39,94,
NOCCIANO ,1352,999,15,48,
PENNE ,9248,7203,116,392,
PESCARA ,91282,68733,582,1958,
PESCOSANSONESCO ,393,286,8,20,
PIANELLA ,6155,4816,54,198,
PICCIANO ,945,727,15,42,
PIETRANICO ,396,297,9,20,
POPOLI ,4060,3135,50,124,
ROCCAMORICE ,767,444,3,16,
ROSCIANO ,2729,2214,20,96,
SALLE ,260,200,1,5,
SAN VALENTINO IN ABRUZZO CITERIORE ,1474,1140,17,66,
SANT'EUFEMIA A MAIELLA ,231,164,7,16,
SCAFA ,3552,2218,33,112,
SERRAMONACESCA ,476,353,4,16,
SPOLTORE ,13641,10653,115,382,
TOCCO DA CASAURIA ,1945,1530,21,72,
TORRE DE' PASSERI ,2227,1745,20,82,
TURRIVALIGNANI ,665,518,8,20,
VICOLI ,313,216,4,13,
VILLA CELIERA ,593,407,7,27,
