Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
BELLARIA-IGEA MARINA ,12930,10526,88,256,
CASTELDELCI ,347,199,5,14,
CATTOLICA ,12098,9855,71,198,
CORIANO ,7227,6324,59,151,
GEMMANO ,837,665,9,23,
MAIOLO ,620,492,8,16,
MISANO ADRIATICO ,8852,7339,42,125,
MONDAINO ,1031,846,14,40,
MONTE COLOMBO ,2358,1886,10,51,
MONTEFIORE CONCA ,1578,1200,14,42,
MONTEGRIDOLFO ,719,585,3,23,
MONTESCUDO ,2249,1725,13,41,
MORCIANO DI ROMAGNA ,4675,3842,34,103,
NOVAFELTRIA ,5252,4271,42,126,
PENNABILLI ,2249,1749,28,79,
POGGIO BERNI ,2436,2071,15,60,
RICCIONE ,25260,20624,134,412,
RIMINI ,101201,81126,447,1408,
SALUDECIO ,2184,1707,21,46,
SAN CLEMENTE ,3690,3018,29,83,
SAN GIOVANNI IN MARIGNANO ,6591,5647,63,138,
SAN LEO ,2053,1561,9,41,
SANT'AGATA FELTRIA ,1698,1305,10,41,
SANTARCANGELO DI ROMAGNA ,15442,12903,132,368,
TALAMELLO ,795,648,10,18,
TORRIANA ,1066,869,10,27,
VERUCCHIO ,6919,5725,58,152,
