Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AGRIGENTO ,42013,26320,246,1067,
ALESSANDRIA DELLA ROCCA ,2369,1344,49,116,
ARAGONA ,6979,4617,97,274,
BIVONA ,2905,1906,51,116,
BURGIO ,2111,1458,56,157,
CALAMONACI ,1019,638,10,35,
CALTABELLOTTA ,2958,1764,44,112,
CAMASTRA ,1589,1045,8,50,
CAMMARATA ,4489,3296,94,211,
CAMPOBELLO DI LICATA ,7326,4504,45,179,
CANICATTI' ,24428,15009,233,703,
CASTELTERMINI ,6290,4605,79,264,
CASTROFILIPPO ,2172,1356,38,78,
CATTOLICA ERACLEA ,2848,1952,52,122,
CIANCIANA ,2643,1759,35,102,
COMITINI ,668,457,6,18,
FAVARA ,23889,13680,238,1020,
GROTTE ,4377,2709,60,213,
JOPPOLO GIANCAXIO ,932,620,12,36,
LAMPEDUSA E LINOSA ,4490,1836,24,54,
LICATA ,26629,14338,197,544,
LUCCA SICULA ,1388,830,15,66,
MENFI ,9333,6600,139,384,
MONTALLEGRO ,1897,1309,42,89,
MONTEVAGO ,2211,1498,48,113,
NARO ,6008,3473,64,229,
PALMA DI MONTECHIARO ,16198,8505,202,535,
PORTO EMPEDOCLE ,12176,6981,72,322,
RACALMUTO ,5984,3814,74,245,
RAFFADALI ,9253,5880,89,243,
RAVANUSA ,8605,4888,57,230,
REALMONTE ,3251,2086,40,92,
RIBERA ,14099,8619,121,533,
SAMBUCA DI SICILIA ,4394,3307,56,172,
SAN BIAGIO PLATANI ,2695,1548,45,112,
SAN GIOVANNI GEMINI ,5992,4432,134,294,
SANT'ANGELO MUXARO ,1131,746,31,57,
SANTA ELISABETTA ,1805,1149,13,60,
SANTA MARGHERITA DI BELICE ,4726,3060,64,242,
SANTO STEFANO QUISQUINA ,3655,2415,73,241,
SCIACCA ,29849,20333,373,1141,
SICULIANA ,3435,2264,49,137,
VILLAFRANCA SICULA ,1037,725,39,78,
