Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ABBASANTA ,2365,1633,7,43,
AIDOMAGGIORE ,390,243,7,14,
ALBAGIARA ,238,149,3,10,
ALES ,1281,906,14,30,
ALLAI ,307,225,2,9,
ARBOREA ,3365,2510,21,61,
ARDAULI ,841,568,7,17,
ASSOLO ,369,214,1,6,
ASUNI ,321,197,1,3,
BARADILI ,79,54,1,1,
BARATILI SAN PIETRO ,1119,743,8,28,
BARESSA ,640,436,3,15,
BAULADU ,586,414,5,28,
BIDONI' ,131,88,2,3,
BONARCADO ,1337,815,12,24,
BORONEDDU ,135,78,3,8,
BOSA ,6683,4261,27,100,
BUSACHI ,1216,727,12,36,
CABRAS ,7855,5235,48,156,
CUGLIERI ,2499,1557,18,46,
CURCURIS ,266,192,2,6,
FLUSSIO ,401,253,0,1,
FORDONGIANUS ,812,497,4,25,
GENONI ,744,420,6,23,
GHILARZA ,3807,2620,26,75,
GONNOSCODINA ,435,302,0,13,
GONNOSNO' ,693,418,5,16,
GONNOSTRAMATZA ,810,527,7,16,
LACONI ,1747,1212,4,29,
MAGOMADAS ,560,343,4,9,
MARRUBIU ,4177,2805,18,71,
MASULLAS ,948,617,4,24,
MILIS ,1343,892,6,29,
MODOLO ,157,107,1,5,
MOGORELLA ,400,245,3,9,
MOGORO ,3729,2383,15,68,
MONTRESTA ,467,278,3,9,
MORGONGIORI ,673,446,7,19,
NARBOLIA ,1497,974,13,39,
NEONELI ,603,362,5,14,
NORBELLO ,1005,697,3,17,
NUGHEDU SANTA VITTORIA ,444,270,2,6,
NURACHI ,1502,994,13,51,
NURECI ,300,165,2,6,
OLLASTRA ,1032,631,14,43,
ORISTANO ,27020,19025,139,464,
PALMAS ARBOREA ,1218,787,6,21,
PAU ,263,137,3,12,
PAULILATINO ,1968,1259,11,69,
POMPU ,234,172,6,14,
RIOLA SARDO ,1842,1128,17,40,
RUINAS ,631,396,3,13,
SAGAMA ,167,85,2,3,
SAMUGHEO ,2660,1670,12,64,
SAN NICOLO' D'ARCIDANO ,2270,1429,26,64,
SAN VERO MILIS ,2186,1432,26,54,
SANTA GIUSTA ,4080,2773,23,104,
SANTU LUSSURGIU ,2073,1259,12,60,
SCANO DI MONTIFERRO ,1327,782,12,38,
SEDILO ,1874,1176,8,36,
SENEGHE ,1565,1010,12,43,
SENIS ,407,241,3,5,
SENNARIOLO ,150,89,3,4,
SIAMAGGIORE ,847,523,5,11,
SIAMANNA ,706,442,4,15,
SIAPICCIA ,319,176,2,19,
SIMALA ,320,214,3,5,
SIMAXIS ,1945,1366,12,49,
SINI ,449,297,3,11,
SIRIS ,199,126,2,5,
SODDI' ,105,61,0,1,
SOLARUSSA ,2095,1360,13,58,
SORRADILE ,362,213,2,9,
SUNI ,965,569,5,13,
TADASUNI ,157,102,0,7,
TERRALBA ,8864,5881,54,142,
TINNURA ,227,141,0,3,
TRAMATZA ,831,538,9,22,
TRESNURAGHES ,1030,614,10,27,
ULA TIRSO ,489,247,3,8,
URAS ,2539,1577,17,53,
USELLUS ,733,448,5,19,
VILLA SANT'ANTONIO ,342,207,3,7,
VILLA VERDE ,293,194,0,4,
VILLANOVA TRUSCHEDU ,279,167,2,8,
VILLAURBANA ,1479,975,8,29,
ZEDDIANI ,988,619,6,15,
ZERFALIU ,960,585,5,19,
