Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
BAGNO DI ROMAGNA ,4908,4144,49,142,
BERTINORO ,8653,7164,49,206,
BORGHI ,2141,1701,13,44,
CASTROCARO TERME E TERRA DEL SOLE ,4944,3986,29,113,
CESENA ,74813,63001,409,1431,
CESENATICO ,19730,16117,138,445,
CIVITELLA DI ROMAGNA ,2750,2203,36,96,
DOVADOLA ,1300,1002,13,38,
FORLI' ,89262,73153,378,1661,
FORLIMPOPOLI ,10054,8428,45,206,
GALEATA ,1654,1381,12,58,
GAMBETTOLA ,7726,6512,45,201,
GATTEO ,6546,5464,63,175,
LONGIANO ,5316,4627,40,113,
MELDOLA ,7577,6117,39,183,
MERCATO SARACENO ,5282,4406,44,150,
MODIGLIANA ,3682,2937,29,104,
MONTIANO ,1339,1164,9,30,
PORTICO E SAN BENEDETTO ,637,476,9,18,
PREDAPPIO ,5025,4085,29,125,
PREMILCUORE ,605,484,6,25,
ROCCA SAN CASCIANO ,1644,1335,16,52,
RONCOFREDDO ,2561,2162,16,58,
SAN MAURO PASCOLI ,8214,6772,50,179,
SANTA SOFIA ,3206,2618,35,104,
SARSINA ,2864,2379,27,100,
SAVIGNANO SUL RUBICONE ,12437,10334,96,286,
SOGLIANO AL RUBICONE ,2487,2019,10,69,
TREDOZIO ,1045,844,14,39,
VERGHERETO ,1620,1250,20,71,
