Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AGRATE CONTURBIA ,1207,891,6,23,
AMENO ,723,532,2,18,
ARMENO ,1762,1310,36,70,
ARONA ,11240,8586,55,249,
BARENGO ,716,582,7,31,
BELLINZAGO NOVARESE ,7682,6015,45,267,
BIANDRATE ,920,688,8,26,
BOCA ,976,709,7,52,
BOGOGNO ,1043,799,4,23,
BOLZANO NOVARESE ,952,737,8,32,
BORGO TICINO ,3631,2638,16,94,
BORGOLAVEZZARO ,1702,1313,8,66,
BORGOMANERO ,16392,12476,92,453,
BRIGA NOVARESE ,2452,1937,19,85,
BRIONA ,956,746,21,53,
CALTIGNAGA ,2115,1735,15,58,
CAMERI ,8592,6961,53,281,
CARPIGNANO SESIA ,2072,1534,24,92,
CASALBELTRAME ,811,608,6,22,
CASALEGGIO NOVARA ,767,612,12,46,
CASALINO ,1314,1060,14,51,
CASALVOLONE ,667,514,2,16,
CASTELLAZZO NOVARESE ,244,201,4,9,
CASTELLETTO SOPRA TICINO ,7626,5870,31,181,
CAVAGLIETTO ,332,254,6,17,
CAVAGLIO D'AGOGNA ,1044,788,9,38,
CAVALLIRIO ,1039,809,6,43,
CERANO ,5250,4060,51,188,
COLAZZA ,357,263,1,7,
COMIGNAGO ,958,780,9,37,
CRESSA ,1248,1010,10,42,
CUREGGIO ,2121,1670,17,92,
DIVIGNANO ,1142,856,5,33,
DORMELLETTO ,2034,1583,13,47,
FARA NOVARESE ,1652,1298,23,63,
FONTANETO D'AGOGNA ,2154,1627,21,64,
GALLIATE ,11985,9062,79,375,
GARBAGNA NOVARESE ,1117,915,5,36,
GARGALLO ,1483,1110,8,38,
GATTICO ,2687,2080,21,96,
GHEMME ,2916,2219,17,96,
GOZZANO ,4292,3223,39,158,
GRANOZZO CON MONTICELLO ,1171,940,7,44,
GRIGNASCO ,3842,2972,27,143,
INVORIO ,3483,2680,21,111,
LANDIONA ,498,358,2,26,
LESA ,1833,1407,12,40,
MAGGIORA ,1383,1033,10,48,
MANDELLO VITTA ,218,180,3,18,
MARANO TICINO ,1232,1001,7,46,
MASSINO VISCONTI ,911,689,3,25,
MEINA ,1972,1572,7,45,
MEZZOMERICO ,908,753,6,35,
MIASINO ,711,511,7,21,
MOMO ,2147,1710,20,91,
NEBBIUNO ,1502,1118,8,27,
NIBBIOLA ,652,542,6,17,
NOVARA ,77669,59442,386,2051,
OLEGGIO ,10753,8189,62,332,
OLEGGIO CASTELLO ,1576,1293,8,47,
ORTA SAN GIULIO ,933,728,11,27,
PARUZZARO ,1641,1311,7,38,
PELLA ,815,597,5,20,
PETTENASCO ,1105,869,7,42,
PISANO ,617,467,3,18,
POGNO ,1178,862,10,49,
POMBIA ,1687,1293,13,52,
PRATO SESIA ,1606,1265,21,55,
RECETTO ,716,549,5,29,
ROMAGNANO SESIA ,3255,2547,22,116,
ROMENTINO ,4087,3175,30,137,
SAN MAURIZIO D'OPAGLIO ,2424,1922,14,82,
SAN NAZZARO SESIA ,588,461,11,22,
SAN PIETRO MOSEZZO ,1567,1267,6,54,
SILLAVENGO ,493,380,9,28,
SIZZANO ,1198,935,16,47,
SORISO ,581,459,2,29,
SOZZAGO ,850,650,8,32,
SUNO ,2304,1744,20,76,
TERDOBBIATE ,412,327,2,14,
TORNACO ,743,573,7,23,
TRECATE ,14381,10889,89,471,
VAPRIO D'AGOGNA ,820,647,4,29,
VARALLO POMBIA ,3876,2964,20,107,
VERUNO ,1509,1270,8,51,
VESPOLATE ,1690,1340,16,68,
VICOLUNGO ,676,566,11,40,
VINZAGLIO ,479,376,7,15,
