Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AGUGLIANO ,3835,3174,20,70,
ANCONA ,76633,61080,331,999,
ARCEVIA ,3935,3021,40,107,
BARBARA ,1115,926,19,37,
BELVEDERE OSTRENSE ,1759,1418,24,61,
CAMERANO ,5710,4680,42,128,
CAMERATA PICENA ,1940,1603,14,39,
CASTEL COLONNA ,819,655,8,17,
CASTELBELLINO ,3684,3019,34,82,
CASTELFIDARDO ,14370,11332,110,311,
CASTELLEONE DI SUASA ,1340,1117,21,49,
CASTELPLANIO ,2633,2112,24,61,
CERRETO D'ESI ,2728,2096,23,72,
CHIARAVALLE ,11643,9396,66,200,
CORINALDO ,4138,3374,49,114,
CUPRAMONTANA ,3744,2940,46,112,
FABRIANO ,23977,18587,189,559,
FALCONARA MARITTIMA ,21230,17055,121,348,
FILOTTRANO ,7423,5968,85,233,
GENGA ,1515,1159,15,38,
JESI ,31141,25249,183,536,
LORETO ,10064,8141,87,243,
MAIOLATI SPONTINI ,4844,4014,47,107,
MERGO ,808,646,9,18,
MONSANO ,2643,2245,17,47,
MONTE ROBERTO ,2243,1856,16,60,
MONTE SAN VITO ,5362,4463,47,116,
MONTECAROTTO ,1612,1276,23,51,
MONTEMARCIANO ,7982,6442,52,132,
MONTERADO ,1619,1334,24,46,
MORRO D'ALBA ,1511,1226,15,43,
NUMANA ,2997,2431,17,40,
OFFAGNA ,1576,1333,16,38,
OSIMO ,26596,21624,188,566,
OSTRA ,5132,4019,55,144,
OSTRA VETERE ,2705,2212,41,90,
POGGIO SAN MARCELLO ,555,445,10,17,
POLVERIGI ,3489,2953,23,78,
RIPE ,3268,2606,40,80,
ROSORA ,1496,1164,17,35,
SAN MARCELLO ,1677,1389,27,55,
SAN PAOLO DI JESI ,689,587,8,24,
SANTA MARIA NUOVA ,3241,2651,39,93,
SASSOFERRATO ,5701,4355,68,196,
SENIGALLIA ,35690,28573,217,634,
SERRA DE' CONTI ,2798,2334,29,77,
SERRA SAN QUIRICO ,2268,1786,30,79,
SIROLO ,3174,2607,15,64,
STAFFOLO ,1738,1334,31,80,
