Ente,Candidato,Liste/Gruppi,Voti lista,,
BASTIGLIA,PIER LUIGI BERSANI BASTIGLIA,PARTITO DEMOCRATICO,905,,
BASTIGLIA,,SINISTRA ECOLOGIA LIBERTA',76,,
BASTIGLIA,,CENTRO DEMOCRATICO,2,,
BASTIGLIA,SILVIO BERLUSCONI BASTIGLIA,IL POPOLO DELLA LIBERTA',343,,
BASTIGLIA,,LEGA NORD,67,,
BASTIGLIA,,MIR - MODERATI IN RIVOLUZIONE,62,,
BASTIGLIA,,FRATELLI D'ITALIA,20,,
BASTIGLIA,,LA DESTRA,8,,
BASTIGLIA,,INTESA POPOLARE,2,,
BASTIGLIA,,GRANDE SUD - MPA,0,,
BASTIGLIA,GIUSEPPE PIERO GRILLO BASTIGLIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,693,,
BASTIGLIA,MARIO MONTI BASTIGLIA,SCELTA CIVICA CON MONTI PER L'ITALIA,151,,
BASTIGLIA,,UNIONE DI CENTRO,44,,
BASTIGLIA,,FUTURO E LIBERTA',5,,
BASTIGLIA,ANTONIO INGROIA BASTIGLIA,RIVOLUZIONE CIVILE,51,,
BASTIGLIA,OSCAR FULVIO GIANNINO BASTIGLIA,FARE PER FERMARE IL DECLINO,38,,
BASTIGLIA,MARCO FERRANDO BASTIGLIA,PARTITO COMUNISTA DEI LAVORATORI,16,,
BASTIGLIA,ROBERTO FIORE BASTIGLIA,FORZA NUOVA,6,,
BASTIGLIA,GIACINTO MARCO PANNELLA BASTIGLIA,LISTA AMNISTIA GIUSTIZIA LIBERTA',4,,
BASTIGLIA,SIMONE DI STEFANO BASTIGLIA,CASAPOUND ITALIA,1,,
BASTIGLIA,LUCA ROMAGNOLI BASTIGLIA,FIAMMA TRICOLORE,3,,
BASTIGLIA,MAGDI CRISTIANO ALLAM BASTIGLIA,IO AMO L'ITALIA,4,,
BASTIGLIA,FRANCO TORCHIA BASTIGLIA,PRI,2,,
BOMPORTO,PIER LUIGI BERSANI BOMPORTO,PARTITO DEMOCRATICO,2016,,
BOMPORTO,,SINISTRA ECOLOGIA LIBERTA',121,,
BOMPORTO,,CENTRO DEMOCRATICO,11,,
BOMPORTO,SILVIO BERLUSCONI BOMPORTO,IL POPOLO DELLA LIBERTA',974,,
BOMPORTO,,LEGA NORD,161,,
BOMPORTO,,FRATELLI D'ITALIA,45,,
BOMPORTO,,MIR - MODERATI IN RIVOLUZIONE,22,,
BOMPORTO,,LA DESTRA,11,,
BOMPORTO,,GRANDE SUD - MPA,1,,
BOMPORTO,,INTESA POPOLARE,0,,
BOMPORTO,GIUSEPPE PIERO GRILLO BOMPORTO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1769,,
BOMPORTO,MARIO MONTI BOMPORTO,SCELTA CIVICA CON MONTI PER L'ITALIA,374,,
BOMPORTO,,UNIONE DI CENTRO,66,,
BOMPORTO,,FUTURO E LIBERTA',15,,
BOMPORTO,ANTONIO INGROIA BOMPORTO,RIVOLUZIONE CIVILE,84,,
BOMPORTO,OSCAR FULVIO GIANNINO BOMPORTO,FARE PER FERMARE IL DECLINO,67,,
BOMPORTO,MARCO FERRANDO BOMPORTO,PARTITO COMUNISTA DEI LAVORATORI,29,,
BOMPORTO,ROBERTO FIORE BOMPORTO,FORZA NUOVA,23,,
BOMPORTO,GIACINTO MARCO PANNELLA BOMPORTO,LISTA AMNISTIA GIUSTIZIA LIBERTA',14,,
BOMPORTO,SIMONE DI STEFANO BOMPORTO,CASAPOUND ITALIA,9,,
BOMPORTO,LUCA ROMAGNOLI BOMPORTO,FIAMMA TRICOLORE,16,,
BOMPORTO,MAGDI CRISTIANO ALLAM BOMPORTO,IO AMO L'ITALIA,19,,
BOMPORTO,FRANCO TORCHIA BOMPORTO,PRI,5,,
CAMPOGALLIANO,PIER LUIGI BERSANI CAMPOGALLIANO,PARTITO DEMOCRATICO,2323,,
CAMPOGALLIANO,,SINISTRA ECOLOGIA LIBERTA',139,,
CAMPOGALLIANO,,CENTRO DEMOCRATICO,10,,
CAMPOGALLIANO,SILVIO BERLUSCONI CAMPOGALLIANO,IL POPOLO DELLA LIBERTA',667,,
CAMPOGALLIANO,,LEGA NORD,94,,
CAMPOGALLIANO,,FRATELLI D'ITALIA,73,,
CAMPOGALLIANO,,LA DESTRA,11,,
CAMPOGALLIANO,,GRANDE SUD - MPA,7,,
CAMPOGALLIANO,,INTESA POPOLARE,3,,
CAMPOGALLIANO,,MIR - MODERATI IN RIVOLUZIONE,3,,
CAMPOGALLIANO,GIUSEPPE PIERO GRILLO CAMPOGALLIANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1311,,
CAMPOGALLIANO,MARIO MONTI CAMPOGALLIANO,SCELTA CIVICA CON MONTI PER L'ITALIA,368,,
CAMPOGALLIANO,,UNIONE DI CENTRO,72,,
CAMPOGALLIANO,,FUTURO E LIBERTA',13,,
CAMPOGALLIANO,ANTONIO INGROIA CAMPOGALLIANO,RIVOLUZIONE CIVILE,75,,
CAMPOGALLIANO,OSCAR FULVIO GIANNINO CAMPOGALLIANO,FARE PER FERMARE IL DECLINO,80,,
CAMPOGALLIANO,MARCO FERRANDO CAMPOGALLIANO,PARTITO COMUNISTA DEI LAVORATORI,23,,
CAMPOGALLIANO,ROBERTO FIORE CAMPOGALLIANO,FORZA NUOVA,9,,
CAMPOGALLIANO,GIACINTO MARCO PANNELLA CAMPOGALLIANO,LISTA AMNISTIA GIUSTIZIA LIBERTA',10,,
CAMPOGALLIANO,SIMONE DI STEFANO CAMPOGALLIANO,CASAPOUND ITALIA,2,,
CAMPOGALLIANO,LUCA ROMAGNOLI CAMPOGALLIANO,FIAMMA TRICOLORE,12,,
CAMPOGALLIANO,MAGDI CRISTIANO ALLAM CAMPOGALLIANO,IO AMO L'ITALIA,14,,
CAMPOGALLIANO,FRANCO TORCHIA CAMPOGALLIANO,PRI,1,,
CAMPOSANTO,PIER LUIGI BERSANI CAMPOSANTO,PARTITO DEMOCRATICO,625,,
CAMPOSANTO,,SINISTRA ECOLOGIA LIBERTA',33,,
CAMPOSANTO,,CENTRO DEMOCRATICO,5,,
CAMPOSANTO,SILVIO BERLUSCONI CAMPOSANTO,IL POPOLO DELLA LIBERTA',409,,
CAMPOSANTO,,LEGA NORD,61,,
CAMPOSANTO,,FRATELLI D'ITALIA,30,,
CAMPOSANTO,,LA DESTRA,11,,
CAMPOSANTO,,MIR - MODERATI IN RIVOLUZIONE,6,,
CAMPOSANTO,,GRANDE SUD - MPA,2,,
CAMPOSANTO,,INTESA POPOLARE,0,,
CAMPOSANTO,GIUSEPPE PIERO GRILLO CAMPOSANTO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,381,,
CAMPOSANTO,MARIO MONTI CAMPOSANTO,SCELTA CIVICA CON MONTI PER L'ITALIA,127,,
CAMPOSANTO,,UNIONE DI CENTRO,28,,
CAMPOSANTO,,FUTURO E LIBERTA',3,,
CAMPOSANTO,ANTONIO INGROIA CAMPOSANTO,RIVOLUZIONE CIVILE,20,,
CAMPOSANTO,OSCAR FULVIO GIANNINO CAMPOSANTO,FARE PER FERMARE IL DECLINO,38,,
CAMPOSANTO,MARCO FERRANDO CAMPOSANTO,PARTITO COMUNISTA DEI LAVORATORI,9,,
CAMPOSANTO,ROBERTO FIORE CAMPOSANTO,FORZA NUOVA,9,,
CAMPOSANTO,GIACINTO MARCO PANNELLA CAMPOSANTO,LISTA AMNISTIA GIUSTIZIA LIBERTA',5,,
CAMPOSANTO,SIMONE DI STEFANO CAMPOSANTO,CASAPOUND ITALIA,2,,
CAMPOSANTO,LUCA ROMAGNOLI CAMPOSANTO,FIAMMA TRICOLORE,3,,
CAMPOSANTO,MAGDI CRISTIANO ALLAM CAMPOSANTO,IO AMO L'ITALIA,11,,
CAMPOSANTO,FRANCO TORCHIA CAMPOSANTO,PRI,0,,
