Ente,Candidato,Liste/Gruppi,Voti lista,,
BAGNO DI ROMAGNA,PIER LUIGI BERSANI BAGNO DI ROMAGNA,PARTITO DEMOCRATICO,1413,,
BAGNO DI ROMAGNA,,SINISTRA ECOLOGIA LIBERTA',70,,
BAGNO DI ROMAGNA,,CENTRO DEMOCRATICO,9,,
BAGNO DI ROMAGNA,SILVIO BERLUSCONI BAGNO DI ROMAGNA,IL POPOLO DELLA LIBERTA',778,,
BAGNO DI ROMAGNA,,LEGA NORD,110,,
BAGNO DI ROMAGNA,,FRATELLI D'ITALIA,71,,
BAGNO DI ROMAGNA,,LA DESTRA,18,,
BAGNO DI ROMAGNA,,MIR - MODERATI IN RIVOLUZIONE,7,,
BAGNO DI ROMAGNA,,INTESA POPOLARE,3,,
BAGNO DI ROMAGNA,,GRANDE SUD - MPA,0,,
BAGNO DI ROMAGNA,GIUSEPPE PIERO GRILLO BAGNO DI ROMAGNA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1008,,
BAGNO DI ROMAGNA,MARIO MONTI BAGNO DI ROMAGNA,SCELTA CIVICA CON MONTI PER L'ITALIA,215,,
BAGNO DI ROMAGNA,,UNIONE DI CENTRO,57,,
BAGNO DI ROMAGNA,,FUTURO E LIBERTA',16,,
BAGNO DI ROMAGNA,ANTONIO INGROIA BAGNO DI ROMAGNA,RIVOLUZIONE CIVILE,107,,
BAGNO DI ROMAGNA,OSCAR FULVIO GIANNINO BAGNO DI ROMAGNA,FARE PER FERMARE IL DECLINO,32,,
BAGNO DI ROMAGNA,MARCO FERRANDO BAGNO DI ROMAGNA,PARTITO COMUNISTA DEI LAVORATORI,40,,
BAGNO DI ROMAGNA,ROBERTO FIORE BAGNO DI ROMAGNA,FORZA NUOVA,8,,
BAGNO DI ROMAGNA,GIACINTO MARCO PANNELLA BAGNO DI ROMAGNA,LISTA AMNISTIA GIUSTIZIA LIBERTA',12,,
BAGNO DI ROMAGNA,SIMONE DI STEFANO BAGNO DI ROMAGNA,CASAPOUND ITALIA,4,,
BAGNO DI ROMAGNA,LUCA ROMAGNOLI BAGNO DI ROMAGNA,FIAMMA TRICOLORE,5,,
BAGNO DI ROMAGNA,MAGDI CRISTIANO ALLAM BAGNO DI ROMAGNA,IO AMO L'ITALIA,12,,
BAGNO DI ROMAGNA,FRANCO TORCHIA BAGNO DI ROMAGNA,PRI,7,,
BERTINORO,PIER LUIGI BERSANI BERTINORO,PARTITO DEMOCRATICO,2727,,
BERTINORO,,SINISTRA ECOLOGIA LIBERTA',172,,
BERTINORO,,CENTRO DEMOCRATICO,8,,
BERTINORO,SILVIO BERLUSCONI BERTINORO,IL POPOLO DELLA LIBERTA',943,,
BERTINORO,,LEGA NORD,168,,
BERTINORO,,FRATELLI D'ITALIA,64,,
BERTINORO,,LA DESTRA,22,,
BERTINORO,,MIR - MODERATI IN RIVOLUZIONE,8,,
BERTINORO,,GRANDE SUD - MPA,2,,
BERTINORO,,INTESA POPOLARE,1,,
BERTINORO,GIUSEPPE PIERO GRILLO BERTINORO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1922,,
BERTINORO,MARIO MONTI BERTINORO,SCELTA CIVICA CON MONTI PER L'ITALIA,453,,
BERTINORO,,UNIONE DI CENTRO,59,,
BERTINORO,,FUTURO E LIBERTA',22,,
BERTINORO,ANTONIO INGROIA BERTINORO,RIVOLUZIONE CIVILE,132,,
BERTINORO,OSCAR FULVIO GIANNINO BERTINORO,FARE PER FERMARE IL DECLINO,84,,
BERTINORO,MARCO FERRANDO BERTINORO,PARTITO COMUNISTA DEI LAVORATORI,51,,
BERTINORO,ROBERTO FIORE BERTINORO,FORZA NUOVA,13,,
BERTINORO,GIACINTO MARCO PANNELLA BERTINORO,LISTA AMNISTIA GIUSTIZIA LIBERTA',10,,
BERTINORO,SIMONE DI STEFANO BERTINORO,CASAPOUND ITALIA,3,,
BERTINORO,LUCA ROMAGNOLI BERTINORO,FIAMMA TRICOLORE,11,,
BERTINORO,MAGDI CRISTIANO ALLAM BERTINORO,IO AMO L'ITALIA,8,,
BERTINORO,FRANCO TORCHIA BERTINORO,PRI,75,,
BORGHI,PIER LUIGI BERSANI BORGHI,PARTITO DEMOCRATICO,394,,
BORGHI,,SINISTRA ECOLOGIA LIBERTA',29,,
BORGHI,,CENTRO DEMOCRATICO,5,,
BORGHI,SILVIO BERLUSCONI BORGHI,IL POPOLO DELLA LIBERTA',387,,
BORGHI,,LEGA NORD,35,,
BORGHI,,FRATELLI D'ITALIA,27,,
BORGHI,,LA DESTRA,12,,
BORGHI,,INTESA POPOLARE,1,,
BORGHI,,MIR - MODERATI IN RIVOLUZIONE,1,,
BORGHI,,GRANDE SUD - MPA,1,,
BORGHI,GIUSEPPE PIERO GRILLO BORGHI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,556,,
BORGHI,MARIO MONTI BORGHI,SCELTA CIVICA CON MONTI PER L'ITALIA,92,,
BORGHI,,FUTURO E LIBERTA',17,,
BORGHI,,UNIONE DI CENTRO,9,,
BORGHI,ANTONIO INGROIA BORGHI,RIVOLUZIONE CIVILE,35,,
