Ente,Candidato,Liste/Gruppi,Voti lista,,
ACQUANEGRA CREMONESE,PIER LUIGI BERSANI ACQUANEGRA CREMONESE,PARTITO DEMOCRATICO,201,,
ACQUANEGRA CREMONESE,,SINISTRA ECOLOGIA LIBERTA',10,,
ACQUANEGRA CREMONESE,,CENTRO DEMOCRATICO,2,,
ACQUANEGRA CREMONESE,,MODERATI,0,,
ACQUANEGRA CREMONESE,SILVIO BERLUSCONI ACQUANEGRA CREMONESE,IL POPOLO DELLA LIBERTA',129,,
ACQUANEGRA CREMONESE,,LEGA NORD,74,,
ACQUANEGRA CREMONESE,,PARTITO PENSIONATI,22,,
ACQUANEGRA CREMONESE,,FRATELLI D'ITALIA,9,,
ACQUANEGRA CREMONESE,,BASTA TASSE,6,,
ACQUANEGRA CREMONESE,,LA DESTRA,2,,
ACQUANEGRA CREMONESE,,MIR - MODERATI IN RIVOLUZIONE,2,,
ACQUANEGRA CREMONESE,GIUSEPPE PIERO GRILLO ACQUANEGRA CREMONESE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,135,,
ACQUANEGRA CREMONESE,MARIO MONTI ACQUANEGRA CREMONESE,CON MONTI PER L'ITALIA,68,,
ACQUANEGRA CREMONESE,ANTONIO INGROIA ACQUANEGRA CREMONESE,RIVOLUZIONE CIVILE,5,,
ACQUANEGRA CREMONESE,OSCAR FULVIO GIANNINO ACQUANEGRA CREMONESE,FARE PER FERMARE IL DECLINO,5,,
ACQUANEGRA CREMONESE,MARCO FERRANDO ACQUANEGRA CREMONESE,PARTITO COMUNISTA DEI LAVORATORI,4,,
ACQUANEGRA CREMONESE,ROBERTO FIORE ACQUANEGRA CREMONESE,FORZA NUOVA,4,,
ACQUANEGRA CREMONESE,GIACINTO MARCO PANNELLA ACQUANEGRA CREMONESE,LISTA AMNISTIA GIUSTIZIA LIBERTA',1,,
ACQUANEGRA CREMONESE,LUCA ROMAGNOLI ACQUANEGRA CREMONESE,FIAMMA TRICOLORE,4,,
ACQUANEGRA CREMONESE,MAGDI CRISTIANO ALLAM ACQUANEGRA CREMONESE,IO AMO L'ITALIA,0,,
ACQUANEGRA CREMONESE,SIMONE DI STEFANO ACQUANEGRA CREMONESE,CASAPOUND ITALIA,2,,
ACQUANEGRA CREMONESE,ENZO BOSIO ACQUANEGRA CREMONESE,CIVILTA' RURALE SVILUPPO,2,,
ACQUANEGRA CREMONESE,GIULIO ARRIGHINI ACQUANEGRA CREMONESE,UNIONE PADANA,0,,
ACQUANEGRA CREMONESE,MARCO MARSILI ACQUANEGRA CREMONESE,I PIRATI,1,,
AGNADELLO,PIER LUIGI BERSANI AGNADELLO,PARTITO DEMOCRATICO,416,,
AGNADELLO,,SINISTRA ECOLOGIA LIBERTA',37,,
AGNADELLO,,CENTRO DEMOCRATICO,3,,
AGNADELLO,,MODERATI,1,,
AGNADELLO,SILVIO BERLUSCONI AGNADELLO,IL POPOLO DELLA LIBERTA',542,,
AGNADELLO,,LEGA NORD,309,,
AGNADELLO,,PARTITO PENSIONATI,35,,
AGNADELLO,,FRATELLI D'ITALIA,15,,
AGNADELLO,,BASTA TASSE,11,,
AGNADELLO,,LA DESTRA,5,,
AGNADELLO,,MIR - MODERATI IN RIVOLUZIONE,0,,
AGNADELLO,GIUSEPPE PIERO GRILLO AGNADELLO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,396,,
AGNADELLO,MARIO MONTI AGNADELLO,CON MONTI PER L'ITALIA,126,,
AGNADELLO,ANTONIO INGROIA AGNADELLO,RIVOLUZIONE CIVILE,26,,
AGNADELLO,OSCAR FULVIO GIANNINO AGNADELLO,FARE PER FERMARE IL DECLINO,17,,
AGNADELLO,MARCO FERRANDO AGNADELLO,PARTITO COMUNISTA DEI LAVORATORI,4,,
AGNADELLO,ROBERTO FIORE AGNADELLO,FORZA NUOVA,9,,
AGNADELLO,GIACINTO MARCO PANNELLA AGNADELLO,LISTA AMNISTIA GIUSTIZIA LIBERTA',1,,
AGNADELLO,LUCA ROMAGNOLI AGNADELLO,FIAMMA TRICOLORE,3,,
AGNADELLO,MAGDI CRISTIANO ALLAM AGNADELLO,IO AMO L'ITALIA,3,,
AGNADELLO,SIMONE DI STEFANO AGNADELLO,CASAPOUND ITALIA,0,,
