Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
BADIA ,2308,1946,34,89,
BARBIANO ,1086,921,32,54,
BRAIES ,458,371,9,11,
BRENNERO ,1361,1109,35,49,
BRESSANONE ,13769,11354,180,388,
BRUNICO ,10485,8557,203,334,
CAMPO DI TRENS ,1759,1507,34,55,
CAMPO TURES ,3547,3019,99,154,
CASTELROTTO ,4314,3589,99,144,
CHIENES ,1859,1584,41,59,
CHIUSA ,3403,2994,91,131,
CORVARA IN BADIA ,1001,835,12,45,
DOBBIACO ,2301,1914,50,77,
FALZES ,1827,1548,62,86,
FIE' ALLO SCILIAR ,2243,1876,60,88,
FORTEZZA ,585,488,4,18,
FUNES ,1705,1472,33,49,
GAIS ,2143,1847,60,80,
LA VALLE ,872,750,23,35,
LAION ,1713,1485,54,74,
LUSON ,979,833,25,28,
MAREBBE ,1961,1616,55,76,
MONGUELFO-TESIDO ,1847,1536,57,73,
NAZ-SCIAVES ,1842,1614,33,40,
NOVA LEVANTE ,1282,1054,27,43,
NOVA PONENTE ,2538,2143,47,67,
ORTISEI ,3105,2600,75,118,
PERCA ,1024,889,20,27,
PONTE GARDENA ,114,102,2,4,
PREDOI ,427,346,16,28,
RACINES ,2950,2446,64,82,
RASUN ANTERSELVA ,1898,1598,47,56,
RENON ,4912,4109,121,175,
RIO DI PUSTERIA ,1886,1584,43,59,
RODENGO ,788,698,20,28,
SAN CANDIDO ,2262,1807,44,74,
SAN LORENZO DI SEBATO ,2523,2144,66,89,
SAN MARTINO IN BADIA ,1176,1001,22,40,
SANTA CRISTINA VALGARDENA ,1266,1054,35,55,
SELVA DEI MOLINI ,994,830,33,46,
SELVA DI VAL GARDENA ,1790,1464,37,64,
SESTO ,1328,1052,26,37,
TERENTO ,1151,958,32,38,
TIRES ,641,562,12,18,
VAL DI VIZZE ,1930,1609,46,67,
VALDAORA ,2083,1765,60,83,
VALLE AURINA ,3998,3373,136,177,
VALLE DI CASIES ,1498,1314,41,56,
VANDOIES ,2173,1838,59,81,
VARNA ,2825,2414,37,80,
VELTURNO ,1801,1560,45,61,
VILLABASSA ,964,761,16,25,
VILLANDRO ,1268,1079,47,65,
VIPITENO ,4568,3574,84,171,
