Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
BIBBONA ,2353,1929,15,52,
CAMPIGLIA MARITTIMA ,9991,8153,75,260,
CAMPO NELL'ELBA ,3470,2532,27,80,
CAPOLIVERI ,2550,1790,24,57,
CAPRAIA ISOLA ,327,219,4,5,
CASTAGNETO CARDUCCI ,6362,5147,60,199,
CECINA ,20837,16483,133,420,
COLLESALVETTI ,12684,10294,72,220,
LIVORNO ,118963,94365,491,1626,
MARCIANA ,1695,1112,22,53,
MARCIANA MARINA ,1538,1095,21,64,
PIOMBINO ,25966,20889,128,473,
PORTO AZZURRO ,2553,1891,22,60,
PORTOFERRAIO ,8728,6418,64,194,
RIO MARINA ,1758,1247,23,43,
RIO NELL'ELBA ,941,623,7,22,
ROSIGNANO MARITTIMO ,24200,19142,131,427,
SAN VINCENZO ,5378,4396,30,105,
SASSETTA ,352,271,2,10,
SUVERETO ,2299,1879,15,60,
