Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
BUGGERRU ,891,611,11,23,
CALASETTA ,2304,1533,16,34,
CARBONIA ,23358,16252,86,262,
CARLOFORTE ,5083,3351,36,93,
DOMUSNOVAS ,4951,3600,31,112,
FLUMINIMAGGIORE ,2320,1537,30,59,
GIBA ,1684,1122,28,49,
GONNESA ,3946,2719,29,73,
IGLESIAS ,21631,14655,112,386,
MASAINAS ,1100,727,10,28,
MUSEI ,1189,904,14,34,
NARCAO ,2573,1753,13,28,
NUXIS ,1261,801,11,35,
PERDAXIUS ,1153,783,5,21,
PISCINAS ,665,380,6,25,
PORTOSCUSO ,4179,3063,27,82,
SAN GIOVANNI SUERGIU ,4805,3229,27,64,
SANT'ANNA ARRESI ,2148,1405,11,33,
SANT'ANTIOCO ,9198,6143,63,146,
SANTADI ,2824,1774,28,71,
TRATALIAS ,890,587,4,16,
VILLAMASSARGIA ,2870,1878,18,77,
VILLAPERUCCIO ,862,588,9,24,
