Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ANGHIARI ,4282,3412,49,129,
AREZZO ,70123,55408,463,1427,
BADIA TEDALDA ,866,616,11,23,
BIBBIENA ,8361,6657,83,193,
BUCINE ,7303,6080,63,199,
CAPOLONA ,3906,3157,40,111,
CAPRESE MICHELANGELO ,1137,835,23,31,
CASTEL FOCOGNANO ,2374,1871,16,50,
CASTEL SAN NICCOLO' ,2076,1576,27,65,
CASTELFRANCO DI SOPRA ,2313,1940,27,73,
CASTIGLION FIBOCCHI ,1542,1258,24,62,
CASTIGLION FIORENTINO ,9297,7387,92,314,
CAVRIGLIA ,7010,5852,60,183,
CHITIGNANO ,687,519,12,31,
CHIUSI DELLA VERNA ,1547,1199,15,41,
CIVITELLA IN VAL DI CHIANA ,6531,5403,65,215,
CORTONA ,16400,12770,149,413,
FOIANO DELLA CHIANA ,6304,4902,66,173,
LATERINA ,2553,2061,27,93,
LORO CIUFFENNA ,4298,3519,54,123,
LUCIGNANO ,2696,2147,31,93,
MARCIANO DELLA CHIANA ,2375,1885,24,69,
MONTE SAN SAVINO ,6411,5176,74,209,
MONTEMIGNAIO ,455,314,3,19,
MONTERCHI ,1351,1026,24,41,
MONTEVARCHI ,16374,13390,141,414,
ORTIGNANO RAGGIOLO ,699,539,13,18,
PERGINE VALDARNO ,2442,2008,26,70,
PIAN DI SCO ,4732,3804,50,181,
PIEVE SANTO STEFANO ,2289,1810,21,69,
POPPI ,4450,3529,50,111,
PRATOVECCHIO ,2182,1723,26,55,
SAN GIOVANNI VALDARNO ,12141,9989,114,293,
SANSEPOLCRO ,11489,9425,109,276,
SESTINO ,1015,749,11,29,
STIA ,2136,1714,27,55,
SUBBIANO ,4510,3646,44,133,
TALLA ,845,596,8,31,
TERRANUOVA BRACCIOLINI ,8841,7299,92,275,
