Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
BIENTINA ,5758,4623,43,140,
BUTI ,4314,3406,39,125,
CALCI ,4884,3986,34,100,
CALCINAIA ,8702,7119,66,206,
CAPANNOLI ,4547,3706,38,131,
CASALE MARITTIMO ,849,680,9,24,
CASCIANA TERME ,2665,2119,32,74,
CASCINA ,32362,26134,190,723,
CASTELFRANCO DI SOTTO ,9052,7098,103,261,
CASTELLINA MARITTIMA ,1553,1229,8,44,
CASTELNUOVO DI VAL DI CECINA ,1591,1253,9,37,
CHIANNI ,1110,837,15,36,
CRESPINA ,3061,2444,33,105,
FAUGLIA ,2721,2131,16,52,
GUARDISTALLO ,927,710,15,28,
LAJATICO ,1039,822,15,33,
LARI ,6569,5292,47,153,
LORENZANA ,927,749,14,34,
MONTECATINI VAL DI CECINA ,1419,1088,13,49,
MONTESCUDAIO ,1567,1235,12,41,
MONTEVERDI MARITTIMO ,538,377,12,19,
MONTOPOLI IN VAL D'ARNO ,8038,6573,68,213,
ORCIANO PISANO ,506,396,9,20,
PALAIA ,3450,2731,41,95,
PECCIOLI ,3687,3054,45,92,
PISA ,64789,50674,294,1040,
POMARANCE ,4523,3646,50,120,
PONSACCO ,10822,8780,103,283,
PONTEDERA ,19587,15839,181,471,
RIPARBELLA ,1142,896,15,31,
SAN GIULIANO TERME ,23376,19104,120,451,
SAN MINIATO ,20402,16725,184,547,
SANTA CROCE SULL'ARNO ,8895,7207,93,230,
SANTA LUCE ,1290,1052,2,33,
SANTA MARIA A MONTE ,9421,7450,95,292,
TERRICCIOLA ,3310,2635,38,114,
VECCHIANO ,9271,7471,43,204,
VICOPISANO ,6423,5170,46,165,
VOLTERRA ,8133,6283,58,211,
