Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALLEIN ,187,143,6,13,
ANTEY-SAINT-ANDRE' ,450,373,9,23,
AOSTA ,25377,19092,473,1259,
ARNAD ,970,781,21,55,
ARVIER ,629,501,7,23,
AVISE ,219,185,10,18,
AYAS ,932,668,25,58,
AYMAVILLES ,1509,1173,26,85,
BARD ,103,85,1,2,
BIONAZ ,173,150,4,15,
BRISSOGNE ,739,618,24,50,
BRUSSON ,627,482,18,35,
CHALLAND-SAINT-ANSELME ,547,430,16,38,
CHALLAND-SAINT-VICTOR ,446,345,10,27,
CHAMBAVE ,692,574,30,59,
CHAMOIS ,81,63,1,1,
CHAMPDEPRAZ ,509,434,7,24,
CHAMPORCHER ,316,226,2,8,
CHARVENSOD ,1793,1407,60,108,
CHATILLON ,3522,2791,85,212,
COGNE ,1079,789,36,86,
COURMAYEUR ,2083,1468,52,103,
DONNAS ,1939,1489,36,101,
DOUES ,368,299,16,32,
EMARESE ,177,148,6,11,
ETROUBLES ,365,274,11,21,
FENIS ,1310,1004,36,92,
FONTAINEMORE ,341,247,8,16,
GABY ,373,300,13,20,
GIGNOD ,1161,899,36,69,
GRESSAN ,2416,1990,78,174,
GRESSONEY-LA-TRINITE' ,228,175,11,16,
GRESSONEY-SAINT-JEAN ,611,462,22,44,
HONE ,878,708,34,53,
INTROD ,428,346,14,29,
ISSIME ,316,239,18,29,
ISSOGNE ,1097,861,25,71,
JOVENCAN ,512,427,23,45,
LA MAGDELEINE ,87,74,3,4,
LA SALLE ,1482,1049,48,81,
LA THUILE ,584,463,30,50,
LILLIANES ,353,240,10,18,
MONTJOVET ,1317,1012,35,57,
MORGEX ,1487,1127,38,88,
NUS ,2110,1658,67,135,
OLLOMONT ,133,107,4,8,
OYACE ,165,134,4,13,
PERLOZ ,352,262,4,13,
POLLEIN ,1114,934,24,69,
PONT-SAINT-MARTIN ,2869,2223,50,161,
PONTBOSET ,153,113,2,7,
PONTEY ,583,476,17,34,
PRE'-SAINT-DIDIER ,729,530,19,30,
QUART ,2908,2287,75,178,
RHEMES-NOTRE-DAME ,73,56,8,13,
RHEMES-SAINT-GEORGES ,151,127,19,25,
ROISAN ,718,539,15,45,
SAINT-CHRISTOPHE ,2490,2028,43,123,
SAINT-DENIS ,288,219,7,19,
SAINT-MARCEL ,944,757,17,45,
SAINT-NICOLAS ,226,171,6,10,
SAINT-OYEN ,162,123,1,7,
SAINT-PIERRE ,2179,1639,38,121,
SAINT-RHEMY-EN-BOSSES ,282,210,9,14,
SAINT-VINCENT ,3514,2662,71,211,
SARRE ,3609,2819,81,204,
TORGNON ,393,333,10,22,
VALGRISENCHE ,155,141,2,4,
VALPELLINE ,462,369,15,27,
VALSAVARENCHE ,139,117,9,11,
VALTOURNENCHE ,1583,1188,67,111,
VERRAYES ,986,772,35,76,
VERRES ,1899,1445,26,90,
VILLENEUVE ,858,669,14,31,
