Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALCAMO ,36601,26917,387,1220,
BUSETO PALIZZOLO ,2489,1621,44,97,
CALATAFIMI SEGESTA ,5766,3821,80,199,
CAMPOBELLO DI MAZARA ,9537,6246,90,250,
CASTELLAMMARE DEL GOLFO ,12005,7989,125,376,
CASTELVETRANO ,25522,16691,246,658,
CUSTONACI ,4301,2812,59,191,
ERICE ,23147,14827,180,599,
FAVIGNANA ,3629,2032,25,97,
GIBELLINA ,3524,2433,48,122,
MARSALA ,67014,42454,1007,2515,
MAZARA DEL VALLO ,39938,24701,344,1023,
PACECO ,9201,6241,102,267,
PANTELLERIA ,6052,3218,73,150,
PARTANNA ,8794,6209,90,254,
PETROSINO ,6290,4190,139,293,
POGGIOREALE ,1247,879,18,37,
SALAPARUTA ,1364,926,29,70,
SALEMI ,8862,6188,119,544,
SAN VITO LO CAPO ,3666,2338,45,108,
SANTA NINFA ,4189,3034,63,135,
TRAPANI ,55996,34861,387,1237,
VALDERICE ,9928,6762,82,329,
VITA ,1791,1298,24,81,
