Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AGRA ,269,179,1,7,
ALBIZZATE ,3854,3030,32,104,
ANGERA ,4039,3227,31,93,
ARCISATE ,7088,5248,47,232,
ARSAGO SEPRIO ,3610,2738,29,99,
AZZATE ,3314,2620,23,85,
AZZIO ,561,436,6,16,
BARASSO ,1277,1019,12,34,
BARDELLO ,1101,866,12,31,
BEDERO VALCUVIA ,477,371,4,10,
BESANO ,1894,1309,11,46,
BESNATE ,4105,3234,48,105,
BESOZZO ,6320,4872,58,190,
BIANDRONNO ,2480,1990,19,83,
BISUSCHIO ,3161,2355,29,85,
BODIO LOMNAGO ,1521,1230,9,39,
BREBBIA ,2409,1905,16,78,
BREGANO ,595,439,0,12,
BRENTA ,1274,934,12,39,
BREZZO DI BEDERO ,833,619,5,24,
BRINZIO ,627,494,4,11,
BRISSAGO-VALTRAVAGLIA ,877,602,6,18,
BRUNELLO ,713,580,9,24,
BRUSIMPIANO ,857,610,5,19,
BUGUGGIATE ,2333,1855,19,78,
BUSTO ARSIZIO ,59232,45896,439,1553,
CADEGLIANO-VICONAGO ,1436,850,11,32,
CADREZZATE ,1255,1000,3,34,
CAIRATE ,5764,4479,41,171,
CANTELLO ,3392,2472,29,100,
CARAVATE ,1869,1365,16,58,
CARDANO AL CAMPO ,10499,8205,81,297,
CARNAGO ,4778,3730,26,102,
CARONNO PERTUSELLA ,12208,9640,73,300,
CARONNO VARESINO ,3634,2814,29,114,
CASALE LITTA ,1975,1536,22,60,
CASALZUIGNO ,926,663,10,33,
CASCIAGO ,2829,2287,22,85,
CASORATE SEMPIONE ,4215,3271,29,102,
CASSANO MAGNAGO ,15598,12348,103,416,
CASSANO VALCUVIA ,476,329,3,11,
CASTELLANZA ,10697,8461,66,267,
CASTELLO CABIAGLIO ,402,311,3,10,
CASTELSEPRIO ,982,811,13,36,
CASTELVECCANA ,1476,1067,13,26,
CASTIGLIONE OLONA ,5788,4387,35,145,
CASTRONNO ,3843,2973,22,107,
CAVARIA CON PREMEZZO ,3995,3210,32,132,
