Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUAVIVA PLATANI ,869,597,10,41,
BOMPENSIERE ,529,373,10,16,
BUTERA ,4029,2532,38,116,
CALTANISSETTA ,50805,33841,294,985,
CAMPOFRANCO ,2717,1730,35,88,
DELIA ,3337,2097,30,77,
GELA ,60099,33757,368,1323,
MARIANOPOLI ,1656,1137,29,78,
MAZZARINO ,9858,6611,126,339,
MILENA ,2686,2059,39,95,
MONTEDORO ,1310,898,33,73,
MUSSOMELI ,9054,6441,119,400,
NISCEMI ,21459,11667,381,960,
RESUTTANO ,1809,1146,29,74,
RIESI ,9172,5182,61,191,
SAN CATALDO ,18674,12849,151,504,
SANTA CATERINA VILLARMOSA ,4674,2881,83,151,
SERRADIFALCO ,5033,3309,57,161,
SOMMATINO ,5856,3438,67,186,
SUTERA ,1238,946,13,33,
VALLELUNGA PRATAMENO ,2911,1807,62,136,
VILLALBA ,1400,900,19,43,
