Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACCADIA ,1855,1253,50,90,
ALBERONA ,786,549,29,56,
ANZANO DI PUGLIA ,1122,612,20,43,
APRICENA ,9104,6902,110,259,
ASCOLI SATRIANO ,4438,3086,65,165,
BICCARI ,2174,1568,47,92,
BOVINO ,2693,1786,53,127,
CAGNANO VARANO ,5358,3379,98,239,
CANDELA ,2023,1439,57,121,
CARAPELLE ,4052,2920,70,123,
CARLANTINO ,778,502,8,32,
CARPINO ,3084,1745,72,111,
CASALNUOVO MONTEROTARO ,1245,824,26,52,
CASALVECCHIO DI PUGLIA ,1448,1024,45,77,
CASTELLUCCIO DEI SAURI ,1414,1100,30,65,
CASTELLUCCIO VALMAGGIORE ,992,692,17,48,
CASTELNUOVO DELLA DAUNIA ,1155,737,18,35,
CELENZA VALFORTORE ,1319,913,42,70,
CELLE DI SAN VITO ,138,106,8,14,
CERIGNOLA ,38400,24247,268,814,
CHIEUTI ,1277,942,25,51,
DELICETO ,2841,2083,54,141,
FAETO ,490,357,21,30,
FOGGIA ,110108,75605,628,2154,
ISCHITELLA ,3168,2134,62,105,
ISOLE TREMITI ,373,177,5,7,
LESINA ,4434,2903,63,117,
LUCERA ,24097,15973,243,718,
MANFREDONIA ,40532,27412,319,924,
MATTINATA ,4497,3119,55,149,
MONTE SANT'ANGELO ,9392,6148,137,314,
MONTELEONE DI PUGLIA ,768,678,20,35,
MOTTA MONTECORVINO ,598,425,21,28,
ORDONA ,1695,1262,33,66,
ORSARA DI PUGLIA ,2215,1680,47,108,
ORTA NOVA ,12128,7802,147,344,
PANNI ,649,493,17,29,
PESCHICI ,3052,2033,31,99,
PIETRAMONTECORVINO ,2045,1512,23,53,
POGGIO IMPERIALE ,1977,1390,28,60,
RIGNANO GARGANICO ,1509,1114,35,60,
ROCCHETTA SANT'ANTONIO ,1420,1058,40,62,
RODI GARGANICO ,2698,1902,44,105,
ROSETO VALFORTORE ,902,577,20,24,
SAN GIOVANNI ROTONDO ,18381,13286,271,721,
SAN MARCO IN LAMIS ,9911,7038,292,858,
SAN MARCO LA CATOLA ,840,507,25,43,
SAN NICANDRO GARGANICO ,11610,6654,143,393,
SAN PAOLO DI CIVITATE ,4005,2673,43,105,
SAN SEVERO ,37650,26684,283,986,
SANT'AGATA DI PUGLIA ,1554,1101,30,84,
SERRACAPRIOLA ,2884,2130,33,121,
STORNARA ,3210,2361,61,110,
STORNARELLA ,3323,2537,52,87,
TORREMAGGIORE ,11742,7902,113,392,
TROIA ,5218,3844,72,224,
VICO DEL GARGANO ,5633,3522,42,125,
VIESTE ,9590,6547,102,274,
VOLTURARA APPULA ,387,238,11,17,
VOLTURINO ,1319,894,42,80,
ZAPPONETA ,2055,1482,26,60,
