Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ADRIA ,15489,12371,121,496,
ARIANO NEL POLESINE ,3542,2798,34,110,
ARQUA' POLESINE ,2157,1694,19,52,
BADIA POLESINE ,7722,5967,66,218,
BAGNOLO DI PO ,983,826,19,37,
BERGANTINO ,2006,1640,31,71,
BOSARO ,1082,883,12,48,
CALTO ,578,455,9,23,
CANARO ,2203,1834,34,73,
CANDA ,703,590,10,42,
CASTELGUGLIELMO ,1250,994,13,46,
CASTELMASSA ,3108,2499,28,75,
CASTELNOVO BARIANO ,2143,1743,22,55,
CENESELLI ,1269,1010,19,53,
CEREGNANO ,2853,2323,39,116,
CORBOLA ,1909,1477,11,40,
COSTA DI ROVIGO ,2120,1683,25,75,
CRESPINO ,1503,1159,35,58,
FICAROLO ,2025,1395,36,78,
FIESSO UMBERTIANO ,3177,2597,41,82,
FRASSINELLE POLESINE ,1181,971,19,46,
FRATTA POLESINE ,2074,1654,33,75,
GAIBA ,829,700,7,21,
GAVELLO ,1168,918,19,43,
GIACCIANO CON BARUCHELLA ,1631,1251,22,62,
GUARDA VENETA ,874,697,18,38,
LENDINARA ,8860,6888,90,279,
LOREO ,2764,2206,30,105,
LUSIA ,2565,2031,49,116,
MELARA ,1423,1090,21,58,
OCCHIOBELLO ,8565,7110,65,208,
PAPOZZE ,1319,1016,15,30,
PETTORAZZA GRIMANI ,1269,1025,18,50,
PINCARA ,941,779,10,25,
POLESELLA ,3003,2463,31,78,
PONTECCHIO POLESINE ,1618,1354,16,55,
PORTO TOLLE ,8067,6246,98,282,
PORTO VIRO ,11381,9016,84,278,
ROSOLINA ,5003,4017,64,166,
ROVIGO ,38672,30647,273,815,
SALARA ,920,741,17,55,
SAN BELLINO ,897,695,20,47,
SAN MARTINO DI VENEZZE ,3115,2572,37,85,
STIENTA ,2509,2142,30,76,
TAGLIO DI PO ,6602,5258,54,173,
TRECENTA ,2205,1764,32,85,
VILLADOSE ,3992,3160,43,141,
VILLAMARZANA ,932,768,18,35,
VILLANOVA DEL GHEBBO ,1551,1279,22,68,
VILLANOVA MARCHESANA ,693,533,14,34,
