Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AGUGLIARO ,1038,885,13,44,
ALBETTONE ,1431,1196,10,44,
ALONTE ,1093,953,8,22,
ALTAVILLA VICENTINA ,8112,6704,34,214,
ALTISSIMO ,1496,1194,9,50,
ARCUGNANO ,5636,4813,22,115,
ARSIERO ,2314,1754,12,83,
ARZIGNANO ,15597,13169,89,350,
ASIAGO ,4823,3774,34,178,
ASIGLIANO VENETO ,607,511,3,14,
BARBARANO VICENTINO ,3018,2422,24,81,
BASSANO DEL GRAPPA ,29879,24689,156,635,
BOLZANO VICENTINO ,4544,3851,20,103,
BREGANZE ,6109,5166,60,160,
BRENDOLA ,4636,3890,41,143,
BRESSANVIDO ,2169,1869,19,66,
BROGLIANO ,2674,2252,24,77,
CALDOGNO ,7914,6688,71,225,
CALTRANO ,1901,1555,16,73,
CALVENE ,937,751,12,33,
CAMISANO VICENTINO ,6891,5733,47,176,
CAMPIGLIA DEI BERICI ,1289,1105,7,29,
CAMPOLONGO SUL BRENTA ,592,508,4,23,
CARRE' ,2515,2102,20,78,
CARTIGLIANO ,2600,2252,16,58,
CASSOLA ,9684,8315,67,256,
CASTEGNERO ,1943,1664,7,62,
CASTELGOMBERTO ,4052,3431,28,120,
CHIAMPO ,8208,6939,65,226,
CHIUPPANO ,1894,1588,21,68,
CISMON DEL GRAPPA ,717,539,3,19,
COGOLLO DEL CENGIO ,2395,1968,13,55,
CONCO ,1638,1308,11,59,
CORNEDO VICENTINO ,8077,6873,40,244,
COSTABISSARA ,5104,4390,35,142,
CREAZZO ,7591,6422,37,181,
CRESPADORO ,905,712,7,42,
DUEVILLE ,9850,8206,68,257,
ENEGO ,1356,1008,14,35,
FARA VICENTINO ,2870,2442,20,74,
FOZA ,549,414,8,19,
GALLIO ,1812,1388,7,63,
GAMBELLARA ,2165,1816,16,59,
GAMBUGLIANO ,619,505,1,16,
GRANCONA ,1351,1129,7,37,
GRISIGNANO DI ZOCCO ,2937,2441,17,64,
GRUMOLO DELLE ABBADESSE ,2537,2064,12,47,
ISOLA VICENTINA ,6941,5857,44,210,
LAGHI ,97,69,3,8,
LASTEBASSE ,174,135,2,10,
LONGARE ,4084,3465,22,115,
LONIGO ,9800,7988,89,241,
LUGO DI VICENZA ,2652,2234,16,57,
LUSIANA ,2004,1577,10,48,
MALO ,9999,8441,74,269,
MARANO VICENTINO ,6694,5527,54,179,
MAROSTICA ,9885,8544,60,272,
MASON VICENTINO ,2456,2104,19,73,
MOLVENA ,1864,1611,10,46,
MONTE DI MALO ,2123,1782,17,72,
MONTEBELLO VICENTINO ,4238,3486,25,110,
MONTECCHIO MAGGIORE ,14952,12339,106,419,
MONTECCHIO PRECALCINO ,3621,2998,36,118,
MONTEGALDA ,2303,1924,20,66,
MONTEGALDELLA ,1262,1055,14,47,
MONTEVIALE ,1992,1686,7,50,
MONTICELLO CONTE OTTO ,6511,5577,26,120,
MONTORSO VICENTINO ,2033,1697,13,66,
MOSSANO ,1277,962,11,32,
MUSSOLENTE ,5175,4510,30,141,
NANTO ,2114,1818,14,79,
NOGAROLE VICENTINO ,819,691,3,29,
NOVE ,3577,3066,40,113,
NOVENTA VICENTINA ,6130,5036,65,175,
ORGIANO ,2220,1807,20,74,
PEDEMONTE ,590,480,4,33,
PIANEZZE ,1528,1351,11,49,
PIOVENE ROCCHETTE ,5572,4552,23,121,
POJANA MAGGIORE ,3058,2575,27,98,
POSINA ,414,287,4,16,
POVE DEL GRAPPA ,2220,1889,25,80,
POZZOLEONE ,1917,1647,24,68,
QUINTO VICENTINO ,3961,3379,24,88,
RECOARO TERME ,5066,3952,22,161,
ROANA ,3148,2451,16,91,
ROMANO D'EZZELINO ,9850,8418,48,214,
ROSA' ,9544,8186,52,242,
ROSSANO VENETO ,5356,4630,34,140,
ROTZO ,474,373,2,18,
SALCEDO ,759,654,4,33,
SAN GERMANO DEI BERICI ,842,703,6,24,
SAN NAZARIO ,1138,955,8,34,
SAN PIETRO MUSSOLINO ,924,786,7,24,
SAN VITO DI LEGUZZANO ,2481,2135,18,67,
SANDRIGO ,5839,4826,37,124,
SANTORSO ,4171,3568,27,108,
SARCEDO ,3770,3223,25,103,
SAREGO ,4160,3489,28,99,
SCHIAVON ,1865,1610,14,63,
SCHIO ,26599,21806,151,579,
SOLAGNA ,1277,1062,10,57,
SOSSANO ,3062,2471,32,120,
SOVIZZO ,5032,4326,26,105,
TEZZE SUL BRENTA ,8240,7125,51,217,
THIENE ,15528,12686,78,300,
TONEZZA DEL CIMONE ,423,349,10,15,
TORREBELVICINO ,4187,3549,26,131,
TORRI DI QUARTESOLO ,8020,6687,47,200,
TRISSINO ,5914,5027,39,147,
VALDAGNO ,18742,15426,129,488,
VALDASTICO ,1011,738,9,45,
VALLI DEL PASUBIO ,2443,1913,20,87,
VALSTAGNA ,1376,1086,15,52,
VELO D'ASTICO ,1717,1392,11,51,
VICENZA ,75690,61181,367,1309,
VILLAGA ,1383,1157,12,34,
VILLAVERLA ,4156,3572,24,89,
ZANE' ,4718,4146,35,122,
ZERMEGHEDO ,834,714,1,11,
ZOVENCEDO ,572,464,1,11,
ZUGLIANO ,4763,4085,35,105,
