Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AILOCHE ,281,193,0,10,
ANDORNO MICCA ,2765,1995,22,102,
BENNA ,975,755,11,52,
BIELLA ,36089,26757,188,905,
BIOGLIO ,825,592,7,34,
BORRIANA ,749,581,12,32,
BRUSNENGO ,1814,1289,14,61,
CALLABIANA ,126,99,0,0,
CAMANDONA ,308,216,1,16,
CAMBURZANO ,998,730,4,23,
CAMPIGLIA CERVO ,135,108,0,2,
CANDELO ,6634,5068,32,193,
CAPRILE ,173,137,1,4,
CASAPINTA ,377,283,2,21,
CASTELLETTO CERVO ,680,508,4,30,
CAVAGLIA' ,2897,2216,12,122,
CERRETO CASTELLO ,516,430,2,13,
CERRIONE ,2395,1851,14,78,
COGGIOLA ,1686,1229,17,84,
COSSATO ,12215,9319,85,407,
CREVACUORE ,1320,973,3,45,
CROSA ,254,182,0,6,
CURINO ,390,251,4,15,
DONATO ,604,366,7,24,
DORZANO ,412,323,6,14,
GAGLIANICO ,3144,2410,23,105,
GIFFLENGA ,106,83,2,7,
GRAGLIA ,1324,910,11,53,
LESSONA ,2075,1621,14,79,
MAGNANO ,326,228,1,10,
MASSAZZA ,443,352,4,18,
MASSERANO ,1747,1233,18,64,
MEZZANA MORTIGLIENGO ,464,337,1,13,
MIAGLIANO ,508,381,3,23,
MONGRANDO ,3260,2406,27,129,
MOSSO ,1263,848,7,38,
MOTTALCIATA ,1189,916,14,49,
MUZZANO ,535,402,2,20,
NETRO ,827,564,7,38,
OCCHIEPPO INFERIORE ,3313,2460,24,117,
OCCHIEPPO SUPERIORE ,2377,1821,13,80,
PETTINENGO ,1230,887,9,55,
PIATTO ,459,361,3,20,
PIEDICAVALLO ,171,112,1,11,
POLLONE ,1737,1275,16,47,
PONDERANO ,3226,2489,21,99,
PORTULA ,1092,799,3,29,
PRALUNGO ,2185,1566,10,57,
PRAY ,1859,1347,8,55,
QUAREGNA ,1132,879,6,44,
QUITTENGO ,185,131,0,5,
RONCO BIELLESE ,1221,940,5,44,
ROPPOLO ,767,600,4,31,
ROSAZZA ,79,63,2,3,
SAGLIANO MICCA ,1320,980,7,46,
SALA BIELLESE ,496,340,5,27,
SALUSSOLA ,1679,1220,13,60,
SAN PAOLO CERVO ,120,73,0,2,
SANDIGLIANO ,2307,1803,15,89,
SELVE MARCONE ,76,56,0,0,
SOPRANA ,640,474,7,26,
SORDEVOLO ,1100,794,6,37,
SOSTEGNO ,635,489,8,19,
STRONA ,924,671,10,41,
TAVIGLIANO ,762,576,5,23,
TERNENGO ,251,203,0,7,
TOLLEGNO ,2129,1584,6,64,
TORRAZZO ,166,106,1,6,
TRIVERO ,4921,3545,27,163,
VALDENGO ,2107,1676,15,76,
VALLANZENGO ,198,153,3,8,
VALLE MOSSO ,2726,1908,32,102,
VALLE SAN NICOLAO ,899,594,5,25,
VEGLIO ,408,268,5,12,
VERRONE ,1025,854,7,44,
VIGLIANO BIELLESE ,6746,5243,34,198,
VILLA DEL BOSCO ,308,196,3,11,
VILLANOVA BIELLESE ,158,113,1,10,
VIVERONE ,1106,868,11,41,
ZIMONE ,344,268,7,21,
ZUBIENA ,1056,764,8,49,
ZUMAGLIA ,905,703,6,42,
