Ente,Candidato,Liste/Gruppi,Voti lista,,
ANGHIARI,PIER LUIGI BERSANI ANGHIARI,PARTITO DEMOCRATICO,1231,,
ANGHIARI,,SINISTRA ECOLOGIA LIBERTA',72,,
ANGHIARI,,CENTRO DEMOCRATICO,10,,
ANGHIARI,SILVIO BERLUSCONI ANGHIARI,IL POPOLO DELLA LIBERTA',643,,
ANGHIARI,,MIR - MODERATI IN RIVOLUZIONE,102,,
ANGHIARI,,FRATELLI D'ITALIA,53,,
ANGHIARI,,LEGA NORD,27,,
ANGHIARI,,LA DESTRA,13,,
ANGHIARI,GIUSEPPE PIERO GRILLO ANGHIARI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,717,,
ANGHIARI,MARIO MONTI ANGHIARI,CON MONTI PER L'ITALIA,249,,
ANGHIARI,ANTONIO INGROIA ANGHIARI,RIVOLUZIONE CIVILE,84,,
ANGHIARI,OSCAR FULVIO GIANNINO ANGHIARI,FARE PER FERMARE IL DECLINO,13,,
ANGHIARI,MARCO FERRANDO ANGHIARI,PARTITO COMUNISTA DEI LAVORATORI,34,,
ANGHIARI,ROBERTO FIORE ANGHIARI,FORZA NUOVA,20,,
ANGHIARI,GIACINTO MARCO PANNELLA ANGHIARI,LISTA AMNISTIA GIUSTIZIA LIBERTA',8,,
ANGHIARI,SIMONE DI STEFANO ANGHIARI,CASAPOUND ITALIA,7,,
AREZZO,PIER LUIGI BERSANI AREZZO,PARTITO DEMOCRATICO,17913,,
AREZZO,,SINISTRA ECOLOGIA LIBERTA',1631,,
AREZZO,,CENTRO DEMOCRATICO,137,,
AREZZO,SILVIO BERLUSCONI AREZZO,IL POPOLO DELLA LIBERTA',11794,,
AREZZO,,FRATELLI D'ITALIA,1000,,
AREZZO,,LA DESTRA,510,,
AREZZO,,LEGA NORD,500,,
AREZZO,,MIR - MODERATI IN RIVOLUZIONE,79,,
AREZZO,GIUSEPPE PIERO GRILLO AREZZO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,13378,,
AREZZO,MARIO MONTI AREZZO,CON MONTI PER L'ITALIA,4882,,
AREZZO,ANTONIO INGROIA AREZZO,RIVOLUZIONE CIVILE,747,,
AREZZO,OSCAR FULVIO GIANNINO AREZZO,FARE PER FERMARE IL DECLINO,494,,
AREZZO,MARCO FERRANDO AREZZO,PARTITO COMUNISTA DEI LAVORATORI,393,,
AREZZO,ROBERTO FIORE AREZZO,FORZA NUOVA,167,,
AREZZO,GIACINTO MARCO PANNELLA AREZZO,LISTA AMNISTIA GIUSTIZIA LIBERTA',187,,
AREZZO,SIMONE DI STEFANO AREZZO,CASAPOUND ITALIA,169,,
BADIA TEDALDA,PIER LUIGI BERSANI BADIA TEDALDA,PARTITO DEMOCRATICO,185,,
BADIA TEDALDA,,SINISTRA ECOLOGIA LIBERTA',10,,
BADIA TEDALDA,,CENTRO DEMOCRATICO,1,,
BADIA TEDALDA,SILVIO BERLUSCONI BADIA TEDALDA,IL POPOLO DELLA LIBERTA',140,,
BADIA TEDALDA,,FRATELLI D'ITALIA,22,,
BADIA TEDALDA,,LEGA NORD,10,,
BADIA TEDALDA,,LA DESTRA,8,,
BADIA TEDALDA,,MIR - MODERATI IN RIVOLUZIONE,3,,
