Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ASSISI ,19830,15707,172,574,
BASTIA UMBRA ,14884,12117,117,382,
BETTONA ,3028,2474,35,82,
BEVAGNA ,3712,2882,43,124,
CAMPELLO SUL CLITUNNO ,1842,1387,14,49,
CANNARA ,3070,2487,29,80,
CASCIA ,2343,1634,33,100,
CASTEL RITALDI ,2257,1781,21,82,
CASTIGLIONE DEL LAGO ,10785,8572,72,234,
CERRETO DI SPOLETO ,834,620,17,35,
CITERNA ,2463,2060,18,66,
CITTA' DELLA PIEVE ,5547,4471,34,132,
CITTA' DI CASTELLO ,28654,23317,271,862,
COLLAZZONE ,2363,1896,21,56,
CORCIANO ,14408,11771,71,302,
COSTACCIARO ,956,710,7,18,
DERUTA ,6753,5432,53,214,
FOLIGNO ,39923,31391,280,996,
FOSSATO DI VICO ,1903,1464,16,35,
FRATTA TODINA ,1297,1077,15,35,
GIANO DELL'UMBRIA ,2383,1826,20,63,
GUALDO CATTANEO ,4319,3459,39,116,
GUALDO TADINO ,11008,8572,113,309,
GUBBIO ,23761,19166,143,538,
LISCIANO NICCONE ,416,320,7,11,
MAGIONE ,10489,8191,71,272,
MARSCIANO ,12762,10585,99,335,
MASSA MARTANA ,2699,2097,33,104,
MONTE CASTELLO DI VIBIO ,1184,935,11,28,
MONTE SANTA MARIA TIBERINA ,876,696,5,18,
MONTEFALCO ,4218,3206,45,148,
MONTELEONE DI SPOLETO ,463,315,10,27,
MONTONE ,1188,1005,12,27,
NOCERA UMBRA ,4377,3293,58,187,
NORCIA ,3405,2573,30,91,
PACIANO ,715,607,5,14,
PANICALE ,3927,3208,27,66,
PASSIGNANO SUL TRASIMENO ,3974,3153,32,83,
PERUGIA ,114365,91949,571,2306,
PIEGARO ,2721,2113,19,54,
PIETRALUNGA ,1629,1220,20,59,
POGGIODOMO ,128,66,2,2,
PRECI ,579,415,9,17,
SAN GIUSTINO ,8308,6858,72,212,
SANT'ANATOLIA DI NARCO ,420,295,4,16,
SCHEGGIA E PASCELUPO ,1133,835,10,26,
SCHEGGINO ,348,261,3,18,
SELLANO ,864,616,14,28,
SIGILLO ,1871,1473,17,38,
SPELLO ,6479,5354,49,171,
SPOLETO ,27799,21210,155,703,
TODI ,12274,9439,114,335,
TORGIANO ,4714,3846,24,111,
TREVI ,5900,4654,49,141,
TUORO SUL TRASIMENO ,2737,2142,15,58,
UMBERTIDE ,11079,9218,90,252,
VALFABBRICA ,2532,1952,36,118,
VALLO DI NERA ,286,229,1,12,
VALTOPINA ,1035,800,11,31,
