Ente,Candidato,Liste/Gruppi,Voti lista,,
AIELLO DEL SABATO,PIER LUIGI BERSANI AIELLO DEL SABATO,PARTITO DEMOCRATICO,601,,
AIELLO DEL SABATO,,SINISTRA ECOLOGIA LIBERTA',62,,
AIELLO DEL SABATO,,PARTITO SOCIALISTA ITALIANO,11,,
AIELLO DEL SABATO,,CENTRO DEMOCRATICO,2,,
AIELLO DEL SABATO,SILVIO BERLUSCONI AIELLO DEL SABATO,IL POPOLO DELLA LIBERTA',485,,
AIELLO DEL SABATO,,GRANDE SUD,30,,
AIELLO DEL SABATO,,FRATELLI D'ITALIA,24,,
AIELLO DEL SABATO,,MIR - MODERATI IN RIVOLUZIONE,13,,
AIELLO DEL SABATO,,PARTITO PENSIONATI,12,,
AIELLO DEL SABATO,,LIBERI PER UNA ITALIA EQUA,9,,
AIELLO DEL SABATO,,LEGA NORD,8,,
AIELLO DEL SABATO,,LA DESTRA,8,,
AIELLO DEL SABATO,,INTESA POPOLARE,1,,
AIELLO DEL SABATO,GIUSEPPE PIERO GRILLO AIELLO DEL SABATO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,459,,
AIELLO DEL SABATO,MARIO MONTI AIELLO DEL SABATO,CON MONTI PER L'ITALIA,233,,
AIELLO DEL SABATO,ANTONIO INGROIA AIELLO DEL SABATO,RIVOLUZIONE CIVILE,51,,
AIELLO DEL SABATO,OSCAR FULVIO GIANNINO AIELLO DEL SABATO,FARE PER FERMARE IL DECLINO,8,,
AIELLO DEL SABATO,MARCO FERRANDO AIELLO DEL SABATO,PARTITO COMUNISTA DEI LAVORATORI,5,,
AIELLO DEL SABATO,ROBERTO FIORE AIELLO DEL SABATO,FORZA NUOVA,11,,
AIELLO DEL SABATO,GIACINTO MARCO PANNELLA AIELLO DEL SABATO,LISTA AMNISTIA GIUSTIZIA LIBERTA',5,,
AIELLO DEL SABATO,LUCA ROMAGNOLI AIELLO DEL SABATO,FIAMMA TRICOLORE,5,,
AIELLO DEL SABATO,MAGDI CRISTIANO ALLAM AIELLO DEL SABATO,IO AMO L'ITALIA,4,,
AIELLO DEL SABATO,SIMONE DI STEFANO AIELLO DEL SABATO,CASAPOUND ITALIA,8,,
AIELLO DEL SABATO,DOMENICO SAVIO AIELLO DEL SABATO,P.COM.MARX-LEN.,8,,
AIELLO DEL SABATO,ALFONSO LUIGI MARRA AIELLO DEL SABATO,PAS - FLB&LT,1,,
AIELLO DEL SABATO,RAFFAELE BRUNO AIELLO DEL SABATO,RIFONDAZIONE MISSINA ITALIANA,3,,
ALTAVILLA IRPINA,PIER LUIGI BERSANI ALTAVILLA IRPINA,PARTITO DEMOCRATICO,699,,
ALTAVILLA IRPINA,,SINISTRA ECOLOGIA LIBERTA',110,,
ALTAVILLA IRPINA,,PARTITO SOCIALISTA ITALIANO,63,,
ALTAVILLA IRPINA,,CENTRO DEMOCRATICO,8,,
ALTAVILLA IRPINA,SILVIO BERLUSCONI ALTAVILLA IRPINA,IL POPOLO DELLA LIBERTA',342,,
ALTAVILLA IRPINA,,GRANDE SUD,119,,
ALTAVILLA IRPINA,,MIR - MODERATI IN RIVOLUZIONE,26,,
ALTAVILLA IRPINA,,FRATELLI D'ITALIA,12,,
ALTAVILLA IRPINA,,PARTITO PENSIONATI,11,,
ALTAVILLA IRPINA,,LA DESTRA,9,,
ALTAVILLA IRPINA,,LEGA NORD,8,,
ALTAVILLA IRPINA,,LIBERI PER UNA ITALIA EQUA,2,,
ALTAVILLA IRPINA,,INTESA POPOLARE,1,,
ALTAVILLA IRPINA,GIUSEPPE PIERO GRILLO ALTAVILLA IRPINA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,324,,
ALTAVILLA IRPINA,MARIO MONTI ALTAVILLA IRPINA,CON MONTI PER L'ITALIA,218,,
ALTAVILLA IRPINA,ANTONIO INGROIA ALTAVILLA IRPINA,RIVOLUZIONE CIVILE,43,,
ALTAVILLA IRPINA,OSCAR FULVIO GIANNINO ALTAVILLA IRPINA,FARE PER FERMARE IL DECLINO,11,,
ALTAVILLA IRPINA,MARCO FERRANDO ALTAVILLA IRPINA,PARTITO COMUNISTA DEI LAVORATORI,5,,
ALTAVILLA IRPINA,ROBERTO FIORE ALTAVILLA IRPINA,FORZA NUOVA,7,,
ALTAVILLA IRPINA,GIACINTO MARCO PANNELLA ALTAVILLA IRPINA,LISTA AMNISTIA GIUSTIZIA LIBERTA',2,,
ALTAVILLA IRPINA,LUCA ROMAGNOLI ALTAVILLA IRPINA,FIAMMA TRICOLORE,9,,
ALTAVILLA IRPINA,MAGDI CRISTIANO ALLAM ALTAVILLA IRPINA,IO AMO L'ITALIA,0,,
ALTAVILLA IRPINA,SIMONE DI STEFANO ALTAVILLA IRPINA,CASAPOUND ITALIA,5,,
ALTAVILLA IRPINA,DOMENICO SAVIO ALTAVILLA IRPINA,P.COM.MARX-LEN.,12,,
ALTAVILLA IRPINA,ALFONSO LUIGI MARRA ALTAVILLA IRPINA,PAS - FLB&LT,5,,
ALTAVILLA IRPINA,RAFFAELE BRUNO ALTAVILLA IRPINA,RIFONDAZIONE MISSINA ITALIANA,3,,
ANDRETTA,PIER LUIGI BERSANI ANDRETTA,PARTITO DEMOCRATICO,264,,
ANDRETTA,,SINISTRA ECOLOGIA LIBERTA',25,,
ANDRETTA,,PARTITO SOCIALISTA ITALIANO,8,,
ANDRETTA,,CENTRO DEMOCRATICO,5,,
ANDRETTA,SILVIO BERLUSCONI ANDRETTA,IL POPOLO DELLA LIBERTA',228,,
ANDRETTA,,FRATELLI D'ITALIA,10,,
ANDRETTA,,PARTITO PENSIONATI,5,,
ANDRETTA,,LA DESTRA,4,,
ANDRETTA,,GRANDE SUD,3,,
ANDRETTA,,LIBERI PER UNA ITALIA EQUA,3,,
ANDRETTA,,INTESA POPOLARE,2,,
ANDRETTA,,LEGA NORD,2,,
ANDRETTA,,MIR - MODERATI IN RIVOLUZIONE,0,,
ANDRETTA,GIUSEPPE PIERO GRILLO ANDRETTA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,187,,
ANDRETTA,MARIO MONTI ANDRETTA,CON MONTI PER L'ITALIA,165,,
ANDRETTA,ANTONIO INGROIA ANDRETTA,RIVOLUZIONE CIVILE,11,,
ANDRETTA,OSCAR FULVIO GIANNINO ANDRETTA,FARE PER FERMARE IL DECLINO,1,,
ANDRETTA,MARCO FERRANDO ANDRETTA,PARTITO COMUNISTA DEI LAVORATORI,3,,
ANDRETTA,ROBERTO FIORE ANDRETTA,FORZA NUOVA,6,,
ANDRETTA,GIACINTO MARCO PANNELLA ANDRETTA,LISTA AMNISTIA GIUSTIZIA LIBERTA',2,,
ANDRETTA,LUCA ROMAGNOLI ANDRETTA,FIAMMA TRICOLORE,3,,
ANDRETTA,MAGDI CRISTIANO ALLAM ANDRETTA,IO AMO L'ITALIA,1,,
ANDRETTA,SIMONE DI STEFANO ANDRETTA,CASAPOUND ITALIA,3,,
ANDRETTA,DOMENICO SAVIO ANDRETTA,P.COM.MARX-LEN.,6,,
ANDRETTA,ALFONSO LUIGI MARRA ANDRETTA,PAS - FLB&LT,1,,
ANDRETTA,RAFFAELE BRUNO ANDRETTA,RIFONDAZIONE MISSINA ITALIANA,2,,
AQUILONIA,PIER LUIGI BERSANI AQUILONIA,PARTITO DEMOCRATICO,263,,
AQUILONIA,,PARTITO SOCIALISTA ITALIANO,61,,
AQUILONIA,,SINISTRA ECOLOGIA LIBERTA',50,,
AQUILONIA,,CENTRO DEMOCRATICO,18,,
AQUILONIA,SILVIO BERLUSCONI AQUILONIA,IL POPOLO DELLA LIBERTA',89,,
AQUILONIA,,GRANDE SUD,6,,
AQUILONIA,,LA DESTRA,5,,
AQUILONIA,,MIR - MODERATI IN RIVOLUZIONE,4,,
AQUILONIA,,LIBERI PER UNA ITALIA EQUA,3,,
AQUILONIA,,LEGA NORD,2,,
AQUILONIA,,PARTITO PENSIONATI,2,,
AQUILONIA,,INTESA POPOLARE,0,,
AQUILONIA,,FRATELLI D'ITALIA,0,,
AQUILONIA,GIUSEPPE PIERO GRILLO AQUILONIA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,98,,
AQUILONIA,MARIO MONTI AQUILONIA,CON MONTI PER L'ITALIA,270,,
AQUILONIA,ANTONIO INGROIA AQUILONIA,RIVOLUZIONE CIVILE,55,,
AQUILONIA,OSCAR FULVIO GIANNINO AQUILONIA,FARE PER FERMARE IL DECLINO,2,,
AQUILONIA,MARCO FERRANDO AQUILONIA,PARTITO COMUNISTA DEI LAVORATORI,1,,
AQUILONIA,ROBERTO FIORE AQUILONIA,FORZA NUOVA,1,,
AQUILONIA,GIACINTO MARCO PANNELLA AQUILONIA,LISTA AMNISTIA GIUSTIZIA LIBERTA',1,,
AQUILONIA,LUCA ROMAGNOLI AQUILONIA,FIAMMA TRICOLORE,5,,
AQUILONIA,MAGDI CRISTIANO ALLAM AQUILONIA,IO AMO L'ITALIA,1,,
AQUILONIA,SIMONE DI STEFANO AQUILONIA,CASAPOUND ITALIA,3,,
AQUILONIA,DOMENICO SAVIO AQUILONIA,P.COM.MARX-LEN.,4,,
AQUILONIA,ALFONSO LUIGI MARRA AQUILONIA,PAS - FLB&LT,0,,
