Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ARBUS ,5627,3655,41,131,
BARUMINI ,1131,787,17,34,
COLLINAS ,765,492,2,20,
FURTEI ,1420,1048,11,26,
GENURI ,315,192,2,10,
GESTURI ,1129,728,10,26,
GONNOSFANADIGA ,5802,3868,37,162,
GUSPINI ,10395,7434,69,217,
LAS PLASSAS ,218,150,1,2,
LUNAMATRONA ,1540,1090,16,54,
PABILLONIS ,2419,1556,16,55,
PAULI ARBAREI ,557,345,5,9,
SAMASSI ,4510,3225,31,86,
SAN GAVINO MONREALE ,7630,5481,45,140,
SANLURI ,7136,5266,47,115,
SARDARA ,3566,2403,25,79,
SEGARIU ,1073,741,9,26,
SERRAMANNA ,7781,5546,43,177,
SERRENTI ,4358,3084,37,111,
SETZU ,129,97,2,3,
SIDDI ,615,413,6,13,
TUILI ,944,628,11,27,
TURRI ,402,263,4,12,
USSARAMANNA ,487,362,3,12,
VILLACIDRO ,12038,8821,91,248,
VILLAMAR ,2351,1501,16,45,
VILLANOVAFORRU ,568,391,9,31,
VILLANOVAFRANCA ,1206,741,8,25,
