Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUAVIVA D'ISERNIA ,336,283,17,29,
AGNONE ,4021,3038,142,287,
BAGNOLI DEL TRIGNO ,612,420,14,26,
BELMONTE DEL SANNIO ,639,418,38,66,
CANTALUPO NEL SANNIO ,579,402,25,40,
CAPRACOTTA ,766,528,21,36,
CAROVILLI ,1125,829,53,96,
CARPINONE ,927,626,27,47,
CASTEL DEL GIUDICE ,265,176,7,14,
CASTEL SAN VINCENZO ,454,352,16,29,
CASTELPETROSO ,1294,1057,59,104,
CASTELPIZZUTO ,123,106,22,25,
CASTELVERRINO ,105,86,2,8,
CERRO AL VOLTURNO ,1077,849,47,63,
CHIAUCI ,217,159,2,8,
CIVITANOVA DEL SANNIO ,743,554,31,61,
COLLI A VOLTURNO ,1038,862,32,72,
CONCA CASALE ,180,145,13,15,
FILIGNANO ,521,384,22,33,
FORLI' DEL SANNIO ,551,425,34,48,
FORNELLI ,1461,1103,46,93,
FROSOLONE ,2433,1664,94,200,
ISERNIA ,16275,12762,408,859,
LONGANO ,558,419,32,45,
MACCHIA D'ISERNIA ,750,596,35,48,
MACCHIAGODENA ,1489,1062,89,131,
MIRANDA ,828,605,34,75,
MONTAQUILA ,1862,1557,109,202,
MONTENERO VAL COCCHIARA ,458,352,25,39,
MONTERODUNI ,1769,1337,55,86,
PESCHE ,1157,931,24,60,
PESCOLANCIANO ,679,487,39,59,
PESCOPENNATARO ,248,179,6,9,
PETTORANELLO DEL MOLISE ,360,261,6,15,
PIETRABBONDANTE ,667,467,37,66,
PIZZONE ,285,212,6,15,
POGGIO SANNITA ,645,412,32,57,
POZZILLI ,1798,1451,59,103,
RIONERO SANNITICO ,901,658,44,79,
ROCCAMANDOLFI ,779,566,35,61,
ROCCASICURA ,429,328,19,35,
ROCCHETTA A VOLTURNO ,860,676,29,50,
SAN PIETRO AVELLANA ,419,275,13,28,
SANT'AGAPITO ,1098,878,49,74,
SANT'ANGELO DEL PESCO ,321,253,18,24,
SANT'ELENA SANNITA ,245,142,10,20,
SANTA MARIA DEL MOLISE ,502,352,11,27,
SCAPOLI ,654,371,36,48,
SESSANO DEL MOLISE ,609,453,26,48,
SESTO CAMPANO ,1824,1336,127,208,
VASTOGIRARDI ,617,435,22,54,
VENAFRO ,8319,6720,266,525,
