Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALIA ,2840,1927,57,141,
ALIMENA ,1692,1174,46,113,
ALIMINUSA ,987,684,14,33,
ALTAVILLA MILICIA ,5723,3621,65,213,
ALTOFONTE ,7588,4776,61,200,
BAGHERIA ,39474,25562,235,1012,
BALESTRATE ,4842,3057,47,143,
BAUCINA ,1466,1095,26,82,
BELMONTE MEZZAGNO ,7542,4820,110,383,
BISACQUINO ,3630,2308,83,227,
BLUFI ,845,533,18,46,
BOLOGNETTA ,2967,1909,34,150,
BOMPIETRO ,1149,686,26,69,
BORGETTO ,5106,3041,53,135,
CACCAMO ,6139,4452,149,452,
CALTAVUTURO ,3161,1932,61,204,
CAMPOFELICE DI FITALIA ,399,256,5,8,
CAMPOFELICE DI ROCCELLA ,5329,3664,39,179,
CAMPOFIORITO ,1002,737,21,58,
CAMPOREALE ,2417,1618,42,155,
CAPACI ,8289,5114,66,140,
CARINI ,25802,14875,144,401,
CASTELBUONO ,6763,4596,81,260,
CASTELDACCIA ,8069,5387,62,218,
CASTELLANA SICULA ,2660,1747,41,151,
CASTRONOVO DI SICILIA ,2407,1614,72,159,
CEFALA' DIANA ,772,525,13,31,
CEFALU' ,11101,7435,119,410,
CERDA ,3810,2333,49,185,
CHIUSA SCLAFANI ,2267,1475,51,147,
CIMINNA ,2907,1821,59,155,
CINISI ,8409,5695,50,139,
COLLESANO ,3172,2013,34,126,
CONTESSA ENTELLINA ,1382,950,30,69,
CORLEONE ,8070,5101,110,384,
FICARAZZI ,8382,5217,54,179,
GANGI ,5439,3734,115,310,
GERACI SICULO ,1454,902,29,116,
GIARDINELLO ,1575,1076,23,49,
GIULIANA ,1587,1020,56,140,
GODRANO ,873,648,9,56,
GRATTERI ,795,447,8,31,
ISNELLO ,1263,835,30,63,
ISOLA DELLE FEMMINE ,5175,3395,26,86,
LASCARI ,2615,1753,23,101,
LERCARA FRIDDI ,4959,3217,91,243,
MARINEO ,4842,3544,44,234,
MEZZOJUSO ,2181,1428,38,149,
MISILMERI ,19903,12239,173,678,
MONREALE ,27643,16761,175,716,
MONTELEPRE ,4400,3096,46,166,
MONTEMAGGIORE BELSITO ,2756,1607,45,127,
PALAZZO ADRIANO ,1678,1144,40,142,
PALERMO ,483367,295355,1972,8023,
PARTINICO ,22188,13870,191,692,
PETRALIA SOPRANA ,2637,1908,33,157,
PETRALIA SOTTANA ,2346,1558,34,110,
PIANA DEGLI ALBANESI ,4437,3032,32,142,
POLIZZI GENEROSA ,2734,1697,37,153,
POLLINA ,2298,1761,55,123,
PRIZZI ,3795,2457,98,337,
ROCCAMENA ,1135,740,20,60,
ROCCAPALUMBA ,1959,1131,31,73,
SAN CIPIRELLO ,3751,2464,32,128,
SAN GIUSEPPE JATO ,6129,3884,76,251,
SAN MAURO CASTELVERDE ,1415,682,11,51,
SANTA CRISTINA GELA ,698,493,9,36,
SANTA FLAVIA ,7911,5189,58,229,
SCIARA ,2034,1167,43,116,
SCILLATO ,501,307,5,24,
SCLAFANI BAGNI ,377,198,12,28,
TERMINI IMERESE ,19390,12708,141,529,
TERRASINI ,8518,5383,59,168,
TORRETTA ,2936,1809,38,85,
TRABIA ,7540,4878,80,242,
TRAPPETO ,2431,1559,30,61,
USTICA ,1098,498,12,31,
VALLEDOLMO ,2869,1727,51,137,
VENTIMIGLIA DI SICILIA ,1495,1053,23,106,
VICARI ,2194,1328,40,113,
VILLABATE ,13400,7831,90,303,
VILLAFRATI ,2533,1650,34,136,
