Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALA ,5704,4752,125,268,
ARCO ,11710,9686,250,494,
AVIO ,2807,2320,75,194,
BERSONE ,219,189,10,21,
BESENELLO ,1795,1519,32,91,
BLEGGIO SUPERIORE ,1121,841,23,42,
BOCENAGO ,292,241,9,15,
BOLBENO ,251,199,9,16,
BONDO ,498,414,28,41,
BONDONE ,501,383,21,37,
BREGUZZO ,412,351,17,23,
BRENTONICO ,2813,2208,70,117,
BRIONE ,99,90,3,6,
CADERZONE TERME ,469,371,17,37,
CALLIANO ,1121,941,10,31,
CARISOLO ,669,519,24,45,
CASTEL CONDINO ,174,146,3,8,
CIMEGO ,298,237,9,13,
COMANO TERME ,1827,1498,52,87,
CONDINO ,1057,837,36,56,
DAONE ,458,359,18,46,
DARE' ,164,132,2,11,
DORSINO ,329,265,8,18,
DRENA ,385,311,5,14,
DRO' ,3153,2610,52,114,
FIAVE' ,745,618,23,41,
FOLGARIA ,2385,1691,45,153,
GIUSTINO ,506,429,23,34,
ISERA ,1938,1568,38,86,
LARDARO ,158,121,4,11,
LEDRO ,3765,2919,93,193,
MASSIMENO ,88,65,2,4,
MONTAGNE ,191,157,13,23,
MORI ,6617,5463,151,321,
NAGO-TORBOLE ,1889,1534,42,71,
NOGAREDO ,1393,1184,34,78,
NOMI ,1027,769,24,58,
PELUGO ,256,211,5,23,
PIEVE DI BONO ,994,751,42,54,
PINZOLO ,2237,1836,63,144,
POMAROLO ,1684,1463,22,70,
PRASO ,274,214,14,23,
PREORE ,297,259,8,14,
PREZZO ,144,116,6,8,
RAGOLI ,564,469,27,49,
RIVA DEL GARDA ,11064,8693,229,427,
RONCONE ,1032,784,46,64,
RONZO-CHIENIS ,740,578,19,39,
ROVERETO ,26139,21016,467,1051,
SAN LORENZO IN BANALE ,809,653,16,40,
SPIAZZO ,855,635,31,68,
STENICO ,799,635,28,50,
STORO ,3244,2659,113,194,
STREMBO ,359,270,12,20,
TENNO ,1438,1160,30,55,
TERRAGNOLO ,583,413,10,39,
TIONE DI TRENTO ,2379,1895,75,150,
TRAMBILENO ,1026,819,24,50,
VALLARSA ,1057,761,14,51,
VIGO RENDENA ,344,286,10,22,
VILLA LAGARINA ,2617,2209,42,108,
VILLA RENDENA ,647,501,19,39,
VOLANO ,2073,1799,62,110,
ZUCLO ,272,218,9,15,
