Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALBIANO ,990,827,23,59,
ALDENO ,2092,1769,37,75,
AMBLAR ,181,128,4,6,
ANDALO ,760,544,15,52,
BRESIMO ,205,155,17,24,
BREZ ,496,400,28,51,
CAGNO' ,247,205,11,21,
CALAVINO ,969,822,24,55,
CALDES ,763,617,28,55,
CAMPODENNO ,1075,909,28,61,
CASTELFONDO ,431,346,15,38,
CAVARENO ,681,531,23,53,
CAVEDAGO ,393,303,7,21,
CAVEDINE ,2071,1700,45,105,
CAVIZZANA ,180,155,9,20,
CEMBRA ,1180,973,17,74,
CIMONE ,491,414,6,16,
CIS ,229,185,10,22,
CLES ,4611,3779,124,264,
CLOZ ,459,384,14,25,
COMMEZZADURA ,687,459,21,47,
COREDO ,1072,861,25,50,
CROVIANA ,456,378,30,37,
CUNEVO ,416,350,21,35,
DAMBEL ,280,220,13,23,
DENNO ,798,694,29,52,
DIMARO ,877,682,23,48,
DON ,177,148,8,14,
FAEDO ,432,347,13,20,
FAI DELLA PAGANELLA ,681,498,17,47,
FAVER ,578,486,23,50,
FLAVON ,365,297,6,11,
FONDO ,951,714,30,73,
GARNIGA TERME ,291,218,3,10,
GIOVO ,1759,1470,24,67,
GRAUNO ,101,80,3,7,
GRUMES ,305,255,7,16,
LASINO ,943,812,25,58,
LAVIS ,5664,4713,115,268,
LISIGNAGO ,370,281,9,24,
LIVO ,597,484,34,62,
LONA-LASES ,510,427,13,32,
MALE' ,1455,1104,29,84,
MALOSCO ,283,209,13,26,
MEZZANA ,631,453,28,72,
MEZZOCORONA ,3616,2934,82,154,
MEZZOLOMBARDO ,4631,3700,117,245,
MOLVENO ,813,629,12,44,
MONCLASSICO ,575,413,23,35,
NANNO ,434,364,27,35,
NAVE SAN ROCCO ,875,740,30,50,
OSSANA ,586,461,15,40,
PADERGNONE ,511,430,17,30,
PEIO ,1414,1083,46,106,
PELLIZZANO ,592,420,10,36,
RABBI ,1062,767,55,89,
REVO' ,842,646,29,55,
ROMALLO ,427,348,28,40,
ROMENO ,939,759,31,64,
RONZONE ,274,207,12,18,
ROVERE' DELLA LUNA ,1055,893,26,52,
RUFFRE'-MENDOLA ,322,243,7,20,
RUMO ,593,476,16,40,
SAN MICHELE ALL'ADIGE ,1864,1500,39,99,
SANZENO ,656,506,17,33,
SARNONICO ,500,379,15,26,
SEGONZANO ,992,776,23,56,
SFRUZ ,244,200,7,14,
SMARANO ,307,262,9,30,
SOVER ,635,478,15,37,
SPORMAGGIORE ,834,710,13,35,
SPORMINORE ,493,421,17,35,
TAIO ,1960,1591,54,100,
TASSULLO ,1320,1113,31,56,
TERLAGO ,1393,1189,24,64,
TERRES ,231,208,8,12,
TERZOLAS ,457,376,30,43,
TON ,906,729,18,40,
TRENTO ,79472,64263,1468,3188,
TRES ,485,405,6,21,
TUENNO ,1652,1369,39,75,
VALDA ,143,115,4,8,
VERMIGLIO ,1333,958,42,92,
VERVO' ,503,414,29,49,
VEZZANO ,1558,1323,32,81,
ZAMBANA ,1103,979,18,47,
