Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AFFI ,1776,1492,14,59,
ALBAREDO D'ADIGE ,3985,3215,40,118,
ANGIARI ,1739,1435,14,52,
ARCOLE ,4520,3746,40,144,
BADIA CALAVENA ,2034,1714,23,81,
BARDOLINO ,5354,4295,33,128,
BELFIORE ,2259,1923,21,75,
BEVILACQUA ,1364,1105,20,42,
BONAVIGO ,1516,1235,19,53,
BOSCHI SANT'ANNA ,1139,923,15,41,
BOSCO CHIESANUOVA ,2728,2088,12,79,
BOVOLONE ,11631,9091,66,288,
BRENTINO BELLUNO ,1012,834,8,31,
BRENZONE ,1896,1475,12,40,
BUSSOLENGO ,14135,11532,52,288,
BUTTAPIETRA ,5130,4258,25,120,
CALDIERO ,5292,4373,27,132,
CAPRINO VERONESE ,6244,4965,39,147,
CASALEONE ,4816,3658,37,125,
CASTAGNARO ,3139,2453,32,122,
CASTEL D'AZZANO ,8599,7065,43,192,
CASTELNUOVO DEL GARDA ,9236,7391,56,205,
CAVAION VERONESE ,4163,3428,25,107,
CAZZANO DI TRAMIGNA ,1178,978,16,52,
CEREA ,12866,10178,74,305,
CERRO VERONESE ,1746,1381,6,47,
COLOGNA VENETA ,6213,5014,47,195,
COLOGNOLA AI COLLI ,6170,5006,65,161,
CONCAMARISE ,794,641,7,24,
COSTERMANO ,2788,2285,15,62,
DOLCE' ,1833,1476,13,57,
ERBE' ,1363,1124,9,41,
ERBEZZO ,619,439,7,36,
FERRARA DI MONTE BALDO ,194,148,4,6,
FUMANE ,3172,2647,21,81,
GARDA ,3005,2436,18,70,
GAZZO VERONESE ,4291,3318,32,139,
GREZZANA ,8067,6746,46,214,
ILLASI ,4004,3328,24,94,
ISOLA DELLA SCALA ,8518,6858,36,234,
ISOLA RIZZA ,2432,1938,18,87,
LAVAGNO ,6126,5175,24,132,
LAZISE ,5334,4232,26,96,
LEGNAGO ,20118,15955,149,507,
MALCESINE ,2789,2210,37,72,
MARANO DI VALPOLICELLA ,2398,2011,11,50,
MEZZANE DI SOTTO ,1980,1566,7,38,
MINERBE ,3631,2969,34,110,
MONTECCHIA DI CROSARA ,3164,2694,29,92,
MONTEFORTE D'ALPONE ,6015,4999,35,192,
MOZZECANE ,5101,4194,24,136,
NEGRAR ,13084,10923,60,291,
NOGARA ,6240,4952,49,159,
NOGAROLE ROCCA ,2295,1884,16,69,
OPPEANO ,6863,5461,37,173,
PALU' ,870,717,12,31,
PASTRENGO ,2279,1877,14,56,
PESCANTINA ,12370,10371,62,264,
PESCHIERA DEL GARDA ,7717,5950,52,153,
POVEGLIANO VERONESE ,5323,4458,36,138,
PRESSANA ,1868,1580,16,65,
RIVOLI VERONESE ,1626,1354,8,43,
RONCA' ,2774,2337,21,77,
RONCO ALL'ADIGE ,4482,3574,48,137,
ROVERCHIARA ,1897,1519,36,76,
ROVERE' VERONESE ,1631,1287,12,56,
ROVEREDO DI GUA' ,1138,977,7,38,
SALIZZOLE ,2969,2399,12,79,
SAN BONIFACIO ,13949,11376,79,378,
SAN GIOVANNI ILARIONE ,3811,3222,35,139,
SAN GIOVANNI LUPATOTO ,18369,15115,92,376,
SAN MARTINO BUON ALBERGO ,10780,8943,60,230,
SAN MAURO DI SALINE ,457,381,2,10,
SAN PIETRO DI MORUBIO ,2331,1760,32,90,
SAN PIETRO IN CARIANO ,10002,8493,57,213,
SAN ZENO DI MONTAGNA ,1073,849,4,32,
SANGUINETTO ,3187,2543,24,71,
SANT'AMBROGIO DI VALPOLICELLA ,8464,6936,54,205,
SANT'ANNA D'ALFAEDO ,1963,1460,17,65,
SELVA DI PROGNO ,744,612,7,28,
SOAVE ,5416,4529,38,155,
SOMMACAMPAGNA ,10906,9093,59,231,
SONA ,12881,10839,82,304,
SORGA' ,2240,1838,29,73,
TERRAZZO ,1767,1454,17,71,
TORRI DEL BENACO ,2257,1797,17,54,
TREGNAGO ,3801,3127,24,131,
TREVENZUOLO ,1898,1608,17,66,
VALEGGIO SUL MINCIO ,10408,8509,61,256,
VELO VERONESE ,628,463,5,28,
VERONA ,192278,155064,790,3308,
VERONELLA ,3466,2872,22,104,
VESTENANOVA ,2008,1600,5,57,
VIGASIO ,7086,5836,31,151,
VILLA BARTOLOMEA ,4589,3677,47,150,
VILLAFRANCA DI VERONA ,24478,20157,128,546,
ZEVIO ,10705,8938,61,252,
ZIMELLA ,3472,2908,34,115,
