Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ANNONE VENETO ,2824,2322,26,93,
CAMPAGNA LUPIA ,5477,4578,40,151,
CAMPOLONGO MAGGIORE ,8223,7040,53,222,
CAMPONOGARA ,10189,8496,65,319,
CAORLE ,9296,7369,55,210,
CAVALLINO-TREPORTI ,10612,7953,55,281,
CAVARZERE ,12074,9444,110,379,
CEGGIA ,4592,3802,83,110,
CHIOGGIA ,41280,31494,338,1366,
CINTO CAOMAGGIORE ,2524,2046,21,83,
CONA ,2530,2075,21,66,
CONCORDIA SAGITTARIA ,8535,6986,55,266,
DOLO ,11842,9679,66,283,
ERACLEA ,9956,8066,57,286,
FIESSO D'ARTICO ,5910,4958,32,139,
FOSSALTA DI PIAVE ,3164,2598,15,77,
FOSSALTA DI PORTOGRUARO ,4938,4013,39,132,
FOSSO' ,5261,4515,43,153,
GRUARO ,2258,1871,16,72,
JESOLO ,19618,15214,85,398,
MARCON ,12833,10602,48,254,
MARTELLAGO ,16800,14258,91,362,
MEOLO ,4845,4030,34,138,
MIRA ,30549,24945,147,574,
MIRANO ,21810,18128,108,455,
MUSILE DI PIAVE ,8549,6871,48,243,
NOALE ,12382,10431,54,343,
NOVENTA DI PIAVE ,5050,4072,10,109,
PIANIGA ,9331,7850,62,242,
PORTOGRUARO ,20101,16134,119,505,
PRAMAGGIORE ,3269,2650,25,110,
QUARTO D'ALTINO ,6195,5001,27,143,
SALZANO ,10258,8471,63,272,
SAN DONA' DI PIAVE ,31116,25265,171,683,
SAN MICHELE AL TAGLIAMENTO ,9548,7446,79,276,
SAN STINO DI LIVENZA ,9812,8000,61,291,
SANTA MARIA DI SALA ,13228,11191,76,375,
SCORZE' ,14397,12226,99,364,
SPINEA ,21127,17625,99,457,
STRA ,5768,4830,36,143,
TEGLIO VENETO ,1841,1451,7,46,
TORRE DI MOSTO ,3672,2995,33,135,
VENEZIA ,204254,160032,827,3562,
VIGONOVO ,7493,6407,50,173,
