Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ABBIATEGRASSO ,24301,18713,237,676,
ALBAIRATE ,3619,2929,38,132,
ARCONATE ,5136,4246,68,207,
ARESE ,15129,12477,84,289,
ARLUNO ,8961,7259,96,309,
ASSAGO ,6413,5455,45,133,
BARANZATE ,6960,5294,53,166,
BAREGGIO ,13682,10987,102,363,
BASIANO ,2812,2267,22,63,
BASIGLIO ,5609,4664,19,69,
BELLINZAGO LOMBARDO ,3024,2523,28,74,
BERNATE TICINO ,2461,2079,34,100,
BESATE ,1605,1273,20,63,
BINASCO ,5670,4600,61,170,
BOFFALORA SOPRA TICINO ,3316,2769,32,130,
BOLLATE ,28486,22824,236,714,
BRESSO ,20101,16102,154,444,
BUBBIANO ,1700,1338,21,58,
BUCCINASCO ,20780,17426,144,423,
BUSCATE ,3697,2886,47,140,
BUSSERO ,6823,5750,52,169,
BUSTO GAROLFO ,10741,8439,105,336,
CALVIGNASCO ,905,744,5,22,
CAMBIAGO ,4974,4060,50,154,
CANEGRATE ,9888,7703,93,294,
CARPIANO ,3029,2403,18,75,
CARUGATE ,11012,9056,89,281,
CASARILE ,2967,2370,23,76,
CASOREZZO ,4261,3436,26,90,
CASSANO D'ADDA ,13676,10901,101,352,
CASSINA DE' PECCHI ,10338,8656,60,200,
CASSINETTA DI LUGAGNANO ,1485,1230,17,38,
CASTANO PRIMO ,8486,6736,78,300,
CERNUSCO SUL NAVIGLIO ,24868,20535,177,542,
CERRO AL LAMBRO ,3994,3364,46,105,
CERRO MAGGIORE ,11708,9291,117,356,
CESANO BOSCONE ,18459,14304,152,445,
CESATE ,10705,8451,80,276,
CINISELLO BALSAMO ,53501,41352,419,1238,
CISLIANO ,3511,2942,29,76,
COLOGNO MONZESE ,34221,26416,308,851,
COLTURANO ,1503,1200,16,41,
CORBETTA ,13597,11073,105,359,
CORMANO ,15380,12415,129,413,
CORNAREDO ,15728,12866,107,380,
CORSICO ,25964,20025,203,646,
CUGGIONO ,6227,5086,54,189,
CUSAGO ,2832,2465,19,56,
CUSANO MILANINO ,15397,12429,98,320,
DAIRAGO ,4742,3881,53,170,
DRESANO ,2375,1974,21,67,
GAGGIANO ,7074,5813,54,182,
GARBAGNATE MILANESE ,21189,16559,195,557,
GESSATE ,6508,5249,41,146,
GORGONZOLA ,15046,12241,115,328,
GREZZAGO ,2069,1642,11,58,
GUDO VISCONTI ,1307,1123,8,31,
INVERUNO ,6950,5691,58,206,
INZAGO ,8321,6860,63,213,
LACCHIARELLA ,6655,5302,59,225,
LAINATE ,19814,15954,198,595,
LEGNANO ,44511,35040,346,1034,
LISCATE ,3001,2441,14,63,
LOCATE DI TRIULZI ,7356,5977,60,194,
MAGENTA ,18114,14528,177,524,
MAGNAGO ,7243,5758,66,244,
MARCALLO CON CASONE ,4809,3899,29,139,
MASATE ,2583,2192,24,71,
MEDIGLIA ,8782,7069,64,218,
MELEGNANO ,12855,10162,97,342,
MELZO ,14203,11188,121,382,
MESERO ,3237,2651,30,93,
MILANO ,945500,731428,5350,16127,
MORIMONDO ,937,707,4,38,
MOTTA VISCONTI ,6027,4782,69,198,
NERVIANO ,13791,10923,122,367,
NOSATE ,577,489,17,39,
NOVATE MILANESE ,15871,13001,99,310,
NOVIGLIO ,3434,2810,23,79,
OPERA ,10645,8850,67,223,
OSSONA ,3246,2636,20,92,
OZZERO ,1188,972,9,26,
PADERNO DUGNANO ,36697,29730,316,920,
PANTIGLIATE ,4506,3668,29,115,
PARABIAGO ,21223,16596,203,617,
PAULLO ,8344,6670,63,216,
PERO ,8080,6328,81,203,
PESCHIERA BORROMEO ,17678,14568,119,391,
PESSANO CON BORNAGO ,6919,5801,47,172,
PIEVE EMANUELE ,12024,9311,91,296,
PIOLTELLO ,23379,18014,213,595,
POGLIANO MILANESE ,6408,5134,70,220,
POZZO D'ADDA ,4294,3344,23,108,
POZZUOLO MARTESANA ,6285,5132,63,195,
PREGNANA MILANESE ,5568,4576,45,155,
RESCALDINA ,10989,8668,94,359,
RHO ,39710,31004,284,964,
ROBECCHETTO CON INDUNO ,3817,3045,70,158,
ROBECCO SUL NAVIGLIO ,5440,4421,44,161,
RODANO ,3550,3045,19,60,
ROSATE ,4161,3429,48,121,
ROZZANO ,31212,24406,303,867,
SAN COLOMBANO AL LAMBRO ,5799,4548,92,241,
SAN DONATO MILANESE ,23510,19289,148,393,
SAN GIORGIO SU LEGNANO ,5295,4217,43,159,
SAN GIULIANO MILANESE ,26377,20459,182,609,
SAN VITTORE OLONA ,6441,5189,49,163,
SAN ZENONE AL LAMBRO ,3252,2679,29,92,
SANTO STEFANO TICINO ,3812,3096,29,102,
SEDRIANO ,8695,6953,77,252,
SEGRATE ,26046,21660,171,490,
SENAGO ,16427,13071,151,434,
SESTO SAN GIOVANNI ,59181,45780,471,1237,
SETTALA ,5347,4446,34,130,
SETTIMO MILANESE ,15573,13000,94,338,
SOLARO ,10442,8337,96,302,
TREZZANO ROSA ,3712,3007,27,103,
TREZZANO SUL NAVIGLIO ,15756,12717,105,344,
TREZZO SULL'ADDA ,9030,7238,76,230,
TRIBIANO ,2583,2182,27,78,
TRUCCAZZANO ,4503,3656,44,135,
TURBIGO ,5535,4405,63,172,
VANZAGHELLO ,4191,3342,36,150,
VANZAGO ,6922,5731,42,169,
VAPRIO D'ADDA ,5928,4811,42,148,
VERMEZZO ,2960,2452,28,73,
VERNATE ,2532,2049,24,71,
VIGNATE ,6878,5700,59,179,
VILLA CORTESE ,4999,4138,33,176,
VIMODRONE ,12841,10343,100,290,
VITTUONE ,6603,5408,61,182,
VIZZOLO PREDABISSI ,3180,2707,21,81,
ZELO SURRIGONE ,1254,1071,8,23,
ZIBIDO SAN GIACOMO ,5091,4205,37,143,
