Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACQUAVIVA DELLE FONTI ,15329,11944,139,427,
ADELFIA ,12508,9033,67,345,
ALBEROBELLO ,8270,6422,125,333,
ALTAMURA ,45269,34286,381,1284,
BARI ,245296,170981,942,4211,
BINETTO ,1547,1118,13,37,
BITETTO ,8495,6378,57,285,
BITONTO ,39096,26946,290,1311,
BITRITTO ,7907,5969,54,191,
CAPURSO ,11473,8060,63,246,
CASAMASSIMA ,14203,9481,93,340,
CASSANO DELLE MURGE ,10550,7799,77,286,
CASTELLANA GROTTE ,14564,11507,130,422,
CELLAMARE ,3987,2872,26,92,
CONVERSANO ,19071,14124,154,569,
CORATO ,33776,25749,321,945,
GIOIA DEL COLLE ,20834,15417,193,603,
GIOVINAZZO ,15438,10768,130,427,
GRAVINA IN PUGLIA ,29595,20858,218,904,
GRUMO APPULA ,9298,6471,103,310,
LOCOROTONDO ,10577,8248,163,449,
MODUGNO ,27527,19629,140,663,
MOLA DI BARI ,19533,12488,172,417,
MOLFETTA ,45096,28871,232,908,
MONOPOLI ,36538,26130,341,995,
NOCI ,14542,11159,156,446,
NOICATTARO ,17941,12780,130,419,
PALO DEL COLLE ,15185,10886,107,445,
POGGIORSINI ,925,729,17,36,
POLIGNANO A MARE ,13168,9871,116,378,
PUTIGNANO ,20677,16193,202,712,
RUTIGLIANO ,13108,9315,108,299,
RUVO DI PUGLIA ,18171,12786,186,684,
SAMMICHELE DI BARI ,5223,3826,64,188,
SANNICANDRO DI BARI ,6924,4982,52,183,
SANTERAMO IN COLLE ,18585,14394,226,799,
TERLIZZI ,19144,13108,147,683,
TORITTO ,6069,4346,48,170,
TRIGGIANO ,20048,13660,101,396,
TURI ,9544,6466,67,248,
VALENZANO ,13270,9618,83,305,
