Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AIROLE ,262,195,6,14,
APRICALE ,461,253,14,23,
AQUILA D'ARROSCIA ,135,95,1,5,
ARMO ,91,58,1,4,
AURIGO ,275,225,4,11,
BADALUCCO ,850,627,8,27,
BAJARDO ,257,166,1,11,
BORDIGHERA ,8043,5831,26,117,
BORGHETTO D'ARROSCIA ,349,229,2,14,
BORGOMARO ,650,433,5,24,
CAMPOROSSO ,4089,2869,23,87,
CARAVONICA ,203,161,1,12,
CARPASIO ,122,76,0,8,
CASTEL VITTORIO ,259,176,4,11,
CASTELLARO ,931,694,4,31,
CERIANA ,920,589,8,26,
CERVO ,868,648,5,12,
CESIO ,210,158,2,9,
CHIUSANICO ,452,342,2,15,
CHIUSAVECCHIA ,335,235,3,10,
CIPRESSA ,940,735,8,30,
CIVEZZA ,436,349,1,16,
COSIO DI ARROSCIA ,206,158,1,9,
COSTARAINERA ,603,455,5,13,
DIANO ARENTINO ,534,390,1,10,
DIANO CASTELLO ,1599,1161,11,28,
DIANO MARINA ,4587,3454,31,104,
DIANO SAN PIETRO ,820,614,6,16,
DOLCEACQUA ,1506,1120,17,51,
DOLCEDO ,1010,742,8,30,
IMPERIA ,30270,23012,180,748,
ISOLABONA ,479,334,5,19,
LUCINASCO ,173,118,2,4,
MENDATICA ,165,114,3,6,
MOLINI DI TRIORA ,469,317,9,21,
MONTALTO LIGURE ,275,177,1,11,
MONTEGROSSO PIAN LATTE ,108,85,1,4,
OLIVETTA SAN MICHELE ,170,117,0,0,
OSPEDALETTI ,2600,1885,16,60,
PERINALDO ,633,380,3,7,
PIETRABRUNA ,354,254,2,5,
PIEVE DI TECO ,959,662,3,26,
PIGNA ,643,442,6,28,
POMPEIANA ,592,441,6,17,
PONTEDASSIO ,1675,1260,12,52,
PORNASSIO ,462,296,5,17,
PRELA' ,360,267,4,13,
RANZO ,449,305,10,20,
REZZO ,280,198,2,7,
RIVA LIGURE ,2219,1651,22,65,
ROCCHETTA NERVINA ,181,127,1,2,
SAN BARTOLOMEO AL MARE ,2325,1779,16,46,
SAN BIAGIO DELLA CIMA ,942,653,4,18,
SAN LORENZO AL MARE ,1028,816,12,35,
SANREMO ,40820,29274,196,801,
SANTO STEFANO AL MARE ,1680,1292,12,33,
SEBORGA ,237,171,0,4,
SOLDANO ,708,532,4,23,
TAGGIA ,10379,7763,71,250,
TERZORIO ,180,141,10,10,
TRIORA ,344,217,6,15,
VALLEBONA ,947,670,3,9,
VALLECROSIA ,5315,3711,33,97,
VASIA ,318,219,1,10,
VENTIMIGLIA ,18199,11823,62,308,
VESSALICO ,181,112,0,1,
VILLA FARALDI ,334,218,5,12,
