Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ABRIOLA ,1325,986,51,72,
ACERENZA ,2096,1539,23,78,
ALBANO DI LUCANIA ,1237,842,29,84,
ANZI ,1484,935,26,61,
ARMENTO ,545,314,13,57,
ATELLA ,3080,2279,43,120,
AVIGLIANO ,9692,6549,82,292,
BALVANO ,1588,1227,40,86,
BANZI ,1139,764,17,43,
BARAGIANO ,2194,1640,54,125,
BARILE ,2338,1683,24,93,
BELLA ,4225,2524,71,190,
BRIENZA ,3421,2408,68,144,
BRINDISI MONTAGNA ,727,454,16,37,
CALVELLO ,1655,1081,43,87,
CALVERA ,380,223,11,25,
CAMPOMAGGIORE ,702,487,10,31,
CANCELLARA ,1182,811,31,67,
CARBONE ,623,344,25,34,
CASTELGRANDE ,897,549,18,37,
CASTELLUCCIO INFERIORE ,1815,1198,42,95,
CASTELLUCCIO SUPERIORE ,740,153,7,18,
CASTELMEZZANO ,731,548,13,36,
CASTELSARACENO ,1267,825,34,73,
CASTRONUOVO DI SANT'ANDREA ,1010,625,43,79,
CERSOSIMO ,623,350,13,42,
CHIAROMONTE ,1705,1079,41,105,
CORLETO PERTICARA ,2229,1558,40,127,
EPISCOPIA ,1218,815,59,87,
FARDELLA ,548,361,11,29,
FILIANO ,2582,1893,37,109,
FORENZA ,1806,1162,17,56,
FRANCAVILLA IN SINNI ,3504,2380,87,253,
GALLICCHIO ,746,471,11,35,
GENZANO DI LUCANIA ,4818,3068,45,142,
GINESTRA ,580,414,22,57,
GRUMENTO NOVA ,1434,1022,41,100,
GUARDIA PERTICARA ,481,302,7,39,
LAGONEGRO ,4773,3313,77,224,
LATRONICO ,4042,2762,95,208,
LAURENZANA ,1675,1048,24,84,
LAURIA ,11079,7860,261,858,
LAVELLO ,10747,7524,96,386,
MARATEA ,4432,3051,44,142,
MARSICO NUOVO ,3675,2290,65,149,
MARSICOVETERE ,4238,3028,78,172,
MASCHITO ,1442,906,31,65,
MELFI ,13716,10264,132,562,
MISSANELLO ,455,280,9,42,
MOLITERNO ,3586,2346,52,156,
MONTEMILONE ,1412,882,18,36,
MONTEMURRO ,1118,777,20,65,
MURO LUCANO ,4816,3143,101,224,
NEMOLI ,1523,901,31,88,
NOEPOLI ,820,464,23,44,
OPPIDO LUCANO ,3123,2398,59,125,
PALAZZO SAN GERVASIO ,3886,2447,34,105,
PATERNO ,2864,1661,42,113,
PESCOPAGANO ,1727,1216,38,92,
PICERNO ,5041,3368,75,200,
PIETRAGALLA ,3548,2620,46,114,
PIETRAPERTOSA ,940,588,29,69,
PIGNOLA ,5479,4039,60,170,
POTENZA ,56623,42374,469,1973,
RAPOLLA ,3576,2715,31,96,
RAPONE ,864,651,26,44,
RIONERO IN VULTURE ,10835,8250,116,520,
RIPACANDIDA ,1436,990,18,68,
RIVELLO ,2363,1733,56,147,
ROCCANOVA ,1386,938,45,96,
ROTONDA ,2962,1769,86,200,
RUOTI ,3005,2148,69,166,
RUVO DEL MONTE ,921,632,24,49,
SAN CHIRICO NUOVO ,1237,897,27,68,
SAN CHIRICO RAPARO ,979,586,22,62,
SAN COSTANTINO ALBANESE ,688,471,18,41,
SAN FELE ,2713,1796,28,70,
SAN MARTINO D'AGRI ,697,514,23,49,
SAN PAOLO ALBANESE ,254,155,7,11,
SAN SEVERINO LUCANO ,1431,965,26,52,
SANT'ANGELO LE FRATTE ,1173,752,34,56,
SANT'ARCANGELO ,5208,3283,73,227,
SARCONI ,1150,767,30,80,
SASSO DI CASTALDA ,730,501,26,41,
SATRIANO DI LUCANIA ,1952,1358,30,84,
SAVOIA DI LUCANIA ,986,675,26,50,
SENISE ,5902,4033,131,269,
SPINOSO ,1305,861,24,147,
TEANA ,567,370,27,51,
TERRANOVA DI POLLINO ,1155,759,39,63,
TITO ,5792,4259,99,249,
TOLVE ,2760,1947,39,141,
TRAMUTOLA ,2602,1924,38,138,
TRECCHINA ,1999,1452,59,147,
TRIVIGNO ,606,432,7,19,
VAGLIO BASILICATA ,1763,1291,25,80,
VENOSA ,9630,6911,107,381,
VIETRI DI POTENZA ,2462,1891,72,131,
VIGGIANELLO ,2829,1546,112,161,
VIGGIANO ,2534,1715,44,114,
