Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ARGENTA ,17571,14817,126,429,
BERRA ,4274,3426,44,164,
BONDENO ,12015,9764,123,331,
CENTO ,26725,21767,253,725,
CODIGORO ,10434,8253,68,261,
COMACCHIO ,18987,14226,158,436,
COPPARO ,14494,12086,125,436,
FERRARA ,108158,89838,708,2448,
FORMIGNANA ,2398,2050,15,70,
GORO ,3363,2591,37,110,
IOLANDA DI SAVOIA ,2575,2082,17,66,
LAGOSANTO ,4154,3483,29,130,
MASI TORELLO ,1960,1687,32,82,
MASSAFISCAGLIA ,3074,2514,31,94,
MESOLA ,5991,4859,69,191,
MIGLIARINO ,2977,2466,36,112,
MIGLIARO ,1857,1482,14,57,
MIRABELLO ,2703,2265,33,102,
OSTELLATO ,5393,4549,61,200,
POGGIO RENATICO ,7474,6326,76,238,
PORTOMAGGIORE ,9325,7761,77,265,
RO ,2864,2397,27,74,
SANT'AGOSTINO ,5400,4442,54,153,
TRESIGALLO ,3744,3047,30,103,
VIGARANO MAINARDA ,6234,5226,41,181,
VOGHIERA ,3247,2773,48,113,
