Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALBA ADRIATICA ,9133,6987,65,184,
ANCARANO ,1521,1249,18,39,
ARSITA ,742,536,15,36,
ATRI ,9083,7162,127,370,
BASCIANO ,1948,1555,37,79,
BELLANTE ,5744,4545,57,167,
BISENTI ,1682,1277,28,90,
CAMPLI ,5822,4504,69,190,
CANZANO ,1592,1179,21,53,
CASTEL CASTAGNA ,409,315,11,18,
CASTELLALTO ,5694,4589,74,173,
CASTELLI ,1060,794,18,52,
CASTIGLIONE MESSER RAIMONDO ,1910,1433,33,82,
CASTILENTI ,1248,978,10,43,
CELLINO ATTANASIO ,2055,1436,24,86,
CERMIGNANO ,1481,1074,36,72,
CIVITELLA DEL TRONTO ,4144,3191,55,121,
COLLEDARA ,1836,1446,15,55,
COLONNELLA ,2898,2227,28,63,
CONTROGUERRA ,1885,1509,21,47,
CORROPOLI ,3679,2857,45,111,
CORTINO ,595,433,11,24,
CROGNALETO ,1183,834,13,22,
FANO ADRIANO ,314,227,0,7,
GIULIANOVA ,19418,15017,177,461,
ISOLA DEL GRAN SASSO D'ITALIA ,3956,3025,36,120,
MARTINSICURO ,11631,8636,96,232,
MONTEFINO ,904,703,9,37,
MONTORIO AL VOMANO ,6626,5217,66,194,
MORRO D'ORO ,2955,2296,38,120,
MOSCIANO SANT'ANGELO ,7357,5938,82,208,
NERETO ,3753,2921,33,88,
NOTARESCO ,5460,4387,89,238,
PENNA SANT'ANDREA ,1387,1060,23,51,
PIETRACAMELA ,272,195,1,5,
PINETO ,11644,9030,105,384,
ROCCA SANTA MARIA ,469,342,6,13,
ROSETO DEGLI ABRUZZI ,19896,15384,164,525,
SANT'EGIDIO ALLA VIBRATA ,7308,5925,79,183,
SANT'OMERO ,4241,3400,66,140,
SILVI ,12171,9190,92,319,
TERAMO ,43814,34767,295,943,
TORANO NUOVO ,1342,1057,10,30,
TORRICELLA SICURA ,2230,1796,17,65,
TORTORETO ,8492,6446,71,184,
TOSSICIA ,1204,950,21,56,
VALLE CASTELLANA ,902,611,16,28,
