Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AILOCHE ,272,184,0,11,
ANDORNO MICCA ,2536,1824,18,86,
BENNA ,900,693,11,45,
BIELLA ,33677,24971,161,816,
BIOGLIO ,779,555,3,23,
BORRIANA ,707,550,11,28,
BRUSNENGO ,1694,1203,10,55,
CALLABIANA ,123,96,0,0,
CAMANDONA ,292,204,1,15,
CAMBURZANO ,936,684,2,19,
CAMPIGLIA CERVO ,127,101,0,2,
CANDELO ,6153,4711,24,171,
CAPRILE ,165,131,1,5,
CASAPINTA ,341,258,3,17,
CASTELLETTO CERVO ,631,477,2,23,
CAVAGLIA' ,2674,2030,13,112,
CERRETO CASTELLO ,472,395,1,13,
CERRIONE ,2219,1711,13,77,
COGGIOLA ,1576,1141,15,71,
COSSATO ,11365,8685,61,345,
CREVACUORE ,1245,916,7,47,
CROSA ,234,167,0,8,
CURINO ,362,237,3,14,
DONATO ,567,339,5,20,
DORZANO ,385,302,8,14,
GAGLIANICO ,2912,2247,22,88,
GIFFLENGA ,102,79,3,8,
GRAGLIA ,1240,858,11,56,
LESSONA ,1934,1515,13,68,
MAGNANO ,316,220,0,8,
MASSAZZA ,411,325,3,13,
MASSERANO ,1634,1159,16,61,
MEZZANA MORTIGLIENGO ,436,319,1,11,
MIAGLIANO ,477,359,1,18,
MONGRANDO ,3024,2233,26,125,
MOSSO ,1194,804,10,37,
MOTTALCIATA ,1097,841,11,41,
MUZZANO ,490,366,1,14,
NETRO ,786,538,7,38,
OCCHIEPPO INFERIORE ,3079,2280,20,105,
OCCHIEPPO SUPERIORE ,2211,1694,11,76,
PETTINENGO ,1151,825,9,46,
PIATTO ,424,337,4,23,
PIEDICAVALLO ,165,107,1,11,
POLLONE ,1605,1168,18,46,
PONDERANO ,2994,2315,17,90,
PORTULA ,1031,756,4,28,
PRALUNGO ,2028,1450,10,54,
PRAY ,1744,1264,5,51,
QUAREGNA ,1070,833,2,37,
QUITTENGO ,172,122,0,4,
RONCO BIELLESE ,1140,877,6,40,
ROPPOLO ,723,562,4,30,
ROSAZZA ,76,60,2,3,
SAGLIANO MICCA ,1228,902,5,40,
SALA BIELLESE ,477,330,4,24,
SALUSSOLA ,1557,1117,7,52,
SAN PAOLO CERVO ,115,69,1,3,
SANDIGLIANO ,2132,1663,13,84,
SELVE MARCONE ,75,55,0,0,
SOPRANA ,596,437,7,24,
SORDEVOLO ,1044,753,6,34,
SOSTEGNO ,593,457,8,20,
STRONA ,858,617,9,33,
TAVIGLIANO ,696,524,5,24,
TERNENGO ,238,193,0,5,
TOLLEGNO ,1984,1484,9,60,
TORRAZZO ,158,100,1,5,
TRIVERO ,4592,3308,25,161,
VALDENGO ,1958,1561,16,71,
VALLANZENGO ,188,144,3,8,
VALLE MOSSO ,2537,1766,26,94,
VALLE SAN NICOLAO ,825,551,5,23,
VEGLIO ,378,247,5,9,
VERRONE ,946,790,6,35,
VIGLIANO BIELLESE ,6286,4890,34,170,
VILLA DEL BOSCO ,288,186,2,9,
VILLANOVA BIELLESE ,142,102,1,7,
VIVERONE ,1057,825,11,41,
ZIMONE ,324,249,3,15,
ZUBIENA ,993,714,5,41,
ZUMAGLIA ,843,652,3,28,
