Ente,Candidato,Liste/Gruppi,Voti lista,,
ACQUAPENDENTE,PIER LUIGI BERSANI ACQUAPENDENTE,PARTITO DEMOCRATICO,1563,,
ACQUAPENDENTE,,SINISTRA ECOLOGIA LIBERTA',60,,
ACQUAPENDENTE,,CENTRO DEMOCRATICO,4,,
ACQUAPENDENTE,SILVIO BERLUSCONI ACQUAPENDENTE,IL POPOLO DELLA LIBERTA',542,,
ACQUAPENDENTE,,FRATELLI D'ITALIA,160,,
ACQUAPENDENTE,,LA DESTRA,41,,
ACQUAPENDENTE,,LEGA NORD,2,,
ACQUAPENDENTE,,MIR - MODERATI IN RIVOLUZIONE,1,,
ACQUAPENDENTE,,INTESA POPOLARE,0,,
ACQUAPENDENTE,GIUSEPPE PIERO GRILLO ACQUAPENDENTE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,943,,
ACQUAPENDENTE,MARIO MONTI ACQUAPENDENTE,SCELTA CIVICA CON MONTI PER L'ITALIA,151,,
ACQUAPENDENTE,,UNIONE DI CENTRO,100,,
ACQUAPENDENTE,,FUTURO E LIBERTA',11,,
ACQUAPENDENTE,ANTONIO INGROIA ACQUAPENDENTE,RIVOLUZIONE CIVILE,49,,
ACQUAPENDENTE,OSCAR FULVIO GIANNINO ACQUAPENDENTE,FARE PER FERMARE IL DECLINO,5,,
ACQUAPENDENTE,MARCO FERRANDO ACQUAPENDENTE,PARTITO COMUNISTA DEI LAVORATORI,20,,
ACQUAPENDENTE,ROBERTO FIORE ACQUAPENDENTE,FORZA NUOVA,7,,
ACQUAPENDENTE,SIMONE DI STEFANO ACQUAPENDENTE,CASAPOUND ITALIA,17,,
ACQUAPENDENTE,LUCA ROMAGNOLI ACQUAPENDENTE,FIAMMA TRICOLORE,9,,
ACQUAPENDENTE,ANTONIO CORSI ACQUAPENDENTE,TUTTI INSIEME PER L'ITALIA,2,,
ACQUAPENDENTE,CARLA CORSETTI ACQUAPENDENTE,DEMOCRAZIA ATEA,5,,
ARLENA DI CASTRO,PIER LUIGI BERSANI ARLENA DI CASTRO,PARTITO DEMOCRATICO,194,,
ARLENA DI CASTRO,,SINISTRA ECOLOGIA LIBERTA',11,,
ARLENA DI CASTRO,,CENTRO DEMOCRATICO,0,,
ARLENA DI CASTRO,SILVIO BERLUSCONI ARLENA DI CASTRO,IL POPOLO DELLA LIBERTA',128,,
ARLENA DI CASTRO,,FRATELLI D'ITALIA,14,,
ARLENA DI CASTRO,,LA DESTRA,4,,
ARLENA DI CASTRO,,LEGA NORD,3,,
ARLENA DI CASTRO,,INTESA POPOLARE,1,,
ARLENA DI CASTRO,,MIR - MODERATI IN RIVOLUZIONE,0,,
ARLENA DI CASTRO,GIUSEPPE PIERO GRILLO ARLENA DI CASTRO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,160,,
ARLENA DI CASTRO,MARIO MONTI ARLENA DI CASTRO,SCELTA CIVICA CON MONTI PER L'ITALIA,30,,
ARLENA DI CASTRO,,UNIONE DI CENTRO,8,,
ARLENA DI CASTRO,,FUTURO E LIBERTA',1,,
ARLENA DI CASTRO,ANTONIO INGROIA ARLENA DI CASTRO,RIVOLUZIONE CIVILE,7,,
ARLENA DI CASTRO,OSCAR FULVIO GIANNINO ARLENA DI CASTRO,FARE PER FERMARE IL DECLINO,1,,
ARLENA DI CASTRO,MARCO FERRANDO ARLENA DI CASTRO,PARTITO COMUNISTA DEI LAVORATORI,2,,
ARLENA DI CASTRO,ROBERTO FIORE ARLENA DI CASTRO,FORZA NUOVA,3,,
ARLENA DI CASTRO,SIMONE DI STEFANO ARLENA DI CASTRO,CASAPOUND ITALIA,4,,
ARLENA DI CASTRO,LUCA ROMAGNOLI ARLENA DI CASTRO,FIAMMA TRICOLORE,2,,
ARLENA DI CASTRO,ANTONIO CORSI ARLENA DI CASTRO,TUTTI INSIEME PER L'ITALIA,1,,
ARLENA DI CASTRO,CARLA CORSETTI ARLENA DI CASTRO,DEMOCRAZIA ATEA,0,,
BAGNOREGIO,PIER LUIGI BERSANI BAGNOREGIO,PARTITO DEMOCRATICO,490,,
BAGNOREGIO,,SINISTRA ECOLOGIA LIBERTA',37,,
BAGNOREGIO,,CENTRO DEMOCRATICO,3,,
BAGNOREGIO,SILVIO BERLUSCONI BAGNOREGIO,IL POPOLO DELLA LIBERTA',399,,
BAGNOREGIO,,FRATELLI D'ITALIA,66,,
BAGNOREGIO,,LA DESTRA,46,,
BAGNOREGIO,,MIR - MODERATI IN RIVOLUZIONE,9,,
BAGNOREGIO,,LEGA NORD,2,,
BAGNOREGIO,,INTESA POPOLARE,2,,
BAGNOREGIO,GIUSEPPE PIERO GRILLO BAGNOREGIO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,682,,
BAGNOREGIO,MARIO MONTI BAGNOREGIO,UNIONE DI CENTRO,312,,
BAGNOREGIO,,SCELTA CIVICA CON MONTI PER L'ITALIA,77,,
BAGNOREGIO,,FUTURO E LIBERTA',10,,
BAGNOREGIO,ANTONIO INGROIA BAGNOREGIO,RIVOLUZIONE CIVILE,28,,
BAGNOREGIO,OSCAR FULVIO GIANNINO BAGNOREGIO,FARE PER FERMARE IL DECLINO,8,,
BAGNOREGIO,MARCO FERRANDO BAGNOREGIO,PARTITO COMUNISTA DEI LAVORATORI,12,,
BAGNOREGIO,ROBERTO FIORE BAGNOREGIO,FORZA NUOVA,6,,
