Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AGIRA ,6155,4250,89,251,
AIDONE ,3718,2126,36,130,
ASSORO ,3924,2738,69,210,
BARRAFRANCA ,9899,6019,91,283,
CALASCIBETTA ,3365,2296,36,109,
CATENANUOVA ,3410,2320,31,129,
CENTURIPE ,4198,2963,78,207,
CERAMI ,1621,1053,30,117,
ENNA ,21315,14645,147,655,
GAGLIANO CASTELFERRATO ,2794,1807,31,168,
LEONFORTE ,9631,6659,173,475,
NICOSIA ,10479,7162,209,663,
NISSORIA ,2106,1415,35,91,
PIAZZA ARMERINA ,15610,10138,111,402,
PIETRAPERZIA ,5287,3279,78,190,
REGALBUTO ,5329,3488,67,220,
SPERLINGA ,648,461,13,32,
TROINA ,7180,5013,123,383,
VALGUARNERA CAROPEPE ,5848,3701,76,202,
VILLAROSA ,3755,2348,47,143,
