Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AVETRANA ,5807,3734,80,254,
CAROSINO ,5552,4053,54,174,
CASTELLANETA ,14151,10044,151,556,
CRISPIANO ,11157,7981,157,361,
FAGGIANO ,2936,2116,54,103,
FRAGAGNANO ,4410,3201,67,179,
GINOSA ,18187,12649,176,584,
GROTTAGLIE ,26248,18215,268,851,
LATERZA ,12163,8954,144,496,
LEPORANO ,6478,4545,43,135,
LIZZANO ,8237,6118,132,373,
MANDURIA ,25803,17293,353,1388,
MARTINA FRANCA ,40064,29673,448,1527,
MARUGGIO ,4602,3314,85,212,
MASSAFRA ,25856,18348,295,892,
MONTEIASI ,4503,3047,65,196,
MONTEMESOLA ,3387,2278,38,138,
MONTEPARANO ,1977,1490,33,83,
MOTTOLA ,13324,9759,207,638,
PALAGIANELLO ,6326,4462,86,285,
PALAGIANO ,12811,8872,222,661,
PULSANO ,9138,6531,99,310,
ROCCAFORZATA ,1489,1087,30,74,
SAN GIORGIO IONICO ,12583,8636,103,371,
SAN MARZANO DI SAN GIUSEPPE ,7186,5560,129,375,
SAVA ,13514,8629,146,471,
STATTE ,11442,7616,107,369,
TARANTO ,167948,105647,1083,3629,
TORRICELLA ,3509,2469,66,182,
