Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACCADIA ,2012,1374,43,97,
ALBERONA ,864,607,25,51,
ANZANO DI PUGLIA ,1277,707,28,50,
APRICENA ,10425,7711,99,263,
ASCOLI SATRIANO ,4947,3458,70,186,
BICCARI ,2381,1714,44,92,
BOVINO ,2930,1968,42,142,
CAGNANO VARANO ,6000,3796,93,227,
CANDELA ,2096,1621,44,114,
CARAPELLE ,4574,3341,56,104,
CARLANTINO ,858,565,15,38,
CARPINO ,3450,1967,64,103,
CASALNUOVO MONTEROTARO ,1353,910,30,54,
CASALVECCHIO DI PUGLIA ,1595,1134,46,81,
CASTELLUCCIO DEI SAURI ,1572,1225,27,73,
CASTELLUCCIO VALMAGGIORE ,1095,768,20,53,
CASTELNUOVO DELLA DAUNIA ,1249,814,15,32,
CELENZA VALFORTORE ,1430,999,41,65,
CELLE DI SAN VITO ,149,115,7,10,
CERIGNOLA ,43916,27523,315,961,
CHIEUTI ,1420,1048,29,59,
DELICETO ,3110,2297,52,155,
FAETO ,535,391,22,37,
FOGGIA ,122162,84256,650,2441,
ISCHITELLA ,3552,2385,65,108,
ISOLE TREMITI ,406,189,2,2,
LESINA ,4941,3261,59,116,
LUCERA ,27003,18007,250,802,
MANFREDONIA ,45504,30757,349,1026,
MATTINATA ,5035,3492,64,159,
MONTE SANT'ANGELO ,10485,6848,117,331,
MONTELEONE DI PUGLIA ,861,756,28,43,
MOTTA MONTECORVINO ,652,469,18,20,
ORDONA ,1920,1433,30,64,
ORSARA DI PUGLIA ,2471,1894,49,118,
ORTA NOVA ,13680,8867,146,377,
PANNI ,709,547,18,32,
PESCHICI ,3448,2277,34,105,
PIETRAMONTECORVINO ,2230,1664,25,54,
POGGIO IMPERIALE ,2159,1524,23,58,
RIGNANO GARGANICO ,1681,1256,23,53,
ROCCHETTA SANT'ANTONIO ,1567,1181,37,61,
RODI GARGANICO ,3016,2122,48,118,
ROSETO VALFORTORE ,977,635,21,31,
SAN GIOVANNI ROTONDO ,20933,15055,234,729,
SAN MARCO IN LAMIS ,11198,7960,182,777,
SAN MARCO LA CATOLA ,910,556,28,45,
SAN NICANDRO GARGANICO ,12945,7404,167,442,
SAN PAOLO DI CIVITATE ,4497,3035,50,132,
SAN SEVERO ,42475,30017,276,1056,
SANT'AGATA DI PUGLIA ,1686,1202,30,90,
SERRACAPRIOLA ,3206,2386,32,124,
STORNARA ,3653,2677,57,119,
STORNARELLA ,3755,2868,47,103,
TORREMAGGIORE ,13244,8939,106,400,
TROIA ,5799,4303,71,242,
VICO DEL GARGANO ,6297,3894,47,130,
VIESTE ,10773,7258,108,307,
VOLTURARA APPULA ,412,259,15,19,
VOLTURINO ,1415,974,29,75,
ZAPPONETA ,2337,1690,25,74,
