Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ACCETTURA ,1501,1014,48,132,
ALIANO ,796,446,18,38,
BERNALDA ,8833,6045,94,360,
CALCIANO ,625,434,11,33,
CIRIGLIANO ,284,103,5,14,
COLOBRARO ,1022,683,16,44,
CRACO ,557,326,10,21,
FERRANDINA ,6644,4441,65,289,
GARAGUSO ,804,496,11,35,
GORGOGLIONE ,764,498,15,62,
GRASSANO ,3871,2684,44,181,
GROTTOLE ,1758,1171,35,97,
IRSINA ,3698,2441,32,135,
MATERA ,43789,31907,254,1270,
MIGLIONICO ,1884,1238,19,64,
MONTALBANO JONICO ,5448,3780,61,282,
MONTESCAGLIOSO ,6873,4719,64,288,
NOVA SIRI ,4769,3646,65,228,
OLIVETO LUCANO ,412,245,5,18,
PISTICCI ,12987,8276,221,799,
POLICORO ,11806,8146,132,449,
POMARICO ,3133,2081,50,141,
ROTONDELLA ,2031,1309,34,93,
SALANDRA ,2162,1444,34,107,
SAN GIORGIO LUCANO ,1014,604,17,40,
SAN MAURO FORTE ,1310,763,17,67,
SCANZANO JONICO ,4970,3379,69,196,
STIGLIANO ,3655,2203,54,153,
TRICARICO ,4263,2799,26,166,
TURSI ,3706,2399,84,241,
VALSINNI ,1226,825,20,72,
