Ente,Candidato,Liste/Gruppi,Voti lista,,
ACQUASANTA TERME,PIER LUIGI BERSANI ACQUASANTA TERME,PARTITO DEMOCRATICO,428,,
ACQUASANTA TERME,,SINISTRA ECOLOGIA LIBERTA',36,,
ACQUASANTA TERME,,CENTRO DEMOCRATICO,7,,
ACQUASANTA TERME,SILVIO BERLUSCONI ACQUASANTA TERME,IL POPOLO DELLA LIBERTA',426,,
ACQUASANTA TERME,,FRATELLI D'ITALIA,52,,
ACQUASANTA TERME,,LA DESTRA,15,,
ACQUASANTA TERME,,LEGA NORD,11,,
ACQUASANTA TERME,,MIR - MODERATI IN RIVOLUZIONE,2,,
ACQUASANTA TERME,GIUSEPPE PIERO GRILLO ACQUASANTA TERME,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,480,,
ACQUASANTA TERME,MARIO MONTI ACQUASANTA TERME,CON MONTI PER L'ITALIA,144,,
ACQUASANTA TERME,ANTONIO INGROIA ACQUASANTA TERME,RIVOLUZIONE CIVILE,33,,
ACQUASANTA TERME,OSCAR FULVIO GIANNINO ACQUASANTA TERME,FARE PER FERMARE IL DECLINO,4,,
ACQUASANTA TERME,MARCO FERRANDO ACQUASANTA TERME,PARTITO COMUNISTA DEI LAVORATORI,14,,
ACQUASANTA TERME,ROBERTO FIORE ACQUASANTA TERME,FORZA NUOVA,15,,
ACQUASANTA TERME,MAGDI CRISTIANO ALLAM ACQUASANTA TERME,IO AMO L'ITALIA,4,,
ACQUAVIVA PICENA,PIER LUIGI BERSANI ACQUAVIVA PICENA,PARTITO DEMOCRATICO,484,,
ACQUAVIVA PICENA,,SINISTRA ECOLOGIA LIBERTA',40,,
ACQUAVIVA PICENA,,CENTRO DEMOCRATICO,9,,
ACQUAVIVA PICENA,SILVIO BERLUSCONI ACQUAVIVA PICENA,IL POPOLO DELLA LIBERTA',459,,
ACQUAVIVA PICENA,,FRATELLI D'ITALIA,33,,
ACQUAVIVA PICENA,,LA DESTRA,19,,
ACQUAVIVA PICENA,,MIR - MODERATI IN RIVOLUZIONE,8,,
ACQUAVIVA PICENA,,LEGA NORD,8,,
ACQUAVIVA PICENA,GIUSEPPE PIERO GRILLO ACQUAVIVA PICENA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,733,,
ACQUAVIVA PICENA,MARIO MONTI ACQUAVIVA PICENA,CON MONTI PER L'ITALIA,196,,
ACQUAVIVA PICENA,ANTONIO INGROIA ACQUAVIVA PICENA,RIVOLUZIONE CIVILE,66,,
ACQUAVIVA PICENA,OSCAR FULVIO GIANNINO ACQUAVIVA PICENA,FARE PER FERMARE IL DECLINO,21,,
ACQUAVIVA PICENA,MARCO FERRANDO ACQUAVIVA PICENA,PARTITO COMUNISTA DEI LAVORATORI,8,,
ACQUAVIVA PICENA,ROBERTO FIORE ACQUAVIVA PICENA,FORZA NUOVA,7,,
ACQUAVIVA PICENA,MAGDI CRISTIANO ALLAM ACQUAVIVA PICENA,IO AMO L'ITALIA,10,,
APPIGNANO DEL TRONTO,PIER LUIGI BERSANI APPIGNANO DEL TRONTO,PARTITO DEMOCRATICO,275,,
APPIGNANO DEL TRONTO,,SINISTRA ECOLOGIA LIBERTA',67,,
APPIGNANO DEL TRONTO,,CENTRO DEMOCRATICO,5,,
APPIGNANO DEL TRONTO,SILVIO BERLUSCONI APPIGNANO DEL TRONTO,IL POPOLO DELLA LIBERTA',294,,
APPIGNANO DEL TRONTO,,FRATELLI D'ITALIA,28,,
APPIGNANO DEL TRONTO,,LEGA NORD,18,,
APPIGNANO DEL TRONTO,,LA DESTRA,15,,
APPIGNANO DEL TRONTO,,MIR - MODERATI IN RIVOLUZIONE,5,,
APPIGNANO DEL TRONTO,GIUSEPPE PIERO GRILLO APPIGNANO DEL TRONTO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,229,,
APPIGNANO DEL TRONTO,MARIO MONTI APPIGNANO DEL TRONTO,CON MONTI PER L'ITALIA,57,,
APPIGNANO DEL TRONTO,ANTONIO INGROIA APPIGNANO DEL TRONTO,RIVOLUZIONE CIVILE,13,,
APPIGNANO DEL TRONTO,OSCAR FULVIO GIANNINO APPIGNANO DEL TRONTO,FARE PER FERMARE IL DECLINO,3,,
APPIGNANO DEL TRONTO,MARCO FERRANDO APPIGNANO DEL TRONTO,PARTITO COMUNISTA DEI LAVORATORI,5,,
APPIGNANO DEL TRONTO,ROBERTO FIORE APPIGNANO DEL TRONTO,FORZA NUOVA,3,,
APPIGNANO DEL TRONTO,MAGDI CRISTIANO ALLAM APPIGNANO DEL TRONTO,IO AMO L'ITALIA,3,,
ARQUATA DEL TRONTO,PIER LUIGI BERSANI ARQUATA DEL TRONTO,PARTITO DEMOCRATICO,172,,
ARQUATA DEL TRONTO,,SINISTRA ECOLOGIA LIBERTA',5,,
ARQUATA DEL TRONTO,,CENTRO DEMOCRATICO,0,,
ARQUATA DEL TRONTO,SILVIO BERLUSCONI ARQUATA DEL TRONTO,IL POPOLO DELLA LIBERTA',220,,
ARQUATA DEL TRONTO,,FRATELLI D'ITALIA,30,,
ARQUATA DEL TRONTO,,LA DESTRA,9,,
ARQUATA DEL TRONTO,,LEGA NORD,3,,
ARQUATA DEL TRONTO,,MIR - MODERATI IN RIVOLUZIONE,0,,
ARQUATA DEL TRONTO,GIUSEPPE PIERO GRILLO ARQUATA DEL TRONTO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,124,,
ARQUATA DEL TRONTO,MARIO MONTI ARQUATA DEL TRONTO,CON MONTI PER L'ITALIA,61,,
ARQUATA DEL TRONTO,ANTONIO INGROIA ARQUATA DEL TRONTO,RIVOLUZIONE CIVILE,11,,
ARQUATA DEL TRONTO,OSCAR FULVIO GIANNINO ARQUATA DEL TRONTO,FARE PER FERMARE IL DECLINO,3,,
ARQUATA DEL TRONTO,MARCO FERRANDO ARQUATA DEL TRONTO,PARTITO COMUNISTA DEI LAVORATORI,8,,
ARQUATA DEL TRONTO,ROBERTO FIORE ARQUATA DEL TRONTO,FORZA NUOVA,4,,
ARQUATA DEL TRONTO,MAGDI CRISTIANO ALLAM ARQUATA DEL TRONTO,IO AMO L'ITALIA,1,,
ASCOLI PICENO,PIER LUIGI BERSANI ASCOLI PICENO,PARTITO DEMOCRATICO,8007,,
ASCOLI PICENO,,SINISTRA ECOLOGIA LIBERTA',865,,
ASCOLI PICENO,,CENTRO DEMOCRATICO,160,,
ASCOLI PICENO,SILVIO BERLUSCONI ASCOLI PICENO,IL POPOLO DELLA LIBERTA',5628,,
ASCOLI PICENO,,FRATELLI D'ITALIA,1297,,
ASCOLI PICENO,,LA DESTRA,330,,
ASCOLI PICENO,,LEGA NORD,150,,
ASCOLI PICENO,,MIR - MODERATI IN RIVOLUZIONE,56,,
ASCOLI PICENO,GIUSEPPE PIERO GRILLO ASCOLI PICENO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,7894,,
ASCOLI PICENO,MARIO MONTI ASCOLI PICENO,CON MONTI PER L'ITALIA,2970,,
ASCOLI PICENO,ANTONIO INGROIA ASCOLI PICENO,RIVOLUZIONE CIVILE,514,,
ASCOLI PICENO,OSCAR FULVIO GIANNINO ASCOLI PICENO,FARE PER FERMARE IL DECLINO,254,,
ASCOLI PICENO,MARCO FERRANDO ASCOLI PICENO,PARTITO COMUNISTA DEI LAVORATORI,159,,
ASCOLI PICENO,ROBERTO FIORE ASCOLI PICENO,FORZA NUOVA,118,,
ASCOLI PICENO,MAGDI CRISTIANO ALLAM ASCOLI PICENO,IO AMO L'ITALIA,96,,
CARASSAI,PIER LUIGI BERSANI CARASSAI,PARTITO DEMOCRATICO,149,,
CARASSAI,,SINISTRA ECOLOGIA LIBERTA',15,,
CARASSAI,,CENTRO DEMOCRATICO,3,,
