Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AFRICO ,2044,1089,20,55,
AGNANA CALABRA ,438,241,6,17,
ANOIA ,1599,876,23,57,
ANTONIMINA ,969,509,33,75,
ARDORE ,3584,2155,81,175,
BAGALADI ,816,484,15,32,
BAGNARA CALABRA ,7504,4383,79,233,
BENESTARE ,1688,1034,32,83,
BIANCO ,2925,1722,35,102,
BIVONGI ,1057,698,13,45,
BOVA ,354,162,7,17,
BOVA MARINA ,2973,1771,40,130,
BOVALINO ,5873,3574,88,240,
BRANCALEONE ,2582,1363,19,63,
BRUZZANO ZEFFIRIO ,964,443,10,28,
CALANNA ,749,374,11,30,
CAMINI ,526,308,4,23,
CAMPO CALABRO ,3142,2236,50,164,
CANDIDONI ,256,127,5,8,
CANOLO ,594,402,17,30,
CARAFFA DEL BIANCO ,417,268,5,10,
CARDETO ,1377,772,12,45,
CARERI ,1538,755,32,67,
CASIGNANA ,562,391,7,21,
CAULONIA ,5181,3211,36,225,
CIMINA' ,451,207,8,17,
CINQUEFRONDI ,4467,3019,74,192,
CITTANOVA ,7001,4562,97,292,
CONDOFURI ,3687,1896,63,158,
COSOLETO ,638,372,13,20,
DELIANUOVA ,2294,1311,35,84,
FEROLETO DELLA CHIESA ,1271,605,29,62,
FERRUZZANO ,568,308,3,16,
FIUMARA ,773,467,11,26,
GALATRO ,1327,700,15,35,
GERACE ,2007,1230,31,111,
GIFFONE ,1330,693,26,68,
GIOIA TAURO ,12543,6621,100,366,
GIOIOSA IONICA ,4848,2940,68,189,
GROTTERIA ,2420,1213,49,115,
LAGANADI ,302,230,8,13,
LAUREANA DI BORRELLO ,3869,2044,62,152,
LOCRI ,8741,5287,72,317,
MAMMOLA ,2188,1064,30,63,
MARINA DI GIOIOSA IONICA ,4557,2692,62,175,
MAROPATI ,1128,588,13,38,
MARTONE ,411,295,12,18,
MELICUCCA' ,695,361,10,23,
MELICUCCO ,3281,1830,40,118,
MELITO DI PORTO SALVO ,7989,3899,76,264,
MOLOCHIO ,1930,1120,48,100,
MONASTERACE ,2410,1498,37,90,
MONTEBELLO IONICO ,4643,2238,41,167,
MOTTA SAN GIOVANNI ,4546,2823,66,165,
OPPIDO MAMERTINA ,3766,2177,38,146,
PALIZZI ,1778,948,44,101,
PALMI ,13061,7878,144,465,
PAZZANO ,507,246,5,21,
PLACANICA ,963,514,12,38,
PLATI' ,2205,837,42,102,
POLISTENA ,7097,4783,91,351,
PORTIGLIOLA ,904,447,14,35,
REGGIO DI CALABRIA ,129928,81501,811,3964,
RIACE ,1259,708,28,68,
RIZZICONI ,5238,3167,124,298,
ROCCAFORTE DEL GRECO ,416,196,3,7,
ROCCELLA IONICA ,4877,3162,81,220,
ROGHUDI ,760,333,10,23,
ROSARNO ,9502,5523,130,379,
SAMO ,666,328,9,20,
SAN FERDINANDO ,2980,1629,13,99,
SAN GIORGIO MORGETO ,2200,1259,35,71,
SAN GIOVANNI DI GERACE ,387,232,13,27,
SAN LORENZO ,1975,845,12,53,
SAN LUCA ,2573,1139,35,72,
SAN PIETRO DI CARIDA' ,959,501,15,21,
SAN PROCOPIO ,389,199,8,18,
SAN ROBERTO ,1368,849,24,62,
SANT'AGATA DEL BIANCO ,450,240,5,7,
SANT'ALESSIO IN ASPROMONTE ,232,145,1,8,
SANT'EUFEMIA D'ASPROMONTE ,2720,1010,45,97,
SANT'ILARIO DELLO IONIO ,943,604,20,48,
SANTA CRISTINA D'ASPROMONTE ,678,333,14,31,
SANTO STEFANO IN ASPROMONTE ,920,589,8,25,
SCIDO ,655,312,11,25,
SCILLA ,3716,2468,52,161,
SEMINARA ,2047,1134,25,63,
SERRATA ,627,330,10,21,
SIDERNO ,12577,7094,112,399,
SINOPOLI ,1355,592,24,50,
STAITI ,211,94,5,8,
STIGNANO ,947,551,42,85,
STILO ,1861,1080,24,60,
TAURIANOVA ,10892,6027,125,375,
TERRANOVA SAPPO MINULIO ,382,207,6,9,
VARAPODIO ,1572,951,37,75,
VILLA SAN GIOVANNI ,9735,6582,104,374,
