Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
ALGHERO ,33937,23044,143,497,
ANELA ,528,368,3,13,
ARDARA ,576,420,9,18,
BANARI ,513,316,3,12,
BENETUTTI ,1455,892,19,50,
BESSUDE ,355,221,3,7,
BONNANARO ,808,515,13,24,
BONO ,2623,1599,21,47,
BONORVA ,2814,1755,33,64,
BORUTTA ,236,152,3,5,
BOTTIDDA ,556,385,11,17,
BULTEI ,826,489,9,19,
BULZI ,475,311,5,8,
BURGOS ,700,405,5,17,
CARGEGHE ,448,293,9,14,
CASTELSARDO ,4562,3077,36,106,
CHEREMULE ,381,238,7,11,
CHIARAMONTI ,1347,777,9,38,
CODRONGIANOS ,1022,697,9,20,
COSSOINE ,708,418,3,12,
ERULA ,599,346,20,35,
ESPORLATU ,311,193,4,8,
FLORINAS ,1168,925,20,36,
GIAVE ,472,261,6,13,
ILLORAI ,732,407,8,22,
ITTIREDDU ,434,317,10,15,
ITTIRI ,6671,4857,47,158,
LAERRU ,746,454,9,15,
MARA ,544,302,4,19,
MARTIS ,446,266,5,10,
MONTELEONE ROCCA DORIA ,98,59,3,4,
MORES ,1462,924,11,25,
MUROS ,625,459,2,9,
NUGHEDU SAN NICOLO' ,689,374,4,7,
NULE ,1037,628,12,26,
NULVI ,2144,1449,12,36,
OLMEDO ,3002,2022,19,58,
OSILO ,2501,1670,23,55,
OSSI ,4467,3176,24,86,
OZIERI ,8132,5600,45,160,
PADRIA ,569,337,12,20,
PATTADA ,2403,1427,18,66,
PERFUGAS ,1869,1221,20,56,
PLOAGHE ,3461,2440,29,71,
PORTO TORRES ,17200,11734,96,333,
POZZOMAGGIORE ,2138,1365,26,50,
PUTIFIGARI ,535,400,6,9,
ROMANA ,451,246,7,19,
SANTA MARIA COGHINAS ,1154,707,10,25,
SASSARI ,97555,69294,320,1242,
SEDINI ,1092,734,8,24,
SEMESTENE ,147,77,4,5,
SENNORI ,5614,4032,57,163,
SILIGO ,735,469,8,13,
SORSO ,11112,7165,72,230,
STINTINO ,1288,927,6,22,
TERGU ,465,297,6,20,
THIESI ,2301,1245,20,46,
TISSI ,1746,1297,15,27,
TORRALBA ,756,484,11,30,
TULA ,1212,870,15,31,
URI ,2284,1571,13,50,
USINI ,3244,2267,29,85,
VALLEDORIA ,3280,2152,36,79,
VIDDALBA ,1304,880,21,43,
VILLANOVA MONTELEONE ,1809,1192,16,57,
