Ente,Candidato,Liste/Gruppi,Voti lista,,
ARENZANO,PIER LUIGI BERSANI ARENZANO,PARTITO DEMOCRATICO,2250,,
ARENZANO,,SINISTRA ECOLOGIA LIBERTA',203,,
ARENZANO,,CENTRO DEMOCRATICO,38,,
ARENZANO,SILVIO BERLUSCONI ARENZANO,IL POPOLO DELLA LIBERTA',1292,,
ARENZANO,,LEGA NORD,217,,
ARENZANO,,FRATELLI D'ITALIA,136,,
ARENZANO,,LA DESTRA,31,,
ARENZANO,GIUSEPPE PIERO GRILLO ARENZANO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,2052,,
ARENZANO,MARIO MONTI ARENZANO,CON MONTI PER L'ITALIA,811,,
ARENZANO,ANTONIO INGROIA ARENZANO,RIVOLUZIONE CIVILE,100,,
ARENZANO,OSCAR FULVIO GIANNINO ARENZANO,FARE PER FERMARE IL DECLINO,66,,
ARENZANO,MARCO FERRANDO ARENZANO,PARTITO COMUNISTA DEI LAVORATORI,44,,
AVEGNO,PIER LUIGI BERSANI AVEGNO,PARTITO DEMOCRATICO,331,,
AVEGNO,,SINISTRA ECOLOGIA LIBERTA',41,,
AVEGNO,,CENTRO DEMOCRATICO,2,,
AVEGNO,SILVIO BERLUSCONI AVEGNO,IL POPOLO DELLA LIBERTA',332,,
AVEGNO,,LEGA NORD,61,,
AVEGNO,,FRATELLI D'ITALIA,20,,
AVEGNO,,LA DESTRA,10,,
AVEGNO,GIUSEPPE PIERO GRILLO AVEGNO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,478,,
AVEGNO,MARIO MONTI AVEGNO,CON MONTI PER L'ITALIA,117,,
AVEGNO,ANTONIO INGROIA AVEGNO,RIVOLUZIONE CIVILE,12,,
AVEGNO,OSCAR FULVIO GIANNINO AVEGNO,FARE PER FERMARE IL DECLINO,14,,
AVEGNO,MARCO FERRANDO AVEGNO,PARTITO COMUNISTA DEI LAVORATORI,17,,
BARGAGLI,PIER LUIGI BERSANI BARGAGLI,PARTITO DEMOCRATICO,387,,
BARGAGLI,,SINISTRA ECOLOGIA LIBERTA',48,,
BARGAGLI,,CENTRO DEMOCRATICO,4,,
BARGAGLI,SILVIO BERLUSCONI BARGAGLI,IL POPOLO DELLA LIBERTA',248,,
BARGAGLI,,LEGA NORD,26,,
BARGAGLI,,FRATELLI D'ITALIA,11,,
BARGAGLI,,LA DESTRA,9,,
BARGAGLI,GIUSEPPE PIERO GRILLO BARGAGLI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,576,,
BARGAGLI,MARIO MONTI BARGAGLI,CON MONTI PER L'ITALIA,68,,
BARGAGLI,ANTONIO INGROIA BARGAGLI,RIVOLUZIONE CIVILE,21,,
BARGAGLI,OSCAR FULVIO GIANNINO BARGAGLI,FARE PER FERMARE IL DECLINO,2,,
BARGAGLI,MARCO FERRANDO BARGAGLI,PARTITO COMUNISTA DEI LAVORATORI,12,,
BOGLIASCO,PIER LUIGI BERSANI BOGLIASCO,PARTITO DEMOCRATICO,925,,
BOGLIASCO,,SINISTRA ECOLOGIA LIBERTA',79,,
BOGLIASCO,,CENTRO DEMOCRATICO,3,,
BOGLIASCO,SILVIO BERLUSCONI BOGLIASCO,IL POPOLO DELLA LIBERTA',521,,
BOGLIASCO,,LEGA NORD,58,,
BOGLIASCO,,FRATELLI D'ITALIA,28,,
BOGLIASCO,,LA DESTRA,18,,
BOGLIASCO,GIUSEPPE PIERO GRILLO BOGLIASCO,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,723,,
BOGLIASCO,MARIO MONTI BOGLIASCO,CON MONTI PER L'ITALIA,282,,
BOGLIASCO,ANTONIO INGROIA BOGLIASCO,RIVOLUZIONE CIVILE,37,,
BOGLIASCO,OSCAR FULVIO GIANNINO BOGLIASCO,FARE PER FERMARE IL DECLINO,39,,
BOGLIASCO,MARCO FERRANDO BOGLIASCO,PARTITO COMUNISTA DEI LAVORATORI,12,,
BORZONASCA,PIER LUIGI BERSANI BORZONASCA,PARTITO DEMOCRATICO,230,,
BORZONASCA,,SINISTRA ECOLOGIA LIBERTA',15,,
BORZONASCA,,CENTRO DEMOCRATICO,4,,
BORZONASCA,SILVIO BERLUSCONI BORZONASCA,IL POPOLO DELLA LIBERTA',266,,
BORZONASCA,,LEGA NORD,37,,
BORZONASCA,,FRATELLI D'ITALIA,10,,
BORZONASCA,,LA DESTRA,7,,
BORZONASCA,GIUSEPPE PIERO GRILLO BORZONASCA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,271,,
BORZONASCA,MARIO MONTI BORZONASCA,CON MONTI PER L'ITALIA,102,,
BORZONASCA,ANTONIO INGROIA BORZONASCA,RIVOLUZIONE CIVILE,16,,
BORZONASCA,OSCAR FULVIO GIANNINO BORZONASCA,FARE PER FERMARE IL DECLINO,10,,
BORZONASCA,MARCO FERRANDO BORZONASCA,PARTITO COMUNISTA DEI LAVORATORI,6,,
BUSALLA,PIER LUIGI BERSANI BUSALLA,PARTITO DEMOCRATICO,1005,,
BUSALLA,,SINISTRA ECOLOGIA LIBERTA',83,,
BUSALLA,,CENTRO DEMOCRATICO,15,,
BUSALLA,SILVIO BERLUSCONI BUSALLA,IL POPOLO DELLA LIBERTA',639,,
BUSALLA,,LEGA NORD,91,,
BUSALLA,,FRATELLI D'ITALIA,46,,
BUSALLA,,LA DESTRA,22,,
BUSALLA,GIUSEPPE PIERO GRILLO BUSALLA,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,1051,,
BUSALLA,MARIO MONTI BUSALLA,CON MONTI PER L'ITALIA,314,,
BUSALLA,ANTONIO INGROIA BUSALLA,RIVOLUZIONE CIVILE,36,,
BUSALLA,OSCAR FULVIO GIANNINO BUSALLA,FARE PER FERMARE IL DECLINO,26,,
BUSALLA,MARCO FERRANDO BUSALLA,PARTITO COMUNISTA DEI LAVORATORI,21,,
CAMOGLI,PIER LUIGI BERSANI CAMOGLI,PARTITO DEMOCRATICO,951,,
CAMOGLI,,SINISTRA ECOLOGIA LIBERTA',105,,
CAMOGLI,,CENTRO DEMOCRATICO,10,,
CAMOGLI,SILVIO BERLUSCONI CAMOGLI,IL POPOLO DELLA LIBERTA',731,,
CAMOGLI,,LEGA NORD,106,,
CAMOGLI,,FRATELLI D'ITALIA,62,,
CAMOGLI,,LA DESTRA,52,,
CAMOGLI,GIUSEPPE PIERO GRILLO CAMOGLI,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,753,,
CAMOGLI,MARIO MONTI CAMOGLI,CON MONTI PER L'ITALIA,422,,
CAMOGLI,ANTONIO INGROIA CAMOGLI,RIVOLUZIONE CIVILE,36,,
CAMOGLI,OSCAR FULVIO GIANNINO CAMOGLI,FARE PER FERMARE IL DECLINO,27,,
CAMOGLI,MARCO FERRANDO CAMOGLI,PARTITO COMUNISTA DEI LAVORATORI,19,,
CAMPO LIGURE,PIER LUIGI BERSANI CAMPO LIGURE,PARTITO DEMOCRATICO,744,,
CAMPO LIGURE,,SINISTRA ECOLOGIA LIBERTA',57,,
CAMPO LIGURE,,CENTRO DEMOCRATICO,5,,
CAMPO LIGURE,SILVIO BERLUSCONI CAMPO LIGURE,IL POPOLO DELLA LIBERTA',235,,
CAMPO LIGURE,,LEGA NORD,35,,
CAMPO LIGURE,,FRATELLI D'ITALIA,23,,
CAMPO LIGURE,,LA DESTRA,0,,
CAMPO LIGURE,GIUSEPPE PIERO GRILLO CAMPO LIGURE,MOVIMENTO 5 STELLE BEPPEGRILLO.IT,439,,
CAMPO LIGURE,MARIO MONTI CAMPO LIGURE,CON MONTI PER L'ITALIA,150,,
