Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
BASELGA DI PINE' ,3511,2767,63,157,
BEDOLLO ,1098,850,19,51,
BIENO ,323,227,5,15,
BORGO VALSUGANA ,4762,3758,71,201,
BOSENTINO ,592,509,3,19,
CALCERANICA AL LAGO ,958,744,16,34,
CALDONAZZO ,2450,1993,39,108,
CAMPITELLO DI FASSA ,526,415,23,38,
CANAL SAN BOVO ,1206,838,26,78,
CANAZEI ,1335,1066,38,89,
CAPRIANA ,409,315,17,35,
CARANO ,746,548,26,52,
CARZANO ,391,316,12,21,
CASTELLO TESINO ,1035,770,13,42,
CASTELLO-MOLINA DI FIEMME ,1602,1159,46,101,
CASTELNUOVO ,694,541,15,46,
CAVALESE ,2748,2011,82,170,
CENTA SAN NICOLO' ,457,349,12,22,
CINTE TESINO ,320,216,3,10,
CIVEZZANO ,2829,2338,39,96,
DAIANO ,492,331,8,17,
FIERA DI PRIMIERO ,375,295,16,28,
FIEROZZO ,342,260,10,15,
FORNACE ,817,688,22,44,
FRASSILONGO ,253,152,6,22,
GRIGNO ,1682,1255,39,102,
IMER ,860,674,12,44,
IVANO-FRACENA ,211,170,1,10,
LAVARONE ,840,637,15,38,
LEVICO TERME ,5155,3980,101,216,
LUSERNA ,233,155,2,10,
MAZZIN ,346,258,8,24,
MEZZANO ,1213,948,45,90,
MOENA ,1942,1419,52,108,
NOVALEDO ,741,559,21,38,
OSPEDALETTO ,568,475,10,25,
PALU' DEL FERSINA ,144,101,1,4,
PANCHIA' ,554,427,20,34,
PERGINE VALSUGANA ,14083,11155,210,621,
PIEVE TESINO ,563,424,11,28,
POZZA DI FASSA ,1455,1142,59,134,
PREDAZZO ,3208,2364,119,214,
RONCEGNO TERME ,2050,1561,29,107,
RONCHI VALSUGANA ,319,243,7,21,
SAGRON MIS ,148,118,3,7,
SAMONE ,386,325,8,17,
SANT'ORSOLA TERME ,750,608,21,44,
SCURELLE ,1000,811,32,63,
SIROR ,922,721,19,60,
SORAGA ,483,378,14,40,
SPERA ,417,349,9,21,
STRIGNO ,997,781,14,48,
TELVE ,1435,1155,22,69,
TELVE DI SOPRA ,438,345,8,19,
TENNA ,714,578,12,33,
TESERO ,1996,1415,67,150,
TONADICO ,1044,791,23,51,
TORCEGNO ,501,396,7,31,
TRANSACQUA ,1517,1200,42,95,
VALFLORIANA ,401,246,4,14,
VARENA ,605,434,19,29,
VATTARO ,837,709,16,27,
VIGNOLA-FALESINA ,120,86,1,4,
VIGO DI FASSA ,782,614,36,57,
VIGOLO VATTARO ,1529,1288,31,64,
VILLA AGNEDO ,645,523,12,34,
ZIANO DI FIEMME ,1191,889,53,96,
