Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
BELVEDERE DI SPINELLO ,1644,833,33,57,
CACCURI ,1250,870,15,40,
CARFIZZI ,577,400,13,22,
CASABONA ,2073,1275,59,119,
CASTELSILANO ,826,582,13,35,
CERENZIA ,912,608,15,31,
CIRO' ,2250,1124,46,100,
CIRO' MARINA ,8496,5249,112,326,
COTRONEI ,3871,2282,50,158,
CROTONE ,42093,25545,232,899,
CRUCOLI ,2341,1640,33,70,
CUTRO ,6937,4085,66,215,
ISOLA DI CAPO RIZZUTO ,9847,6520,167,366,
MELISSA ,2433,1345,32,65,
MESORACA ,4483,2496,70,171,
PALLAGORIO ,1031,698,30,74,
PETILIA POLICASTRO ,6382,3682,97,235,
ROCCA DI NETO ,3768,2233,73,155,
ROCCABERNARDA ,2404,1524,30,74,
SAN MAURO MARCHESATO ,1516,912,22,63,
SAN NICOLA DELL'ALTO ,727,402,11,21,
SANTA SEVERINA ,1576,980,30,72,
SAVELLI ,1026,712,37,58,
SCANDALE ,2222,1411,25,69,
STRONGOLI ,4596,2771,66,165,
UMBRIATICO ,679,392,9,19,
VERZINO ,1430,945,36,96,
