Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
AGAZZANO ,1445,1108,23,45,
ALSENO ,3483,2826,21,83,
BESENZONE ,705,576,9,23,
BETTOLA ,2314,1684,28,77,
BOBBIO ,2839,2169,32,97,
BORGONOVO VAL TIDONE ,5114,3947,51,136,
CADEO ,4182,3346,33,126,
CALENDASCO ,1794,1455,16,56,
CAMINATA ,231,167,1,2,
CAORSO ,3377,2727,24,94,
CARPANETO PIACENTINO ,5415,4409,45,135,
CASTEL SAN GIOVANNI ,8901,6986,73,266,
CASTELL'ARQUATO ,3512,2797,23,81,
CASTELVETRO PIACENTINO ,4062,3256,27,95,
CERIGNALE ,145,86,3,4,
COLI ,817,567,8,33,
CORTE BRUGNATELLA ,539,356,13,28,
CORTEMAGGIORE ,3125,2440,33,89,
FARINI ,1246,772,11,37,
FERRIERE ,1264,674,10,21,
FIORENZUOLA D'ARDA ,10147,8090,70,238,
GAZZOLA ,1521,1229,6,19,
GOSSOLENGO ,3963,3361,17,94,
GRAGNANO TREBBIENSE ,3065,2365,19,72,
GROPPARELLO ,1843,1356,12,55,
LUGAGNANO VAL D'ARDA ,3079,2378,28,92,
MONTICELLI D'ONGINA ,3985,3162,40,131,
MORFASSO ,934,571,12,29,
NIBBIANO ,1713,1302,23,66,
OTTONE ,465,260,4,11,
PECORARA ,650,413,7,19,
PIACENZA ,68676,53936,376,1275,
PIANELLO VAL TIDONE ,1620,1270,27,63,
PIOZZANO ,529,418,8,19,
PODENZANO ,6597,5320,42,137,
PONTE DELL'OLIO ,3606,2854,28,107,
PONTENURE ,4386,3669,23,118,
RIVERGARO ,5031,4067,31,121,
ROTTOFRENO ,8063,6378,51,169,
SAN GIORGIO PIACENTINO ,4169,3343,31,129,
SAN PIETRO IN CERRO ,699,531,12,28,
SARMATO ,1932,1507,15,56,
TRAVO ,1656,1319,6,29,
VERNASCA ,1743,1256,10,28,
VIGOLZONE ,3118,2462,18,92,
VILLANOVA SULL'ARDA ,1320,1081,24,50,
ZERBA ,75,31,0,0,
ZIANO PIACENTINO ,1913,1418,31,49,
