Ente,Numero elettori,Numero votanti,Schede bianche,Schede non valide,
CAPRIVA DEL FRIULI ,1418,1156,8,42,
CORMONS ,6123,4811,30,157,
DOBERDO' DEL LAGO ,1172,968,4,24,
DOLEGNA DEL COLLIO ,314,240,2,12,
FARRA D'ISONZO ,1444,1176,7,43,
FOGLIANO REDIPUGLIA ,2480,1981,17,61,
GORIZIA ,27960,21327,141,625,
GRADISCA D'ISONZO ,5460,4409,28,118,
GRADO ,7131,5377,38,188,
MARIANO DEL FRIULI ,1322,1060,10,32,
MEDEA ,809,645,5,16,
MONFALCONE ,19942,15021,85,402,
MORARO ,629,470,3,15,
MOSSA ,1338,1065,15,45,
ROMANS D'ISONZO ,3084,2504,28,77,
RONCHI DEI LEGIONARI ,9491,7572,47,188,
SAGRADO ,1804,1475,6,34,
SAN CANZIAN D'ISONZO ,5122,4156,19,128,
SAN FLORIANO DEL COLLIO ,665,551,9,32,
SAN LORENZO ISONTINO ,1312,1062,9,38,
SAN PIER D'ISONZO ,1659,1420,15,47,
SAVOGNA D'ISONZO ,1416,1148,5,39,
STARANZANO ,5819,4810,33,122,
TURRIACO ,2241,1904,10,55,
VILLESSE ,1419,1161,17,49,
